nice: cannot set niceness: Permission denied
Precompiling packages...
   1911.2 ms  ✓ LazyArtifacts
   2009.9 ms  ✓ MuladdMacro
   2006.0 ms  ✓ CompilerSupportLibraries_jll
   2316.7 ms  ✓ SimpleUnPack
   2028.8 ms  ✓ CommonSolve
   2213.2 ms  ✓ UnPack
   2240.9 ms  ✓ IteratorInterfaceExtensions
   2257.1 ms  ✓ InverseFunctions
   2422.6 ms  ✓ ConcreteStructs
   2507.7 ms  ✓ ExprTools
   2501.8 ms  ✓ OpenLibm_jll
   2957.8 ms  ✓ ADTypes
   1817.1 ms  ✓ ManualMemory
   4121.0 ms  ✓ FunctionWrappers
   2135.0 ms  ✓ SuiteSparse_jll
   1823.0 ms  ✓ Reexport
   2125.3 ms  ✓ EnumX
   2651.3 ms  ✓ Preferences
   4800.6 ms  ✓ FillArrays
   2369.2 ms  ✓ SIMDTypes
   2592.2 ms  ✓ Requires
   2701.8 ms  ✓ Compat
   2155.5 ms  ✓ DocStringExtensions
   3105.4 ms  ✓ OrderedCollections
   5807.1 ms  ✓ GenericSchur
   2032.6 ms  ✓ FastPower
   1551.7 ms  ✓ CommonWorldInvalidations
   2420.8 ms  ✓ CompositionsBase
   2067.4 ms  ✓ FastClosures
   2522.0 ms  ✓ IfElse
   2307.8 ms  ✓ SciMLPublic
   1657.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3037.9 ms  ✓ EnzymeCore
   3423.9 ms  ✓ CpuId
   3218.9 ms  ✓ ConstructionBase
   1896.2 ms  ✓ RuntimeGeneratedFunctions
   3138.6 ms  ✓ StaticArraysCore
   6542.6 ms  ✓ Distributed
   3686.5 ms  ✓ LoggingExtras
   1560.3 ms  ✓ FunctionWrappersWrappers
   2698.4 ms  ✓ NaNMath
   9652.0 ms  ✓ ExproniconLite
   2148.4 ms  ✓ JLLWrappers
   1804.7 ms  ✓ DiffResults
   2592.7 ms  ✓ Adapt
   1581.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3019.6 ms  ✓ Compat → CompatLinearAlgebraExt
   3356.6 ms  ✓ PrecompileTools
   3931.6 ms  ✓ ThreadingUtilities
   9294.1 ms  ✓ MacroTools
   7593.1 ms  ✓ IrrationalConstants
   2501.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3015.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2166.7 ms  ✓ SciMLLogging
   1878.0 ms  ✓ oneTBB_jll
   1483.4 ms  ✓ EnzymeCore → AdaptExt
   2190.0 ms  ✓ GPUArraysCore
   6558.9 ms  ✓ DifferentiationInterface
   1780.6 ms  ✓ TruncatedStacktraces
   1203.5 ms  ✓ CommonSubexpressions
   2622.7 ms  ✓ ArrayInterface
   2995.0 ms  ✓ OpenSpecFun_jll
   3796.7 ms  ✓ IntelOpenMP_jll
   2224.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2124.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2113.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7444.5 ms  ✓ DataStructures
   4880.2 ms  ✓ Static
  10285.3 ms  ✓ TimerOutputs
   2776.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5799.5 ms  ✓ LogExpFunctions
   3690.9 ms  ✓ MaybeInplace
   6034.1 ms  ✓ ChainRulesCore
   8477.5 ms  ✓ Jieko
   3000.3 ms  ✓ SciMLStructures
   2787.8 ms  ✓ MKL_jll
   5199.0 ms  ✓ Setfield
   6426.0 ms  ✓ RecipesBase
   2850.2 ms  ✓ BitTwiddlingConvenienceFunctions
   3599.5 ms  ✓ PreallocationTools
   2022.4 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2337.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3414.3 ms  ✓ CPUSummary
   2661.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2294.2 ms  ✓ FiniteDiff
   4423.3 ms  ✓ StaticArrayInterface
