nice: cannot set niceness: Permission denied
Precompiling packages...
    428.5 ms  ✓ Reexport
    428.4 ms  ✓ CommonSolve
    567.7 ms  ✓ ConstructionBase
    503.8 ms  ✓ StaticArraysCore
    594.3 ms  ✓ Statistics
   1368.7 ms  ✓ IrrationalConstants
    479.1 ms  ✓ IfElse
   1084.6 ms  ✓ SuiteSparse_jll
    746.9 ms  ✓ EnzymeCore
    532.7 ms  ✓ ManualMemory
    456.3 ms  ✓ CommonWorldInvalidations
    446.9 ms  ✓ Future
   1014.3 ms  ✓ SciMLPublic
    450.6 ms  ✓ FastPower
    585.5 ms  ✓ InverseFunctions
    502.2 ms  ✓ CompositionsBase
    555.7 ms  ✓ SimpleUnPack
    466.1 ms  ✓ MuladdMacro
    481.4 ms  ✓ EnumX
    688.5 ms  ✓ OpenLibm_jll
   2239.1 ms  ✓ ExproniconLite
    496.6 ms  ✓ ExprTools
    466.9 ms  ✓ UnPack
    478.7 ms  ✓ ConcreteStructs
   1123.4 ms  ✓ FillArrays
    727.8 ms  ✓ OrderedCollections
    789.9 ms  ✓ ADTypes
    818.6 ms  ✓ Serialization
    731.4 ms  ✓ DocStringExtensions
   5664.0 ms  ✓ MacroTools
    560.6 ms  ✓ FastClosures
    513.9 ms  ✓ SIMDTypes
    484.2 ms  ✓ IteratorInterfaceExtensions
    755.8 ms  ✓ Requires
    734.4 ms  ✓ CpuId
   1214.0 ms  ✓ GenericSchur
    571.0 ms  ✓ LoggingExtras
    629.2 ms  ✓ Compat
   1420.2 ms  ✓ InteractiveUtils
    452.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    525.4 ms  ✓ DiffResults
    972.2 ms  ✓ LazyArtifacts
   3932.0 ms  ✓ FunctionWrappers
    504.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    454.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    539.7 ms  ✓ NaNMath
   1347.0 ms  ✓ ThreadingUtilities
   2305.3 ms  ✓ Preferences
    548.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    418.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    440.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2039.5 ms  ✓ Jieko
   1122.1 ms  ✓ DifferentiationInterface
   1840.5 ms  ✓ DataStructures
    452.6 ms  ✓ RuntimeGeneratedFunctions
    593.5 ms  ✓ CommonSubexpressions
    714.4 ms  ✓ LogExpFunctions
    626.3 ms  ✓ Adapt
    562.3 ms  ✓ Compat → CompatLinearAlgebraExt
   4175.4 ms  ✓ TimerOutputs
    517.5 ms  ✓ FunctionWrappersWrappers
   2950.7 ms  ✓ Distributed
    520.9 ms  ✓ PrecompileTools
    559.5 ms  ✓ JLLWrappers
    639.5 ms  ✓ SciMLLogging
   1750.7 ms  ✓ Setfield
    608.0 ms  ✓ TruncatedStacktraces
    452.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    604.0 ms  ✓ ArrayInterface
   4500.1 ms  ✓ SparseArrays
    626.4 ms  ✓ GPUArraysCore
    512.6 ms  ✓ EnzymeCore → AdaptExt
   2642.2 ms  ✓ Accessors
   1449.7 ms  ✓ ChainRulesCore
    680.6 ms  ✓ OpenSpecFun_jll
   2045.8 ms  ✓ RecipesBase
   1168.8 ms  ✓ IntelOpenMP_jll
   1167.4 ms  ✓ oneTBB_jll
    431.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    463.3 ms  ✓ SciMLStructures
    741.0 ms  ✓ MaybeInplace
    907.8 ms  ✓ PreallocationTools
    622.1 ms  ✓ Statistics → SparseArraysExt
    763.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    745.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    712.4 ms  ✓ Adapt → AdaptSparseArraysExt
  10333.2 ms  ✓ Moshi
    599.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    527.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    543.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
