nice: cannot set niceness: Permission denied
Precompiling packages...
   1907.6 ms  ✓ IteratorInterfaceExtensions
   1936.2 ms  ✓ CommonSolve
   1961.2 ms  ✓ LazyArtifacts
   1965.2 ms  ✓ MuladdMacro
   2003.2 ms  ✓ OpenLibm_jll
   2097.8 ms  ✓ ConcreteStructs
   2077.2 ms  ✓ CompilerSupportLibraries_jll
   2189.7 ms  ✓ ExprTools
   2369.2 ms  ✓ SuiteSparse_jll
   2592.0 ms  ✓ InverseFunctions
   3092.0 ms  ✓ ADTypes
   3835.6 ms  ✓ FunctionWrappers
   1844.5 ms  ✓ ManualMemory
   1803.6 ms  ✓ Reexport
   1908.0 ms  ✓ EnumX
   1798.7 ms  ✓ SIMDTypes
   2297.7 ms  ✓ Requires
   4400.5 ms  ✓ FillArrays
   2520.2 ms  ✓ Compat
   2778.6 ms  ✓ OrderedCollections
   4904.2 ms  ✓ GenericSchur
   3243.9 ms  ✓ Preferences
   2690.5 ms  ✓ DocStringExtensions
   1724.7 ms  ✓ CompositionsBase
   1879.3 ms  ✓ FastPower
   1806.1 ms  ✓ IfElse
   1990.9 ms  ✓ CommonWorldInvalidations
   1891.4 ms  ✓ FastClosures
   2198.6 ms  ✓ ConstructionBase
   1795.8 ms  ✓ SciMLPublic
   3092.4 ms  ✓ EnzymeCore
   3118.2 ms  ✓ CpuId
   2420.5 ms  ✓ LoggingExtras
   2490.1 ms  ✓ StaticArraysCore
   2285.4 ms  ✓ RuntimeGeneratedFunctions
   2706.3 ms  ✓ NaNMath
   8299.6 ms  ✓ ExproniconLite
   1811.5 ms  ✓ FunctionWrappersWrappers
   2016.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8460.7 ms  ✓ Distributed
   5867.8 ms  ✓ IrrationalConstants
   2104.5 ms  ✓ Adapt
   2296.7 ms  ✓ Compat → CompatLinearAlgebraExt
   1999.4 ms  ✓ DiffResults
   2011.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2396.5 ms  ✓ JLLWrappers
   2194.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2284.7 ms  ✓ PrecompileTools
   2137.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2891.5 ms  ✓ SciMLLogging
   4693.5 ms  ✓ ThreadingUtilities
   5107.1 ms  ✓ DifferentiationInterface
  10133.2 ms  ✓ MacroTools
   2988.8 ms  ✓ ArrayInterface
   2396.9 ms  ✓ EnzymeCore → AdaptExt
   3399.8 ms  ✓ LogExpFunctions
   2984.4 ms  ✓ GPUArraysCore
   2608.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2906.8 ms  ✓ IntelOpenMP_jll
   2705.8 ms  ✓ oneTBB_jll
   2597.9 ms  ✓ OpenSpecFun_jll
   8218.9 ms  ✓ TimerOutputs
   2185.6 ms  ✓ TruncatedStacktraces
   2289.1 ms  ✓ CommonSubexpressions
   8153.7 ms  ✓ DataStructures
   2192.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2191.4 ms  ✓ SciMLStructures
   4013.0 ms  ✓ Static
   3197.3 ms  ✓ MaybeInplace
   6415.8 ms  ✓ ChainRulesCore
   1896.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2698.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2111.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8604.3 ms  ✓ Jieko
   3904.9 ms  ✓ PreallocationTools
   6397.7 ms  ✓ RecipesBase
   2553.0 ms  ✓ MKL_jll
   1906.2 ms  ✓ BitTwiddlingConvenienceFunctions
   5486.6 ms  ✓ Setfield
   1652.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1703.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   2913.8 ms  ✓ CPUSummary
   1188.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1418.1 ms  ✓ FiniteDiff
   3407.7 ms  ✓ StaticArrayInterface
  13806.8 ms  ✓ SparseArrays
   7517.4 ms  ✓ Accessors
   4504.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2107.4 ms  ✓ PolyesterWeave
   1885.5 ms  ✓ CloseOpenIntervals
   2087.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2188.1 ms  ✓ LayoutPointers
   2176.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2134.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2381.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2005.7 ms  ✓ Accessors → LinearAlgebraExt
   2482.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2681.7 ms  ✓ Statistics
   1204.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2011.4 ms  ✓ StrideArraysCore
   1498.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   8304.6 ms  ✓ SpecialFunctions
   1608.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1691.0 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2985.8 ms  ✓ SymbolicIndexingInterface
   1409.9 ms  ✓ DiffRules
   1685.1 ms  ✓ Polyester
   4100.3 ms  ✓ SciMLOperators
   1701.0 ms  ✓ FastBroadcast
   1183.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3501.7 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1477.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3418.4 ms  ✓ RecursiveArrayTools
   1794.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  19198.3 ms  ✓ StaticArrays
   3312.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   8649.2 ms  ✓ ForwardDiff
   4006.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4121.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  15767.6 ms  ✓ SparseMatrixColorings
   5292.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   5199.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   5492.7 ms  ✓ Adapt → AdaptStaticArraysExt
   2620.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   2791.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3305.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3401.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3743.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  20823.6 ms  ✓ Moshi
   3607.0 ms  ✓ Accessors → StaticArraysExt
   7602.0 ms  ✓ FastGaussQuadrature
   2727.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2220.2 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2310.2 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  18718.9 ms  ✓ Krylov
   1153.4 ms  ✓ NLSolversBase
    762.6 ms  ✓ LineSearches
   6189.4 ms  ✓ SciMLBase
   1019.0 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1084.7 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1295.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1993.9 ms  ✓ DiffEqBase
  15612.9 ms  ✓ ArrayLayouts
    813.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1907.1 ms  ✓ SciMLJacobianOperators
    998.4 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1395.5 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1550.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2606.4 ms  ✓ LazyArrays
   3249.3 ms  ✓ OrdinaryDiffEqCore
   3198.3 ms  ✓ LineSearch
   1892.6 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2322.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   3265.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
  13297.9 ms  ✓ NonlinearSolveBase
  10202.9 ms  ✓ OrdinaryDiffEqSymplecticRK
  11696.3 ms  ✓ OrdinaryDiffEqPRK
  12005.4 ms  ✓ OrdinaryDiffEqHighOrderRK
  12066.0 ms  ✓ OrdinaryDiffEqStabilizedRK
  12805.9 ms  ✓ OrdinaryDiffEqRKN
  13798.2 ms  ✓ OrdinaryDiffEqFunctionMap
  14242.1 ms  ✓ OrdinaryDiffEqFeagin
  13377.4 ms  ✓ OrdinaryDiffEqQPRK
  14605.1 ms  ✓ OrdinaryDiffEqExplicitRK
   4895.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  15461.7 ms  ✓ OrdinaryDiffEqSSPRK
  15503.5 ms  ✓ OrdinaryDiffEqLowOrderRK
   3207.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3318.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   3414.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3494.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
  47962.4 ms  ✓ ExponentialUtilities
  11866.6 ms  ✓ OrdinaryDiffEqLowStorageRK
   5202.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2529.7 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   4238.2 ms  ✓ OrdinaryDiffEqLinear
  23056.4 ms  ✓ OrdinaryDiffEqTsit5
   8345.4 ms  ✓ BracketingNonlinearSolve
   1004.9 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1639.9 ms  ✓ OrdinaryDiffEqNordsieck
   3251.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  28802.0 ms  ✓ LinearSolve
  11070.6 ms  ✓ NonlinearSolveSpectralMethods
    851.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3568.4 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   2633.8 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   9877.5 ms  ✓ SimpleNonlinearSolve
   3444.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
    945.6 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
