nice: cannot set niceness: Permission denied
Precompiling packages...
   1589.8 ms  ✓ UUIDs
   1586.3 ms  ✓ nghttp2_jll
   1663.2 ms  ✓ Logging
   1661.4 ms  ✓ MozillaCACerts_jll
   1707.1 ms  ✓ OpenSSL_jll
   1692.8 ms  ✓ Unicode
   1755.9 ms  ✓ Zlib_jll
   1776.4 ms  ✓ CompilerSupportLibraries_jll
   1803.7 ms  ✓ NetworkOptions
   1862.6 ms  ✓ Base64
    526.5 ms  ✓ LibSSH2_jll
    588.1 ms  ✓ p7zip_jll
    722.6 ms  ✓ Printf
    488.6 ms  ✓ LibCURL_jll
    495.9 ms  ✓ LibGit2_jll
   3194.4 ms  ✓ ArgTools
    788.4 ms  ✓ LibCURL
    639.0 ms  ✓ Tar
   2944.0 ms  ✓ Dates
   3089.0 ms  ✓ LibGit2
    459.3 ms  ✓ TOML
   2992.8 ms  ✓ Downloads
   9536.3 ms  ✓ StyledStrings
   1674.1 ms  ✓ JuliaSyntaxHighlighting
   3858.6 ms  ✓ Markdown
  47993.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2478.8 ms  ✓ IteratorInterfaceExtensions
   2478.2 ms  ✓ Future
   2576.9 ms  ✓ LaTeXStrings
   2553.7 ms  ✓ Reexport
   2585.6 ms  ✓ OpenLibm_jll
   2657.8 ms  ✓ DataValueInterfaces
   3048.9 ms  ✓ EnumX
   3074.0 ms  ✓ InverseFunctions
   3091.3 ms  ✓ ExprTools
   3082.9 ms  ✓ SuiteSparse_jll
   3766.8 ms  ✓ Statistics
   3950.1 ms  ✓ DocStringExtensions
   4172.3 ms  ✓ Serialization
   2510.9 ms  ✓ TableTraits
   2709.6 ms  ✓ DataAPI
   2992.6 ms  ✓ Adapt
   2703.8 ms  ✓ FastClosures
   2812.7 ms  ✓ StaticArraysCore
   3604.5 ms  ✓ EnzymeCore
   3011.2 ms  ✓ LoggingExtras
   3709.0 ms  ✓ Preferences
   2405.2 ms  ✓ CompositionsBase
   5360.9 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   3097.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10459.6 ms  ✓ OrderedCollections
   5583.9 ms  ✓ LazyArtifacts
   2544.0 ms  ✓ DiffResults
   2572.4 ms  ✓ EnzymeCore → AdaptExt
   3587.9 ms  ✓ GPUArraysCore
  11883.7 ms  ✓ FunctionWrappers
   9900.5 ms  ✓ ConstructionBase
   2624.4 ms  ✓ JLLWrappers
   2183.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2609.3 ms  ✓ PrecompileTools
   9582.5 ms  ✓ Compat
   2398.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9807.6 ms  ✓ NaNMath
  13808.8 ms  ✓ Crayons
  14412.3 ms  ✓ IrrationalConstants
   3801.0 ms  ✓ OpenSpecFun_jll
   9296.1 ms  ✓ ArrayInterface
  13399.8 ms  ✓ InteractiveUtils
   4618.4 ms  ✓ MuladdMacro
  18378.1 ms  ✓ MacroTools
   3379.3 ms  ✓ CommonSolve
   6588.5 ms  ✓ IntelOpenMP_jll
   5294.0 ms  ✓ ADTypes
   3504.5 ms  ✓ FastPower
   3772.1 ms  ✓ SciMLPublic
   7908.6 ms  ✓ oneTBB_jll
  16816.1 ms  ✓ Distributed
   4182.6 ms  ✓ SciMLLogging
   2224.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3794.2 ms  ✓ Compat → CompatLinearAlgebraExt
   9011.2 ms  ✓ RecipesBase
   2704.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5886.7 ms  ✓ BinaryHeaps
   5095.9 ms  ✓ LogExpFunctions
  13614.2 ms  ✓ Tables
   3119.8 ms  ✓ CommonSubexpressions
  13288.9 ms  ✓ ConcreteStructs
   3285.4 ms  ✓ TruncatedStacktraces
   7580.7 ms  ✓ FastBroadcast
   3186.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
