nice: cannot set niceness: Permission denied
Precompiling packages...
   2023.0 ms  ✓ IteratorInterfaceExtensions
   2079.3 ms  ✓ CommonSolve
   2102.8 ms  ✓ LazyArtifacts
   2105.0 ms  ✓ ConcreteStructs
   2130.6 ms  ✓ MuladdMacro
   2209.7 ms  ✓ OpenLibm_jll
   2218.8 ms  ✓ ExprTools
   2390.8 ms  ✓ CompilerSupportLibraries_jll
   2487.9 ms  ✓ SuiteSparse_jll
   2592.6 ms  ✓ InverseFunctions
   3215.2 ms  ✓ ADTypes
   3864.2 ms  ✓ FunctionWrappers
   2017.6 ms  ✓ ManualMemory
   1996.2 ms  ✓ EnumX
   1889.9 ms  ✓ Reexport
   1811.3 ms  ✓ SIMDTypes
   2307.7 ms  ✓ Requires
   4602.5 ms  ✓ FillArrays
   2603.1 ms  ✓ Compat
   4902.2 ms  ✓ GenericSchur
   2779.5 ms  ✓ OrderedCollections
   3092.1 ms  ✓ Preferences
   2720.3 ms  ✓ DocStringExtensions
   2090.2 ms  ✓ CompositionsBase
   1899.4 ms  ✓ FastPower
   1823.6 ms  ✓ IfElse
   1809.7 ms  ✓ FastClosures
   2002.5 ms  ✓ CommonWorldInvalidations
   1913.1 ms  ✓ SciMLPublic
   2489.7 ms  ✓ ConstructionBase
   3098.6 ms  ✓ CpuId
   2312.9 ms  ✓ StaticArraysCore
   2700.2 ms  ✓ LoggingExtras
   3498.2 ms  ✓ EnzymeCore
   2696.9 ms  ✓ NaNMath
   2316.4 ms  ✓ RuntimeGeneratedFunctions
   8480.3 ms  ✓ Distributed
   8514.2 ms  ✓ ExproniconLite
   1799.4 ms  ✓ FunctionWrappersWrappers
   5499.1 ms  ✓ IrrationalConstants
   2392.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2002.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2497.5 ms  ✓ Adapt
   2297.8 ms  ✓ JLLWrappers
   2096.4 ms  ✓ PrecompileTools
   2091.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1984.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2200.2 ms  ✓ DiffResults
   2893.7 ms  ✓ SciMLLogging
   2203.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5193.9 ms  ✓ DifferentiationInterface
   3089.7 ms  ✓ LogExpFunctions
   5000.8 ms  ✓ ThreadingUtilities
   1986.8 ms  ✓ EnzymeCore → AdaptExt
  10223.5 ms  ✓ MacroTools
   2611.8 ms  ✓ ArrayInterface
   2694.9 ms  ✓ GPUArraysCore
   2499.6 ms  ✓ IntelOpenMP_jll
   2903.3 ms  ✓ oneTBB_jll
   2700.2 ms  ✓ OpenSpecFun_jll
   2108.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2405.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2592.7 ms  ✓ TruncatedStacktraces
   9698.9 ms  ✓ TimerOutputs
   6012.6 ms  ✓ ChainRulesCore
   3188.7 ms  ✓ CommonSubexpressions
   8304.5 ms  ✓ DataStructures
   2288.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   4691.8 ms  ✓ Static
   2800.3 ms  ✓ SciMLStructures
   2186.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8691.8 ms  ✓ Jieko
   4008.6 ms  ✓ MaybeInplace
   2194.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2496.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2626.1 ms  ✓ MKL_jll
   6821.6 ms  ✓ RecipesBase
   2410.6 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   6085.1 ms  ✓ Setfield
   2091.8 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1905.3 ms  ✓ BitTwiddlingConvenienceFunctions
   4728.9 ms  ✓ PreallocationTools
   1395.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  13981.9 ms  ✓ SparseArrays
   3200.0 ms  ✓ CPUSummary
   1918.2 ms  ✓ FiniteDiff
   4300.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   8099.3 ms  ✓ Accessors
   3798.2 ms  ✓ StaticArrayInterface
   2216.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2309.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2425.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2288.4 ms  ✓ PolyesterWeave
   2087.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2695.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1809.2 ms  ✓ Accessors → LinearAlgebraExt
   2825.2 ms  ✓ Statistics
   1791.4 ms  ✓ CloseOpenIntervals
   1986.9 ms  ✓ LayoutPointers
   1393.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   8519.7 ms  ✓ SpecialFunctions
   1790.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   2221.1 ms  ✓ NLSolversBase
   1801.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1887.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2403.2 ms  ✓ StrideArraysCore
   1786.0 ms  ✓ DiffRules
   3286.7 ms  ✓ SymbolicIndexingInterface
   1982.6 ms  ✓ LineSearches
   4383.7 ms  ✓ SciMLOperators
   1620.2 ms  ✓ Polyester
   3889.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1371.0 ms  ✓ FastBroadcast
   1402.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1498.0 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  19617.3 ms  ✓ StaticArrays
   2484.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2480.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2583.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   2662.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
   2688.9 ms  ✓ Adapt → AdaptStaticArraysExt
   3487.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   8818.5 ms  ✓ ForwardDiff
  10017.7 ms  ✓ RecursiveArrayTools
   3099.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4005.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   4200.7 ms  ✓ Accessors → StaticArraysExt
   7576.9 ms  ✓ FastGaussQuadrature
   3827.5 ms  ✓ FastPower → FastPowerForwardDiffExt
  18805.3 ms  ✓ SparseMatrixColorings
   4029.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   4204.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3094.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3022.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   4775.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   3575.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  22296.9 ms  ✓ Moshi
   1336.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  20220.3 ms  ✓ Krylov
    639.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7682.2 ms  ✓ SciMLBase
    893.9 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
    892.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1122.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2828.9 ms  ✓ SciMLJacobianOperators
  32886.4 ms  ✓ ExponentialUtilities
   5286.4 ms  ✓ LineSearch
   1141.9 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    890.6 ms  ✓ LineSearch → LineSearchLineSearchesExt
   6649.9 ms  ✓ NonlinearSolveBase
   1500.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  11137.9 ms  ✓ LinearSolve
   1353.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1371.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1369.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1542.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   2819.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3674.3 ms  ✓ BracketingNonlinearSolve
   1378.0 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   1248.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2318.8 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1288.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   2675.2 ms  ✓ DiffEqBase
   1459.8 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   6578.8 ms  ✓ NonlinearSolveSpectralMethods
   1861.0 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1735.0 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1771.7 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1866.3 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   3906.6 ms  ✓ OrdinaryDiffEqCore
   2510.2 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  10655.3 ms  ✓ SimpleNonlinearSolve
   9635.8 ms  ✓ OrdinaryDiffEqFunctionMap
  11434.5 ms  ✓ OrdinaryDiffEqLinear
  11824.1 ms  ✓ OrdinaryDiffEqPRK
  11107.5 ms  ✓ OrdinaryDiffEqQPRK
  12907.3 ms  ✓ OrdinaryDiffEqFeagin
  12938.6 ms  ✓ OrdinaryDiffEqSymplecticRK
  13035.3 ms  ✓ OrdinaryDiffEqHighOrderRK
  13499.2 ms  ✓ OrdinaryDiffEqRKN
  13949.9 ms  ✓ OrdinaryDiffEqExplicitRK
  14853.8 ms  ✓ OrdinaryDiffEqStabilizedRK
  16015.2 ms  ✓ OrdinaryDiffEqSSPRK
  16932.8 ms  ✓ OrdinaryDiffEqLowOrderRK
  26192.4 ms  ✓ NonlinearSolveQuasiNewton
   5399.0 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  10191.7 ms  ✓ OrdinaryDiffEqLowStorageRK
   2979.3 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  20161.4 ms  ✓ OrdinaryDiffEqTsit5
   8979.4 ms  ✓ OrdinaryDiffEqDifferentiation
   3982.0 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1656.0 ms  ✓ OrdinaryDiffEqNordsieck
   1566.1 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   3531.0 ms  ✓ OrdinaryDiffEqExponentialRK
   5544.9 ms  ✓ OrdinaryDiffEqExtrapolation
  39831.1 ms  ✓ NonlinearSolveFirstOrder
  14873.5 ms  ✓ NonlinearSolve
  51161.7 ms  ✓ OrdinaryDiffEqVerner
   6735.6 ms  ✓ OrdinaryDiffEqNonlinearSolve
  32285.7 ms  ✓ OrdinaryDiffEqRosenbrock
   3356.7 ms  ✓ OrdinaryDiffEqIMEXMultistep
   3451.4 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3762.6 ms  ✓ OrdinaryDiffEqPDIRK
   4533.0 ms  ✓ OrdinaryDiffEqSDIRK
  10335.0 ms  ✓ OrdinaryDiffEqBDF
  14940.5 ms  ✓ OrdinaryDiffEqFIRK
  18746.3 ms  ✓ OrdinaryDiffEqDefault
   2886.2 ms  ✓ OrdinaryDiffEq
  208 dependencies successfully precompiled in 164 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 586.75
	System time (seconds): 47.63
	Percent of CPU this job got: 383%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:45.25
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1352964
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 894
	Minor (reclaiming a frame) page faults: 11871125
	Voluntary context switches: 269357
	Involuntary context switches: 130904
	Swaps: 0
	File system inputs: 0
	File system outputs: 1364824
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
