nice: cannot set niceness: Permission denied
Precompiling packages...
    401.3 ms  ✓ CommonSolve
    422.2 ms  ✓ Reexport
    558.6 ms  ✓ ConstructionBase
    491.0 ms  ✓ StaticArraysCore
    603.4 ms  ✓ Statistics
   1323.2 ms  ✓ IrrationalConstants
    868.4 ms  ✓ SuiteSparse_jll
    488.9 ms  ✓ IfElse
    776.7 ms  ✓ EnzymeCore
    529.3 ms  ✓ ManualMemory
    427.1 ms  ✓ CommonWorldInvalidations
    418.1 ms  ✓ Future
    860.1 ms  ✓ SciMLPublic
    435.9 ms  ✓ FastPower
    463.2 ms  ✓ CompositionsBase
    520.7 ms  ✓ InverseFunctions
    440.9 ms  ✓ MuladdMacro
    476.1 ms  ✓ EnumX
    658.3 ms  ✓ OpenLibm_jll
    464.8 ms  ✓ ExprTools
   2191.5 ms  ✓ ExproniconLite
    460.3 ms  ✓ ConcreteStructs
   1086.0 ms  ✓ FillArrays
    659.5 ms  ✓ OrderedCollections
    743.4 ms  ✓ ADTypes
    767.9 ms  ✓ Serialization
    752.7 ms  ✓ DocStringExtensions
    551.9 ms  ✓ FastClosures
    522.4 ms  ✓ SIMDTypes
   5474.8 ms  ✓ MacroTools
    488.5 ms  ✓ IteratorInterfaceExtensions
    752.4 ms  ✓ Requires
    737.6 ms  ✓ CpuId
   1251.8 ms  ✓ GenericSchur
    561.6 ms  ✓ LoggingExtras
    598.0 ms  ✓ Compat
   1298.7 ms  ✓ InteractiveUtils
    566.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    524.8 ms  ✓ DiffResults
   3867.9 ms  ✓ FunctionWrappers
   1017.2 ms  ✓ LazyArtifacts
    502.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    493.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    548.8 ms  ✓ NaNMath
   1240.6 ms  ✓ ThreadingUtilities
   2202.1 ms  ✓ Preferences
    504.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    406.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    390.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1117.4 ms  ✓ DifferentiationInterface
   1988.7 ms  ✓ Jieko
   1833.4 ms  ✓ DataStructures
    438.1 ms  ✓ RuntimeGeneratedFunctions
    608.5 ms  ✓ CommonSubexpressions
    737.1 ms  ✓ LogExpFunctions
    519.3 ms  ✓ Compat → CompatLinearAlgebraExt
