nice: cannot set niceness: Permission denied
Precompiling packages...
    418.1 ms  ✓ CommonSolve
    425.6 ms  ✓ Reexport
    559.1 ms  ✓ ConstructionBase
    497.4 ms  ✓ StaticArraysCore
    595.2 ms  ✓ Statistics
   1351.6 ms  ✓ IrrationalConstants
    888.8 ms  ✓ SuiteSparse_jll
    441.5 ms  ✓ IfElse
    758.0 ms  ✓ EnzymeCore
    509.2 ms  ✓ ManualMemory
    438.8 ms  ✓ CommonWorldInvalidations
    424.3 ms  ✓ Future
    859.7 ms  ✓ SciMLPublic
    421.4 ms  ✓ FastPower
    443.7 ms  ✓ CompositionsBase
    535.7 ms  ✓ InverseFunctions
    473.0 ms  ✓ MuladdMacro
    483.1 ms  ✓ EnumX
    654.0 ms  ✓ OpenLibm_jll
   2165.0 ms  ✓ ExproniconLite
    479.6 ms  ✓ ExprTools
    464.4 ms  ✓ ConcreteStructs
   1072.5 ms  ✓ FillArrays
    639.9 ms  ✓ OrderedCollections
    718.7 ms  ✓ ADTypes
    734.7 ms  ✓ Serialization
    683.5 ms  ✓ DocStringExtensions
    565.4 ms  ✓ FastClosures
    528.5 ms  ✓ SIMDTypes
    522.5 ms  ✓ IteratorInterfaceExtensions
   5635.2 ms  ✓ MacroTools
    775.6 ms  ✓ Requires
    761.3 ms  ✓ CpuId
   1241.0 ms  ✓ GenericSchur
    552.4 ms  ✓ LoggingExtras
    588.2 ms  ✓ Compat
   1275.8 ms  ✓ InteractiveUtils
    546.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    524.3 ms  ✓ DiffResults
   3866.1 ms  ✓ FunctionWrappers
    991.4 ms  ✓ LazyArtifacts
    453.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    453.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    539.6 ms  ✓ NaNMath
   1201.1 ms  ✓ ThreadingUtilities
   2150.3 ms  ✓ Preferences
    519.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    409.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    411.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1110.4 ms  ✓ DifferentiationInterface
   2025.5 ms  ✓ Jieko
    441.8 ms  ✓ RuntimeGeneratedFunctions
   1796.5 ms  ✓ DataStructures
    570.4 ms  ✓ CommonSubexpressions
    698.5 ms  ✓ LogExpFunctions
    599.2 ms  ✓ Adapt
    552.8 ms  ✓ Compat → CompatLinearAlgebraExt
    531.1 ms  ✓ FunctionWrappersWrappers
   4115.6 ms  ✓ TimerOutputs
   2880.4 ms  ✓ Distributed
    485.4 ms  ✓ PrecompileTools
    550.1 ms  ✓ JLLWrappers
   1586.7 ms  ✓ Setfield
    628.9 ms  ✓ SciMLLogging
    585.6 ms  ✓ TruncatedStacktraces
    448.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    595.7 ms  ✓ ArrayInterface
   4469.2 ms  ✓ SparseArrays
    597.8 ms  ✓ GPUArraysCore
    498.6 ms  ✓ EnzymeCore → AdaptExt
   2600.8 ms  ✓ Accessors
   1433.2 ms  ✓ ChainRulesCore
    695.2 ms  ✓ OpenSpecFun_jll
   1961.8 ms  ✓ RecipesBase
   1100.9 ms  ✓ IntelOpenMP_jll
   1149.4 ms  ✓ oneTBB_jll
    417.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    712.3 ms  ✓ MaybeInplace
    634.1 ms  ✓ SciMLStructures
   1280.8 ms  ✓ PreallocationTools
    598.1 ms  ✓ Statistics → SparseArraysExt
    786.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
    688.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    687.8 ms  ✓ Adapt → AdaptSparseArraysExt
  10150.9 ms  ✓ Moshi
    634.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    503.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    519.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    597.2 ms  ✓ Accessors → LinearAlgebraExt
   7455.1 ms  ✓ Krylov
    701.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    597.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    510.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    524.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    538.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1453.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  15134.7 ms  ✓ StaticArrays
   1459.1 ms  ✓ MKL_jll
    865.0 ms  ✓ FiniteDiff
    752.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3022.5 ms  ✓ SpecialFunctions
   1509.6 ms  ✓ SymbolicIndexingInterface
  10007.8 ms  ✓ SparseMatrixColorings
   2266.1 ms  ✓ SciMLOperators
    726.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    739.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    758.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    792.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
    759.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    702.0 ms  ✓ Adapt → AdaptStaticArraysExt
    752.7 ms  ✓ Accessors → StaticArraysExt
    684.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    694.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    620.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    723.3 ms  ✓ DiffRules
   1901.4 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1698.1 ms  ✓ FastGaussQuadrature
    544.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    899.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    780.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    817.7 ms  ✓ NLSolversBase
  23590.8 ms  ✓ Static
    456.9 ms  ✓ BitTwiddlingConvenienceFunctions
    748.7 ms  ✓ LineSearches
   1060.5 ms  ✓ CPUSummary
    780.8 ms  ✓ PolyesterWeave
   4903.9 ms  ✓ RecursiveArrayTools
    504.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    750.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3787.6 ms  ✓ ForwardDiff
    496.6 ms  ✓ FastPower → FastPowerForwardDiffExt
    688.1 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    632.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    565.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1152.3 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4850.7 ms  ✓ StaticArrayInterface
    494.9 ms  ✓ CloseOpenIntervals
    577.1 ms  ✓ LayoutPointers
    579.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    704.6 ms  ✓ StrideArraysCore
    599.5 ms  ✓ Polyester
    610.6 ms  ✓ FastBroadcast
    540.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   9476.3 ms  ✓ SciMLBase
    875.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    972.1 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1180.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2272.5 ms  ✓ SciMLJacobianOperators
  26625.3 ms  ✓ ExponentialUtilities
   3898.1 ms  ✓ LineSearch
    739.6 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1764.0 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   5321.8 ms  ✓ NonlinearSolveBase
    972.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1004.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1437.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1496.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1350.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  10133.0 ms  ✓ LinearSolve
   1701.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3898.9 ms  ✓ BracketingNonlinearSolve
   2880.9 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1122.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1001.0 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   2650.6 ms  ✓ DiffEqBase
   5071.3 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
    995.9 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1292.8 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1825.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   4771.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4579.1 ms  ✓ OrdinaryDiffEqCore
   1777.0 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  16391.5 ms  ✓ NonlinearSolveSpectralMethods
   3285.1 ms  ✓ OrdinaryDiffEqStabilizedRK
   2077.1 ms  ✓ OrdinaryDiffEqFunctionMap
   2504.1 ms  ✓ OrdinaryDiffEqQPRK
  16381.8 ms  ✓ SimpleNonlinearSolve
   2243.4 ms  ✓ OrdinaryDiffEqSymplecticRK
   3399.7 ms  ✓ OrdinaryDiffEqLowOrderRK
   2389.6 ms  ✓ OrdinaryDiffEqFeagin
   2889.0 ms  ✓ OrdinaryDiffEqRKN
   4478.4 ms  ✓ OrdinaryDiffEqSSPRK
   3046.1 ms  ✓ OrdinaryDiffEqHighOrderRK
   2932.7 ms  ✓ OrdinaryDiffEqExplicitRK
  24132.7 ms  ✓ NonlinearSolveQuasiNewton
   2471.3 ms  ✓ OrdinaryDiffEqPRK
   2915.2 ms  ✓ OrdinaryDiffEqLinear
   4679.0 ms  ✓ OrdinaryDiffEqLowStorageRK
   1172.4 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   1152.3 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   4079.5 ms  ✓ OrdinaryDiffEqDifferentiation
   2879.5 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   2584.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   3143.9 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  15461.4 ms  ✓ OrdinaryDiffEqTsit5
   7096.2 ms  ✓ OrdinaryDiffEqExtrapolation
   6585.2 ms  ✓ OrdinaryDiffEqExponentialRK
   2144.2 ms  ✓ OrdinaryDiffEqNordsieck
  44970.5 ms  ✓ NonlinearSolveFirstOrder
  42468.5 ms  ✓ OrdinaryDiffEqVerner
  12570.7 ms  ✓ NonlinearSolve
   3623.0 ms  ✓ OrdinaryDiffEqNonlinearSolve
  29832.6 ms  ✓ OrdinaryDiffEqRosenbrock
   4602.6 ms  ✓ OrdinaryDiffEqIMEXMultistep
   4634.1 ms  ✓ OrdinaryDiffEqStabilizedIRK
   4941.0 ms  ✓ OrdinaryDiffEqPDIRK
   5772.0 ms  ✓ OrdinaryDiffEqSDIRK
  17644.0 ms  ✓ OrdinaryDiffEqFIRK
  17294.5 ms  ✓ OrdinaryDiffEqBDF
  24866.2 ms  ✓ OrdinaryDiffEqDefault
   3924.1 ms  ✓ OrdinaryDiffEq
  211 dependencies successfully precompiled in 185 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 751.85
	System time (seconds): 48.75
	Percent of CPU this job got: 289%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 4:36.14
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2707152
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 968
	Minor (reclaiming a frame) page faults: 17160056
	Voluntary context switches: 39803
	Involuntary context switches: 21229
	Swaps: 0
	File system inputs: 0
	File system outputs: 1630408
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
