nice: cannot set niceness: Permission denied
Precompiling packages...
    426.0 ms  ✓ CommonSolve
    428.7 ms  ✓ Reexport
    564.9 ms  ✓ ConstructionBase
    506.5 ms  ✓ StaticArraysCore
    597.7 ms  ✓ Statistics
   1357.9 ms  ✓ IrrationalConstants
    896.4 ms  ✓ SuiteSparse_jll
    490.0 ms  ✓ IfElse
    768.9 ms  ✓ EnzymeCore
    522.2 ms  ✓ ManualMemory
    433.5 ms  ✓ CommonWorldInvalidations
    860.1 ms  ✓ SciMLPublic
    440.7 ms  ✓ Future
    440.7 ms  ✓ FastPower
    447.8 ms  ✓ CompositionsBase
    527.1 ms  ✓ InverseFunctions
    469.7 ms  ✓ MuladdMacro
    488.4 ms  ✓ EnumX
    684.7 ms  ✓ OpenLibm_jll
   2183.4 ms  ✓ ExproniconLite
    478.5 ms  ✓ ExprTools
    476.0 ms  ✓ ConcreteStructs
   1089.1 ms  ✓ FillArrays
    695.8 ms  ✓ OrderedCollections
    789.1 ms  ✓ ADTypes
    795.6 ms  ✓ Serialization
    725.1 ms  ✓ DocStringExtensions
    543.6 ms  ✓ FastClosures
    519.6 ms  ✓ SIMDTypes
   5605.2 ms  ✓ MacroTools
    503.2 ms  ✓ IteratorInterfaceExtensions
    745.1 ms  ✓ Requires
    734.5 ms  ✓ CpuId
   1225.7 ms  ✓ GenericSchur
    546.7 ms  ✓ LoggingExtras
   1283.1 ms  ✓ InteractiveUtils
    640.2 ms  ✓ Compat
    544.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    542.0 ms  ✓ DiffResults
   3909.0 ms  ✓ FunctionWrappers
    991.5 ms  ✓ LazyArtifacts
    442.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    453.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    563.3 ms  ✓ NaNMath
   1283.3 ms  ✓ ThreadingUtilities
   2190.6 ms  ✓ Preferences
    582.4 ms  ✓ FillArrays → FillArraysStatisticsExt
    492.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    446.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1152.6 ms  ✓ DifferentiationInterface
   2073.9 ms  ✓ Jieko
    444.9 ms  ✓ RuntimeGeneratedFunctions
   1842.9 ms  ✓ DataStructures
    632.2 ms  ✓ CommonSubexpressions
    735.5 ms  ✓ LogExpFunctions
    535.2 ms  ✓ Compat → CompatLinearAlgebraExt
    608.1 ms  ✓ Adapt
   4005.4 ms  ✓ TimerOutputs
   2841.7 ms  ✓ Distributed
    525.6 ms  ✓ PrecompileTools
    566.8 ms  ✓ JLLWrappers
   1502.8 ms  ✓ Setfield
    627.8 ms  ✓ SciMLLogging
    412.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    573.7 ms  ✓ TruncatedStacktraces
    613.9 ms  ✓ GPUArraysCore
    644.0 ms  ✓ ArrayInterface
   2665.1 ms  ✓ Accessors
   4525.0 ms  ✓ SparseArrays
    467.5 ms  ✓ EnzymeCore → AdaptExt
    652.2 ms  ✓ OpenSpecFun_jll
   2010.5 ms  ✓ RecipesBase
   1135.3 ms  ✓ IntelOpenMP_jll
   1152.3 ms  ✓ oneTBB_jll
    424.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    609.9 ms  ✓ FastBroadcast
    442.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    422.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    849.6 ms  ✓ MaybeInplace
   4076.8 ms  ✓ FunctionWrappersWrappers
    749.8 ms  ✓ SciMLStructures
    595.9 ms  ✓ Accessors → LinearAlgebraExt
   1603.6 ms  ✓ PreallocationTools
    769.6 ms  ✓ Statistics → SparseArraysExt
    832.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
  10644.5 ms  ✓ Moshi
    661.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    627.0 ms  ✓ Adapt → AdaptSparseArraysExt
    725.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3051.0 ms  ✓ SpecialFunctions
   7895.9 ms  ✓ Krylov
   1453.3 ms  ✓ MKL_jll
  15558.3 ms  ✓ StaticArrays
    761.8 ms  ✓ FiniteDiff
    646.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1412.7 ms  ✓ SymbolicIndexingInterface
   2068.2 ms  ✓ SciMLOperators
    911.3 ms  ✓ DiffRules
    867.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    869.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    905.6 ms  ✓ FillArrays → FillArraysStaticArraysExt
    821.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    819.1 ms  ✓ Adapt → AdaptStaticArraysExt
  10228.4 ms  ✓ SparseMatrixColorings
    783.5 ms  ✓ Accessors → StaticArraysExt
    714.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    680.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    620.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1781.8 ms  ✓ FastGaussQuadrature
    586.3 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    773.3 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    914.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  24015.9 ms  ✓ Static
    755.9 ms  ✓ NLSolversBase
    482.9 ms  ✓ BitTwiddlingConvenienceFunctions
   1042.7 ms  ✓ CPUSummary
    606.9 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   4173.3 ms  ✓ ForwardDiff
   5062.0 ms  ✓ RecursiveArrayTools
    835.2 ms  ✓ LineSearches
    679.3 ms  ✓ PolyesterWeave
    739.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    548.4 ms  ✓ FastPower → FastPowerForwardDiffExt
    662.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    746.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    545.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1229.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    535.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    564.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   4951.1 ms  ✓ StaticArrayInterface
    511.4 ms  ✓ CloseOpenIntervals
    599.9 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    597.4 ms  ✓ LayoutPointers
    720.4 ms  ✓ StrideArraysCore
    596.7 ms  ✓ Polyester
    515.5 ms  ✓ FastBroadcast → FastBroadcastPolyesterExt
    702.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastPolyesterExt
   9274.9 ms  ✓ SciMLBase
    824.2 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1179.4 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2393.9 ms  ✓ SciMLJacobianOperators
  26567.0 ms  ✓ ExponentialUtilities
   1752.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   3870.3 ms  ✓ LineSearch
    725.0 ms  ✓ LineSearch → LineSearchLineSearchesExt
   5242.1 ms  ✓ NonlinearSolveBase
   1076.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1515.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1519.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
  10361.4 ms  ✓ LinearSolve
   3089.6 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   4334.2 ms  ✓ BracketingNonlinearSolve
   6418.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1464.5 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2116.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   5716.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1798.8 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   3277.1 ms  ✓ DiffEqBase
   1120.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   4388.7 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
  15375.6 ms  ✓ NonlinearSolveSpectralMethods
   1134.5 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3447.2 ms  ✓ OrdinaryDiffEqCore
   1620.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  14065.5 ms  ✓ SimpleNonlinearSolve
   2751.8 ms  ✓ OrdinaryDiffEqStabilizedRK
   1712.5 ms  ✓ OrdinaryDiffEqFunctionMap
   1883.0 ms  ✓ OrdinaryDiffEqQPRK
   2173.6 ms  ✓ OrdinaryDiffEqSymplecticRK
   2328.5 ms  ✓ OrdinaryDiffEqFeagin
   3412.1 ms  ✓ OrdinaryDiffEqLowOrderRK
   2596.1 ms  ✓ OrdinaryDiffEqRKN
   4132.1 ms  ✓ OrdinaryDiffEqSSPRK
   2471.4 ms  ✓ OrdinaryDiffEqHighOrderRK
   2338.5 ms  ✓ OrdinaryDiffEqExplicitRK
   2594.7 ms  ✓ OrdinaryDiffEqPRK
  32482.7 ms  ✓ NonlinearSolveQuasiNewton
   4965.5 ms  ✓ OrdinaryDiffEqLowStorageRK
