nice: cannot set niceness: Permission denied
Precompiling packages...
   1484.8 ms  ✓ UUIDs
   1659.7 ms  ✓ Logging
   1663.8 ms  ✓ nghttp2_jll
   1699.5 ms  ✓ OpenSSL_jll
   1669.1 ms  ✓ MozillaCACerts_jll
   1684.1 ms  ✓ Zlib_jll
   1757.7 ms  ✓ CompilerSupportLibraries_jll
   1790.6 ms  ✓ NetworkOptions
   1782.1 ms  ✓ Unicode
   1843.2 ms  ✓ Base64
    521.7 ms  ✓ LibSSH2_jll
    620.8 ms  ✓ p7zip_jll
    712.1 ms  ✓ Printf
    518.2 ms  ✓ LibGit2_jll
    525.4 ms  ✓ LibCURL_jll
   3374.2 ms  ✓ ArgTools
    770.9 ms  ✓ LibCURL
    643.3 ms  ✓ Tar
   3021.0 ms  ✓ Dates
   3065.6 ms  ✓ LibGit2
    438.8 ms  ✓ TOML
   3168.7 ms  ✓ Downloads
   9553.2 ms  ✓ StyledStrings
   1717.3 ms  ✓ JuliaSyntaxHighlighting
   3911.8 ms  ✓ Markdown
  48300.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 64 seconds
Precompiling packages...
   2155.1 ms  ✓ IteratorInterfaceExtensions
   2238.7 ms  ✓ Future
   2247.3 ms  ✓ ConcreteStructs
   2438.5 ms  ✓ MuladdMacro
   2449.1 ms  ✓ OpenLibm_jll
   2554.2 ms  ✓ ExprTools
   2919.7 ms  ✓ SuiteSparse_jll
   2946.6 ms  ✓ InverseFunctions
   3232.4 ms  ✓ Statistics
   3425.2 ms  ✓ CommonSolve
   3742.7 ms  ✓ ADTypes
   4750.2 ms  ✓ Serialization
   2888.3 ms  ✓ ManualMemory
   2593.5 ms  ✓ Reexport
   2495.9 ms  ✓ SIMDTypes
   2622.4 ms  ✓ EnumX
   5237.1 ms  ✓ FillArrays
   2590.9 ms  ✓ CompositionsBase
   2578.2 ms  ✓ FastPower
   3205.9 ms  ✓ DocStringExtensions
   4611.4 ms  ✓ Requires
   2564.1 ms  ✓ IfElse
   3613.0 ms  ✓ EnzymeCore
   2600.7 ms  ✓ CommonWorldInvalidations
   2967.0 ms  ✓ FastClosures
   3108.7 ms  ✓ StaticArraysCore
   3397.8 ms  ✓ SciMLPublic
   3232.8 ms  ✓ LoggingExtras
