nice: cannot set niceness: Permission denied
Precompiling packages...
   2012.4 ms  ✓ LazyArtifacts
   2021.8 ms  ✓ IteratorInterfaceExtensions
   2030.5 ms  ✓ ConcreteStructs
   1994.8 ms  ✓ CommonSolve
   2034.4 ms  ✓ OpenLibm_jll
   2225.9 ms  ✓ MuladdMacro
   2242.3 ms  ✓ ExprTools
   2299.8 ms  ✓ CompilerSupportLibraries_jll
   2521.9 ms  ✓ InverseFunctions
   2582.1 ms  ✓ SuiteSparse_jll
   3227.5 ms  ✓ ADTypes
   4082.1 ms  ✓ FunctionWrappers
   2008.3 ms  ✓ ManualMemory
   1701.6 ms  ✓ SIMDTypes
   1900.8 ms  ✓ Reexport
   2102.3 ms  ✓ EnumX
   4611.7 ms  ✓ FillArrays
   2606.8 ms  ✓ Compat
   2420.8 ms  ✓ Requires
   2898.5 ms  ✓ OrderedCollections
   5022.8 ms  ✓ GenericSchur
   3310.6 ms  ✓ Preferences
   3001.1 ms  ✓ DocStringExtensions
   2187.1 ms  ✓ CompositionsBase
   2107.3 ms  ✓ FastPower
   1910.7 ms  ✓ IfElse
   2087.8 ms  ✓ CommonWorldInvalidations
   2191.7 ms  ✓ FastClosures
   2402.3 ms  ✓ ConstructionBase
   2092.2 ms  ✓ SciMLPublic
   3189.2 ms  ✓ CpuId
   3277.1 ms  ✓ EnzymeCore
   2884.1 ms  ✓ LoggingExtras
   2494.1 ms  ✓ StaticArraysCore
   2696.3 ms  ✓ NaNMath
   2286.7 ms  ✓ RuntimeGeneratedFunctions
   8523.2 ms  ✓ ExproniconLite
   8600.5 ms  ✓ Distributed
   2407.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5505.5 ms  ✓ IrrationalConstants
   2116.9 ms  ✓ FunctionWrappersWrappers
   2312.2 ms  ✓ Compat → CompatLinearAlgebraExt
   2606.5 ms  ✓ Adapt
   2381.7 ms  ✓ JLLWrappers
   1919.9 ms  ✓ PrecompileTools
   2004.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2404.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4004.0 ms  ✓ ThreadingUtilities
   2492.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2700.4 ms  ✓ SciMLLogging
   2299.8 ms  ✓ DiffResults
   9909.9 ms  ✓ MacroTools
   4913.2 ms  ✓ DifferentiationInterface
   2413.3 ms  ✓ EnzymeCore → AdaptExt
   2885.8 ms  ✓ GPUArraysCore
   2301.5 ms  ✓ IntelOpenMP_jll
   3394.6 ms  ✓ ArrayInterface
   2401.7 ms  ✓ OpenSpecFun_jll
   2704.7 ms  ✓ oneTBB_jll
   3898.9 ms  ✓ LogExpFunctions
   2183.8 ms  ✓ TruncatedStacktraces
   8002.7 ms  ✓ TimerOutputs
   2192.3 ms  ✓ CommonSubexpressions
   5511.3 ms  ✓ ChainRulesCore
   1899.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1917.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2006.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8511.0 ms  ✓ DataStructures
   2911.8 ms  ✓ SciMLStructures
   3381.0 ms  ✓ MaybeInplace
   3882.5 ms  ✓ Static
   7804.8 ms  ✓ Jieko
   2202.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6204.2 ms  ✓ RecipesBase
   2212.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2707.4 ms  ✓ MKL_jll
   5125.4 ms  ✓ Setfield
   2292.8 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1909.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1783.4 ms  ✓ BitTwiddlingConvenienceFunctions
   2322.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   4216.0 ms  ✓ PreallocationTools
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2559624] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2c81c4b0->0x7c6b259d14e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  13395.1 ms  ✓ SparseArrays
   1988.6 ms  ✓ FiniteDiff
   2935.3 ms  ✓ CPUSummary
   7916.1 ms  ✓ Accessors
   4318.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   4386.2 ms  ✓ StaticArrayInterface
   2404.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2530.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2708.7 ms  ✓ Statistics
   2792.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2417.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2788.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1905.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1423.3 ms  ✓ PolyesterWeave
   1593.5 ms  ✓ Accessors → LinearAlgebraExt
   1340.6 ms  ✓ CloseOpenIntervals
   1508.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   1599.2 ms  ✓ LayoutPointers
   9380.7 ms  ✓ SpecialFunctions
   1484.6 ms  ✓ StrideArraysCore
   2307.7 ms  ✓ SymbolicIndexingInterface
   1218.6 ms  ✓ DiffRules
   1220.7 ms  ✓ Polyester
   3284.8 ms  ✓ SciMLOperators
   1310.4 ms  ✓ FastBroadcast
   3337.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1406.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1508.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  22283.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  19545.4 ms  ✓ StaticArrays
FiniteDiffSparseArraysExt Waiting for background task / IO / timer.
[pid 2560635] waiting for IO to finish:
 Handle type        uv_handle_t->data
