nice: cannot set niceness: Permission denied
Precompiling packages...
   1997.0 ms  ✓ CommonSolve
   2033.5 ms  ✓ LazyArtifacts
   2034.7 ms  ✓ IteratorInterfaceExtensions
   2038.8 ms  ✓ MuladdMacro
   2114.3 ms  ✓ OpenLibm_jll
   2124.9 ms  ✓ ConcreteStructs
   2108.3 ms  ✓ CompilerSupportLibraries_jll
   2218.4 ms  ✓ ExprTools
   2318.6 ms  ✓ TestEnv
   2581.4 ms  ✓ InverseFunctions
   3227.7 ms  ✓ ADTypes
   3979.3 ms  ✓ FunctionWrappers
   2003.9 ms  ✓ ManualMemory
   2101.8 ms  ✓ SuiteSparse_jll
   1610.1 ms  ✓ Reexport
   1912.8 ms  ✓ EnumX
   2273.9 ms  ✓ NaNMath
   2404.4 ms  ✓ Requires
   4730.3 ms  ✓ FillArrays
   2705.1 ms  ✓ OrderedCollections
   4989.2 ms  ✓ GenericSchur
   1779.4 ms  ✓ SIMDTypes
   3285.0 ms  ✓ Preferences
   1893.0 ms  ✓ CompositionsBase
   1997.2 ms  ✓ FastPower
   2499.2 ms  ✓ DocStringExtensions
   1799.8 ms  ✓ IfElse
   1604.9 ms  ✓ CommonWorldInvalidations
   1926.0 ms  ✓ FastClosures
   2374.9 ms  ✓ ConstructionBase
   2980.8 ms  ✓ CpuId
   1820.3 ms  ✓ SciMLPublic
   2912.4 ms  ✓ EnzymeCore
   2313.6 ms  ✓ LoggingExtras
   8131.2 ms  ✓ ExproniconLite
   2179.4 ms  ✓ StaticArraysCore
   2199.7 ms  ✓ RuntimeGeneratedFunctions
   2190.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1823.4 ms  ✓ FunctionWrappersWrappers
   2895.8 ms  ✓ Compat
   5907.7 ms  ✓ IrrationalConstants
   2710.5 ms  ✓ Adapt
   2276.0 ms  ✓ JLLWrappers
   8498.0 ms  ✓ Distributed
   2088.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2026.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2994.2 ms  ✓ PrecompileTools
   2301.1 ms  ✓ SciMLLogging
   4119.3 ms  ✓ ThreadingUtilities
   4967.3 ms  ✓ DifferentiationInterface
  10079.9 ms  ✓ MacroTools
   2117.7 ms  ✓ DiffResults
   2181.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2106.0 ms  ✓ EnzymeCore → AdaptExt
   2601.1 ms  ✓ GPUArraysCore
   3298.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2602.4 ms  ✓ IntelOpenMP_jll
   3394.6 ms  ✓ ArrayInterface
  14530.4 ms  ✓ Test
   2619.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8384.6 ms  ✓ TimerOutputs
   3702.8 ms  ✓ oneTBB_jll
   7883.7 ms  ✓ DataStructures
   4700.2 ms  ✓ LogExpFunctions
   2003.8 ms  ✓ TruncatedStacktraces
   3525.8 ms  ✓ OpenSpecFun_jll
   2418.8 ms  ✓ CommonSubexpressions
   2180.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2109.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4027.4 ms  ✓ Static
   8319.8 ms  ✓ Jieko
   2297.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3003.6 ms  ✓ MaybeInplace
   2888.8 ms  ✓ SciMLStructures
   2983.1 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   3795.8 ms  ✓ PreallocationTools
   2421.7 ms  ✓ MKL_jll
   1779.8 ms  ✓ BitTwiddlingConvenienceFunctions
   1998.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   5405.6 ms  ✓ Setfield
