nice: cannot set niceness: Permission denied
Precompiling packages...
   2086.7 ms  ✓ CommonSolve
   2122.1 ms  ✓ OpenLibm_jll
   2125.9 ms  ✓ ConcreteStructs
   2130.0 ms  ✓ Reexport
   2134.8 ms  ✓ DataValueInterfaces
   2212.5 ms  ✓ LaTeXStrings
   2285.8 ms  ✓ ExprTools
   2323.3 ms  ✓ EnumX
   2507.4 ms  ✓ InverseFunctions
   2488.8 ms  ✓ ConstructionBase
   3284.7 ms  ✓ Compat
   3137.8 ms  ✓ OrderedCollections
   3217.1 ms  ✓ DocStringExtensions
   3412.4 ms  ✓ EnzymeCore
   3818.3 ms  ✓ FunctionWrappers
   1695.8 ms  ✓ IteratorInterfaceExtensions
   1704.1 ms  ✓ LazyArtifacts
   2099.9 ms  ✓ CompilerSupportLibraries_jll
   2019.3 ms  ✓ FastClosures
   2284.7 ms  ✓ Adapt
   1914.6 ms  ✓ CompositionsBase
   2390.1 ms  ✓ NaNMath
   2505.2 ms  ✓ SuiteSparse_jll
   2386.7 ms  ✓ LoggingExtras
   5801.0 ms  ✓ IrrationalConstants
   2001.7 ms  ✓ StaticArraysCore
   2108.4 ms  ✓ SciMLPublic
   1701.2 ms  ✓ FastPower
   1907.8 ms  ✓ BinaryHeaps
   2812.8 ms  ✓ ADTypes
   1807.3 ms  ✓ DataAPI
   3203.2 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2381.9 ms  ✓ RuntimeGeneratedFunctions
   2500.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2275.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1789.4 ms  ✓ TableTraits
   3379.8 ms  ✓ Preferences
   2193.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2021.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5991.6 ms  ✓ Crayons
   2396.5 ms  ✓ EnzymeCore → AdaptExt
   2470.5 ms  ✓ GPUArraysCore
   2701.4 ms  ✓ LogExpFunctions
   2002.7 ms  ✓ DiffResults
   2620.2 ms  ✓ ArrayInterface
   1829.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1611.6 ms  ✓ PrecompileTools
   2304.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   7578.7 ms  ✓ Distributed
   2073.0 ms  ✓ JLLWrappers
   2487.5 ms  ✓ SciMLLogging
   1723.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2177.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1994.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3312.3 ms  ✓ Tables
   2400.5 ms  ✓ FastBroadcast
   4571.9 ms  ✓ DifferentiationInterface
   9009.3 ms  ✓ MacroTools
   2885.4 ms  ✓ FunctionWrappersWrappers
   2730.7 ms  ✓ SciMLStructures
   3209.2 ms  ✓ MuladdMacro
   2106.3 ms  ✓ OpenSpecFun_jll
   2188.5 ms  ✓ IntelOpenMP_jll
   2502.1 ms  ✓ oneTBB_jll
   1837.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1706.8 ms  ✓ CommonSubexpressions
   1792.5 ms  ✓ TruncatedStacktraces
   1667.8 ms  ✓ RespecializeParams
   4419.6 ms  ✓ PreallocationTools
   2305.3 ms  ✓ MaybeInplace
   1515.0 ms  ✓ MKL_jll
   5215.7 ms  ✓ RecipesBase
    734.6 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   2887.9 ms  ✓ Setfield
   6430.4 ms  ✓ FindFirstFunctions
   1007.1 ms  ✓ FiniteDiff
  10282.3 ms  ✓ SparseArrays
   4899.6 ms  ✓ Accessors
   8814.7 ms  ✓ StringManipulation
   2281.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2213.6 ms  ✓ Adapt → AdaptSparseArraysExt
   1886.6 ms  ✓ Accessors → LinearAlgebraExt
   2609.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2614.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2602.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2620.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2769.2 ms  ✓ Statistics
   2772.7 ms  ✓ AMD
   6617.4 ms  ✓ SpecialFunctions
    903.4 ms  ✓ DiffRules
   1908.3 ms  ✓ SymbolicIndexingInterface
   2617.7 ms  ✓ SciMLOperators
    979.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4892.3 ms  ✓ ForwardDiff
   7100.3 ms  ✓ RecursiveArrayTools
   3999.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   4986.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   2799.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3197.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  15686.6 ms  ✓ SparseMatrixColorings
   6816.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4341.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsTablesExt
   4760.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   5004.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  17273.8 ms  ✓ Krylov
   2502.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  20485.1 ms  ✓ SparseColumnPivotedQR
    410.4 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
  10498.9 ms  ✓ SciMLBase
   3386.4 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   4761.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
  11800.7 ms  ✓ SciMLJacobianOperators
  45072.5 ms  ✓ PrettyTables
  46998.5 ms  ✓ PureKLU
    534.6 ms  ✓ SymbolicIndexingInterface → SymbolicIndexingInterfacePrettyTablesExt
    554.0 ms  ✓ PureKLU → PureKLUForwardDiffExt
   6189.0 ms  ✓ LineSearch
   2925.5 ms  ✓ TimerOutputs
   4800.3 ms  ✓ NonlinearSolveBase
   1018.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1038.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1067.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  12765.6 ms  ✓ LinearSolve
   4248.5 ms  ✓ BracketingNonlinearSolve
   6652.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1921.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1806.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2033.5 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2780.7 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   4108.2 ms  ✓ DiffEqBase
   2455.5 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
  10905.0 ms  ✓ NonlinearSolveSpectralMethods
   1473.2 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   6035.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4756.7 ms  ✓ OrdinaryDiffEqCore
  10840.1 ms  ✓ SimpleNonlinearSolve
   1655.1 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
   3017.3 ms  ✓ OrdinaryDiffEqDifferentiation
   1619.8 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  22221.7 ms  ✓ NonlinearSolveQuasiNewton
   2366.1 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  15818.9 ms  ✓ OrdinaryDiffEqTsit5
  48169.4 ms  ✓ NonlinearSolveFirstOrder
  40343.0 ms  ✓ OrdinaryDiffEqVerner
  61149.3 ms  ✓ OrdinaryDiffEqRosenbrock
  47562.2 ms  ✓ NonlinearSolve
   2793.8 ms  ✓ OrdinaryDiffEqNonlinearSolve
  36149.4 ms  ✓ OrdinaryDiffEqSDIRK
  16303.6 ms  ✓ OrdinaryDiffEqBDF
  82609.1 ms  ✓ OrdinaryDiffEqDefault
   3199.1 ms  ✓ OrdinaryDiffEq
  151 dependencies successfully precompiled in 316 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1038.46
	System time (seconds): 39.77
	Percent of CPU this job got: 339%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 5:17.55
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 3391484
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 714
	Minor (reclaiming a frame) page faults: 11629745
	Voluntary context switches: 192066
	Involuntary context switches: 110086
	Swaps: 0
	File system inputs: 1616
	File system outputs: 2154864
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
