Precompiling Pkg...
    929.6 ms  ✓ Logging
    928.1 ms  ✓ MozillaCACerts_jll
   1035.3 ms  ✓ Unicode
   1043.9 ms  ✓ UUIDs
   1157.2 ms  ✓ NetworkOptions
   1130.9 ms  ✓ MbedTLS_jll
   1157.9 ms  ✓ Zlib_jll
   1162.4 ms  ✓ nghttp2_jll
   1227.7 ms  ✓ Base64
   1235.2 ms  ✓ p7zip_jll
    354.0 ms  ✓ LibSSH2_jll
    484.1 ms  ✓ Printf
    366.7 ms  ✓ LibGit2_jll
    365.6 ms  ✓ LibCURL_jll
   2089.3 ms  ✓ ArgTools
    605.5 ms  ✓ LibCURL
    568.8 ms  ✓ Tar
   2439.4 ms  ✓ Dates
   2839.7 ms  ✓ Markdown
   2404.0 ms  ✓ LibGit2
    410.9 ms  ✓ TOML
   2887.0 ms  ✓ Downloads
  39059.6 ms  ✓ Pkg
  23 dependencies successfully precompiled in 45 seconds
Precompiling project...
   1760.9 ms  ✓ SimpleUnPack
   1762.6 ms  ✓ ConcreteStructs
   1767.2 ms  ✓ MuladdMacro
   1948.6 ms  ✓ Future
   1950.0 ms  ✓ IteratorInterfaceExtensions
   1952.9 ms  ✓ UnPack
   1960.6 ms  ✓ ExprTools
   2250.7 ms  ✓ InverseFunctions
   2351.9 ms  ✓ OpenLibm_jll
   2446.6 ms  ✓ LaTeXStrings
   3130.5 ms  ✓ Serialization
   3147.0 ms  ✓ ADTypes
   3131.1 ms  ✓ Statistics
   3552.3 ms  ✓ FunctionWrappers
   1812.2 ms  ✓ CommonSolve
   2012.9 ms  ✓ ManualMemory
   1878.4 ms  ✓ DataValueInterfaces
   2383.0 ms  ✓ SuiteSparse_jll
   2411.6 ms  ✓ CompilerSupportLibraries_jll
   1726.6 ms  ✓ Reexport
   2489.4 ms  ✓ Requires
   2101.0 ms  ✓ EnumX
   4458.1 ms  ✓ FillArrays
   2806.5 ms  ✓ OrderedCollections
   2017.1 ms  ✓ SIMDTypes
   1902.6 ms  ✓ CompositionsBase
   1883.0 ms  ✓ FastPower
   2102.1 ms  ✓ DataAPI
   2197.3 ms  ✓ ConstructionBase
   3204.7 ms  ✓ DocStringExtensions
   2209.1 ms  ✓ IfElse
   1889.1 ms  ✓ FastClosures
   2388.5 ms  ✓ EnzymeCore
   2194.5 ms  ✓ CommonWorldInvalidations
   1819.3 ms  ✓ StaticArraysCore
   7846.0 ms  ✓ ExproniconLite
   2811.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   5297.1 ms  ✓ IrrationalConstants
   2101.5 ms  ✓ TableTraits
   2295.0 ms  ✓ NaNMath
   2471.4 ms  ✓ RuntimeGeneratedFunctions
   2712.8 ms  ✓ Compat
   3620.1 ms  ✓ CpuId
   2994.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4693.7 ms  ✓ GenericSchur
   5202.2 ms  ✓ Crayons
   2297.5 ms  ✓ FunctionWrappersWrappers
   2272.5 ms  ✓ Parameters
   5013.4 ms  ✓ LazyArtifacts
   2084.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   6500.6 ms  ✓ InteractiveUtils
   2082.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3104.6 ms  ✓ Adapt
   2801.9 ms  ✓ FillArrays → FillArraysStatisticsExt
  10292.6 ms  ✓ MacroTools
   5109.9 ms  ✓ DifferentiationInterface
   2480.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4712.0 ms  ✓ ThreadingUtilities
   3897.8 ms  ✓ Preferences
   2121.4 ms  ✓ DiffResults
   2102.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2877.8 ms  ✓ ArrayInterface
   3302.1 ms  ✓ LogExpFunctions
