nice: cannot set niceness: Permission denied
Precompiling packages...
    401.2 ms  ✓ CommonSolve
    404.1 ms  ✓ Reexport
    551.0 ms  ✓ ConstructionBase
    508.7 ms  ✓ StaticArraysCore
    611.1 ms  ✓ Statistics
   1352.9 ms  ✓ IrrationalConstants
    899.3 ms  ✓ SuiteSparse_jll
    469.8 ms  ✓ IfElse
    773.8 ms  ✓ EnzymeCore
    515.8 ms  ✓ ManualMemory
    439.9 ms  ✓ CommonWorldInvalidations
    418.9 ms  ✓ Future
    908.7 ms  ✓ SciMLPublic
    447.9 ms  ✓ FastPower
    446.6 ms  ✓ CompositionsBase
    517.5 ms  ✓ InverseFunctions
    447.4 ms  ✓ MuladdMacro
    468.3 ms  ✓ EnumX
    499.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2289.6 ms  ✓ ExproniconLite
    544.2 ms  ✓ ExprTools
    514.9 ms  ✓ ConcreteStructs
   1254.3 ms  ✓ FillArrays
    779.3 ms  ✓ OrderedCollections
    836.8 ms  ✓ ADTypes
   4814.6 ms  ✓ MacroTools
    773.8 ms  ✓ Serialization
    453.9 ms  ✓ FastClosures
    643.3 ms  ✓ DocStringExtensions
    449.5 ms  ✓ SIMDTypes
    431.0 ms  ✓ IteratorInterfaceExtensions
    735.5 ms  ✓ Requires
    740.4 ms  ✓ CpuId
   1197.4 ms  ✓ GenericSchur
    584.2 ms  ✓ LoggingExtras
    650.3 ms  ✓ Compat
   1477.2 ms  ✓ InteractiveUtils
   3205.3 ms  ✓ FunctionWrappers
    457.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    465.4 ms  ✓ DiffResults
    979.6 ms  ✓ LazyArtifacts
    650.1 ms  ✓ OpenLibm_jll
    434.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1773.3 ms  ✓ Preferences
   1232.9 ms  ✓ ThreadingUtilities
    526.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    411.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    412.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1126.5 ms  ✓ DifferentiationInterface
   2022.1 ms  ✓ Jieko
    649.2 ms  ✓ CommonSubexpressions
   1835.7 ms  ✓ DataStructures
    460.9 ms  ✓ RuntimeGeneratedFunctions
    664.0 ms  ✓ LogExpFunctions
    510.9 ms  ✓ Adapt
    534.9 ms  ✓ Compat → CompatLinearAlgebraExt
    519.2 ms  ✓ FunctionWrappersWrappers
   4096.6 ms  ✓ TimerOutputs
    663.6 ms  ✓ NaNMath
   2516.4 ms  ✓ Distributed
    489.1 ms  ✓ PrecompileTools
    557.9 ms  ✓ JLLWrappers
   1734.4 ms  ✓ Setfield
    628.4 ms  ✓ SciMLLogging
    577.8 ms  ✓ TruncatedStacktraces
    446.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4183.4 ms  ✓ SparseArrays
    613.1 ms  ✓ ArrayInterface
    577.5 ms  ✓ GPUArraysCore
    448.0 ms  ✓ EnzymeCore → AdaptExt
   2630.9 ms  ✓ Accessors
   1427.2 ms  ✓ ChainRulesCore
    681.4 ms  ✓ OpenSpecFun_jll
   2029.4 ms  ✓ RecipesBase
   1128.5 ms  ✓ IntelOpenMP_jll
   1145.5 ms  ✓ oneTBB_jll
    577.8 ms  ✓ Statistics → SparseArraysExt
    672.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
    601.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    569.4 ms  ✓ Adapt → AdaptSparseArraysExt
  10242.5 ms  ✓ Moshi
    502.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7105.4 ms  ✓ Krylov
    906.8 ms  ✓ MaybeInplace
