nice: cannot set niceness: Permission denied
Precompiling packages...
    666.5 ms  ✓ CommonSolve
    854.7 ms  ✓ Reexport
   1180.4 ms  ✓ ConstructionBase
   1109.9 ms  ✓ Statistics
    988.4 ms  ✓ StaticArraysCore
   2486.2 ms  ✓ IrrationalConstants
    670.5 ms  ✓ IfElse
   1782.0 ms  ✓ SuiteSparse_jll
   1443.1 ms  ✓ EnzymeCore
   1027.1 ms  ✓ ManualMemory
   1443.3 ms  ✓ SciMLPublic
    774.8 ms  ✓ CommonWorldInvalidations
    745.4 ms  ✓ Future
    761.4 ms  ✓ InverseFunctions
    853.9 ms  ✓ FastPower
    888.9 ms  ✓ CompositionsBase
    738.9 ms  ✓ EnumX
    943.0 ms  ✓ MuladdMacro
    896.0 ms  ✓ OpenLibm_jll
    614.8 ms  ✓ ExprTools
    600.0 ms  ✓ ConcreteStructs
   3931.2 ms  ✓ ExproniconLite
   1814.5 ms  ✓ FillArrays
   1304.4 ms  ✓ OrderedCollections
   1178.7 ms  ✓ ADTypes
   8672.3 ms  ✓ MacroTools
   1283.0 ms  ✓ DocStringExtensions
   1593.5 ms  ✓ Serialization
    978.0 ms  ✓ FastClosures
    789.2 ms  ✓ SIMDTypes
    928.3 ms  ✓ IteratorInterfaceExtensions
   1381.9 ms  ✓ Requires
   1221.4 ms  ✓ CpuId
   1823.1 ms  ✓ GenericSchur
   1023.3 ms  ✓ LoggingExtras
    931.3 ms  ✓ Compat
   2448.0 ms  ✓ InteractiveUtils
   1121.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1614.3 ms  ✓ LazyArtifacts
    924.4 ms  ✓ DiffResults
   7077.9 ms  ✓ FunctionWrappers
    702.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    708.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3442.9 ms  ✓ Preferences
    893.9 ms  ✓ NaNMath
   2215.4 ms  ✓ ThreadingUtilities
   1211.1 ms  ✓ FillArrays → FillArraysStatisticsExt
    807.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    687.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2985.1 ms  ✓ Jieko
    876.6 ms  ✓ CommonSubexpressions
   2795.3 ms  ✓ DataStructures
   2326.0 ms  ✓ DifferentiationInterface
    982.7 ms  ✓ LogExpFunctions
    624.7 ms  ✓ RuntimeGeneratedFunctions
    841.2 ms  ✓ Adapt
    803.0 ms  ✓ Compat → CompatLinearAlgebraExt
    618.5 ms  ✓ FunctionWrappersWrappers
   7383.1 ms  ✓ TimerOutputs
   4368.6 ms  ✓ Distributed
    750.9 ms  ✓ PrecompileTools
   3380.5 ms  ✓ Setfield
    931.1 ms  ✓ JLLWrappers
    902.0 ms  ✓ SciMLLogging
   1094.3 ms  ✓ TruncatedStacktraces
    765.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6808.9 ms  ✓ SparseArrays
   1259.7 ms  ✓ ArrayInterface
   1020.5 ms  ✓ GPUArraysCore
   4836.2 ms  ✓ Accessors
    771.8 ms  ✓ EnzymeCore → AdaptExt
   2125.5 ms  ✓ ChainRulesCore
   1162.0 ms  ✓ OpenSpecFun_jll
   3140.4 ms  ✓ RecipesBase
   1675.8 ms  ✓ IntelOpenMP_jll
   1770.6 ms  ✓ oneTBB_jll
    825.4 ms  ✓ Statistics → SparseArraysExt
   1113.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    948.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    979.4 ms  ✓ Adapt → AdaptSparseArraysExt
  16494.7 ms  ✓ Moshi
    808.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
  10996.9 ms  ✓ Krylov
   1179.4 ms  ✓ MaybeInplace
    989.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1069.0 ms  ✓ SciMLStructures
    719.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    879.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2614.3 ms  ✓ PreallocationTools
    904.1 ms  ✓ Accessors → LinearAlgebraExt
   1336.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1005.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    885.2 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    885.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1006.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  23954.6 ms  ✓ StaticArrays
   2648.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  15533.6 ms  ✓ SparseMatrixColorings
    872.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1108.2 ms  ✓ FiniteDiff
   2362.2 ms  ✓ MKL_jll
   4452.9 ms  ✓ SpecialFunctions
   2492.3 ms  ✓ SciMLOperators
   1737.9 ms  ✓ SymbolicIndexingInterface
   1082.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1146.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   1203.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   1260.9 ms  ✓ FillArrays → FillArraysStaticArraysExt
    935.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   1034.3 ms  ✓ Adapt → AdaptStaticArraysExt
   1020.8 ms  ✓ Accessors → StaticArraysExt
   1118.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    990.5 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   1180.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    899.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1088.6 ms  ✓ DiffRules
   2516.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    921.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2654.0 ms  ✓ FastGaussQuadrature
    917.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1262.1 ms  ✓ NLSolversBase
   1163.6 ms  ✓ LineSearches
  39058.7 ms  ✓ Static
    932.4 ms  ✓ BitTwiddlingConvenienceFunctions
   5683.1 ms  ✓ ForwardDiff
   7085.0 ms  ✓ RecursiveArrayTools
   1773.2 ms  ✓ CPUSummary
   1294.8 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    805.0 ms  ✓ FastPower → FastPowerForwardDiffExt
   1031.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    787.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1267.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2050.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    852.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    981.3 ms  ✓ PolyesterWeave
  12772.0 ms  ✓ SciMLBase
   1548.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1893.2 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
  18512.9 ms  ✓ StaticArrayInterface
   2633.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    806.6 ms  ✓ CloseOpenIntervals
   1180.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
    995.7 ms  ✓ LayoutPointers
   1076.9 ms  ✓ StrideArraysCore
   4208.5 ms  ✓ SciMLJacobianOperators
   1164.9 ms  ✓ Polyester
   1484.6 ms  ✓ FastBroadcast
   1268.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  41583.6 ms  ✓ ExponentialUtilities
   6695.4 ms  ✓ LineSearch
   2824.4 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   7683.1 ms  ✓ NonlinearSolveBase
   1004.8 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1295.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   1461.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   1661.4 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   1888.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   1919.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  16027.8 ms  ✓ LinearSolve
   2472.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   6029.3 ms  ✓ BracketingNonlinearSolve
   4356.2 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   1461.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   1276.3 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   3907.8 ms  ✓ DiffEqBase
   7866.7 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1995.4 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2055.4 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2100.8 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2716.4 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   6697.8 ms  ✓ OrdinaryDiffEqCore
   3046.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  23034.6 ms  ✓ NonlinearSolveSpectralMethods
   2113.7 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   1832.8 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   2910.9 ms  ✓ OrdinaryDiffEqFunctionMap
   4834.8 ms  ✓ OrdinaryDiffEqStabilizedRK
   3522.2 ms  ✓ OrdinaryDiffEqQPRK
  25513.2 ms  ✓ SimpleNonlinearSolve
   3792.1 ms  ✓ OrdinaryDiffEqSymplecticRK
   5365.0 ms  ✓ OrdinaryDiffEqLowOrderRK
   3425.0 ms  ✓ OrdinaryDiffEqFeagin
   4890.0 ms  ✓ OrdinaryDiffEqSSPRK
   4715.1 ms  ✓ OrdinaryDiffEqRKN
   4541.2 ms  ✓ OrdinaryDiffEqHighOrderRK
   4431.1 ms  ✓ OrdinaryDiffEqExplicitRK
  38133.9 ms  ✓ NonlinearSolveQuasiNewton
   3844.2 ms  ✓ OrdinaryDiffEqPRK
   5124.0 ms  ✓ OrdinaryDiffEqLowStorageRK
   4793.3 ms  ✓ OrdinaryDiffEqLinear
   2061.7 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   7624.1 ms  ✓ OrdinaryDiffEqDifferentiation
   4649.4 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   3792.7 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   5068.3 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  59123.2 ms  ✓ NonlinearSolveFirstOrder
  26460.3 ms  ✓ OrdinaryDiffEqTsit5
   8140.8 ms  ✓ OrdinaryDiffEqExtrapolation
   2738.1 ms  ✓ OrdinaryDiffEqNordsieck
   7308.2 ms  ✓ OrdinaryDiffEqExponentialRK
  60121.3 ms  ✓ OrdinaryDiffEqVerner
  18603.7 ms  ✓ NonlinearSolve
   4328.5 ms  ✓ OrdinaryDiffEqNonlinearSolve
   6654.2 ms  ✓ OrdinaryDiffEqIMEXMultistep
   6755.2 ms  ✓ OrdinaryDiffEqPDIRK
   6831.6 ms  ✓ OrdinaryDiffEqStabilizedIRK
   8452.3 ms  ✓ OrdinaryDiffEqSDIRK
  40460.7 ms  ✓ OrdinaryDiffEqRosenbrock
  21165.3 ms  ✓ OrdinaryDiffEqBDF
  24014.1 ms  ✓ OrdinaryDiffEqFIRK
  34125.5 ms  ✓ OrdinaryDiffEqDefault
   5043.8 ms  ✓ OrdinaryDiffEq
  212 dependencies successfully precompiled in 262 seconds. 27 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +alpha --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1102.84
	System time (seconds): 63.62
	Percent of CPU this job got: 292%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 6:38.75
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
