nice: cannot set niceness: Permission denied
Precompiling packages...
   2023.9 ms  ✓ LazyArtifacts
   2007.3 ms  ✓ CommonSolve
   2031.9 ms  ✓ IteratorInterfaceExtensions
   2049.5 ms  ✓ ConcreteStructs
   2126.6 ms  ✓ OpenLibm_jll
   2144.9 ms  ✓ MuladdMacro
   2308.1 ms  ✓ ExprTools
   2314.7 ms  ✓ CompilerSupportLibraries_jll
   2497.4 ms  ✓ InverseFunctions
   2505.3 ms  ✓ SuiteSparse_jll
   3306.0 ms  ✓ ADTypes
   3880.7 ms  ✓ FunctionWrappers
   2091.3 ms  ✓ ManualMemory
   1898.1 ms  ✓ Reexport
   1932.7 ms  ✓ EnumX
   1733.0 ms  ✓ SIMDTypes
   2197.9 ms  ✓ Requires
   4436.6 ms  ✓ FillArrays
   2698.9 ms  ✓ Compat
   2900.1 ms  ✓ OrderedCollections
   5218.3 ms  ✓ GenericSchur
   3375.0 ms  ✓ Preferences
   2872.5 ms  ✓ DocStringExtensions
   1998.7 ms  ✓ CompositionsBase
   1808.4 ms  ✓ FastPower
   1900.0 ms  ✓ IfElse
   1997.0 ms  ✓ FastClosures
   2398.2 ms  ✓ CommonWorldInvalidations
   2500.1 ms  ✓ ConstructionBase
   3008.3 ms  ✓ CpuId
   2204.2 ms  ✓ SciMLPublic
   3188.3 ms  ✓ EnzymeCore
   2416.8 ms  ✓ LoggingExtras
   2234.0 ms  ✓ StaticArraysCore
   2402.9 ms  ✓ JLLWrappers
   7816.9 ms  ✓ Distributed
   2502.2 ms  ✓ RuntimeGeneratedFunctions
   2389.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8638.1 ms  ✓ ExproniconLite
   5602.4 ms  ✓ IrrationalConstants
   2101.5 ms  ✓ FunctionWrappersWrappers
   1904.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2206.0 ms  ✓ Adapt
   2185.8 ms  ✓ PrecompileTools
   2283.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2305.1 ms  ✓ NaNMath
   1901.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1902.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2290.1 ms  ✓ DiffResults
   4276.3 ms  ✓ ThreadingUtilities
   4886.5 ms  ✓ DifferentiationInterface
   2821.6 ms  ✓ SciMLLogging
   2511.5 ms  ✓ IntelOpenMP_jll
  10217.8 ms  ✓ MacroTools
   2990.5 ms  ✓ oneTBB_jll
   2995.3 ms  ✓ OpenSpecFun_jll
   2587.7 ms  ✓ ArrayInterface
   3200.6 ms  ✓ LogExpFunctions
   1913.8 ms  ✓ EnzymeCore → AdaptExt
   7813.3 ms  ✓ TimerOutputs
   2894.2 ms  ✓ GPUArraysCore
   2444.4 ms  ✓ TruncatedStacktraces
   2420.9 ms  ✓ CommonSubexpressions
   7822.8 ms  ✓ DataStructures
   1587.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   5197.7 ms  ✓ ChainRulesCore
   3592.6 ms  ✓ Static
   2696.9 ms  ✓ MKL_jll
   3092.7 ms  ✓ MaybeInplace
   3007.8 ms  ✓ SciMLStructures
   1899.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2282.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7213.2 ms  ✓ Jieko
