nice: cannot set niceness: Permission denied
Precompiling packages...
   1506.4 ms  ✓ CommonSolve
   1647.1 ms  ✓ IteratorInterfaceExtensions
   1655.8 ms  ✓ ConcreteStructs
   1787.2 ms  ✓ MuladdMacro
   1732.5 ms  ✓ InverseFunctions
   1911.4 ms  ✓ OpenLibm_jll
   1922.4 ms  ✓ CompilerSupportLibraries_jll
   2210.6 ms  ✓ TestEnv
   2211.3 ms  ✓ LazyArtifacts
   2362.6 ms  ✓ ExprTools
   2748.4 ms  ✓ FunctionWrappers
   3324.9 ms  ✓ ADTypes
   1798.0 ms  ✓ ManualMemory
   1968.3 ms  ✓ SuiteSparse_jll
   1789.6 ms  ✓ EnumX
   3953.6 ms  ✓ GenericSchur
   2055.5 ms  ✓ Compat
   1759.8 ms  ✓ Reexport
   4124.2 ms  ✓ FillArrays
   1676.3 ms  ✓ SIMDTypes
   2491.1 ms  ✓ Preferences
   2511.1 ms  ✓ Requires
   1495.4 ms  ✓ CompositionsBase
   1106.1 ms  ✓ IfElse
   3246.3 ms  ✓ OrderedCollections
   2191.2 ms  ✓ DocStringExtensions
   1723.7 ms  ✓ FastPower
   1903.4 ms  ✓ FastClosures
   2063.8 ms  ✓ CommonWorldInvalidations
   2304.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2454.5 ms  ✓ ConstructionBase
   2695.0 ms  ✓ CpuId
   6812.7 ms  ✓ ExproniconLite
   1809.0 ms  ✓ SciMLPublic
   2517.6 ms  ✓ LoggingExtras
   2202.2 ms  ✓ NaNMath
   2584.6 ms  ✓ StaticArraysCore
   2631.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2194.0 ms  ✓ RuntimeGeneratedFunctions
   1874.0 ms  ✓ FunctionWrappersWrappers
   6518.0 ms  ✓ Distributed
   5637.6 ms  ✓ IrrationalConstants
   2586.3 ms  ✓ JLLWrappers
   2342.7 ms  ✓ PrecompileTools
   1705.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3183.9 ms  ✓ EnzymeCore
   2405.5 ms  ✓ Adapt
   2311.4 ms  ✓ SciMLLogging
   2211.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10137.3 ms  ✓ MacroTools
   3001.6 ms  ✓ DiffResults
   2672.2 ms  ✓ OpenSpecFun_jll
   6510.1 ms  ✓ DifferentiationInterface
   6405.8 ms  ✓ ThreadingUtilities
   3869.5 ms  ✓ IntelOpenMP_jll
   3516.3 ms  ✓ oneTBB_jll
   7514.4 ms  ✓ TimerOutputs
  13900.9 ms  ✓ Test
   1997.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   4745.1 ms  ✓ LogExpFunctions
   6594.5 ms  ✓ ChainRulesCore
   2013.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   7621.0 ms  ✓ DataStructures
   2605.4 ms  ✓ GPUArraysCore
   2080.4 ms  ✓ TruncatedStacktraces
   2124.0 ms  ✓ EnzymeCore → AdaptExt
   3146.3 ms  ✓ ArrayInterface
   4213.4 ms  ✓ Static
   2679.7 ms  ✓ CommonSubexpressions
   8663.3 ms  ✓ Jieko
   3007.5 ms  ✓ MKL_jll
   1976.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1912.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3000.5 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   2226.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2416.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7409.0 ms  ✓ RecipesBase
   1988.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2499.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1789.2 ms  ✓ BitTwiddlingConvenienceFunctions
   5874.7 ms  ✓ Setfield
   3891.8 ms  ✓ MaybeInplace
   2898.4 ms  ✓ SciMLStructures
   6498.2 ms  ✓ ReTestItems
  14316.6 ms  ✓ SparseArrays
   2197.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   5974.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   4031.1 ms  ✓ PreallocationTools
   3705.0 ms  ✓ CPUSummary
   2850.0 ms  ✓ FiniteDiff
   2589.1 ms  ✓ Adapt → AdaptSparseArraysExt
   9407.1 ms  ✓ Accessors
   2608.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2681.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2806.6 ms  ✓ Statistics
   5095.6 ms  ✓ StaticArrayInterface
   2210.3 ms  ✓ PolyesterWeave
   2616.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2090.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1653.0 ms  ✓ Accessors → LinearAlgebraExt
   1527.2 ms  ✓ CloseOpenIntervals
   1902.3 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1912.3 ms  ✓ LayoutPointers
  10328.7 ms  ✓ SpecialFunctions
   2389.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   1757.4 ms  ✓ Accessors → TestExt
   2100.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2199.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2076.3 ms  ✓ DiffRules
   2782.3 ms  ✓ StrideArraysCore
   3813.2 ms  ✓ SymbolicIndexingInterface
   4559.0 ms  ✓ SciMLOperators
   4464.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1901.4 ms  ✓ Polyester
   1295.1 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1903.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1409.2 ms  ✓ FastBroadcast
   4291.8 ms  ✓ RecursiveArrayTools
  23839.1 ms  ✓ StaticArrays
   3205.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   2492.7 ms  ✓ Adapt → AdaptStaticArraysExt
   2500.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2803.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3098.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3358.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3108.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  12092.7 ms  ✓ ForwardDiff
   3029.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3709.1 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   6381.1 ms  ✓ FastGaussQuadrature
   3692.9 ms  ✓ Accessors → StaticArraysExt
  20502.5 ms  ✓ SparseMatrixColorings
   1611.9 ms  ✓ FastPower → FastPowerForwardDiffExt
   1730.9 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   1906.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2019.4 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2301.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   1892.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  22710.1 ms  ✓ Krylov
   2280.0 ms  ✓ NLSolversBase
  25204.3 ms  ✓ Moshi
    812.3 ms  ✓ LineSearches
  17210.5 ms  ✓ ArrayLayouts
   8209.3 ms  ✓ SciMLBase
