nice: cannot set niceness: Permission denied
Precompiling packages...
   1838.8 ms  ✓ IteratorInterfaceExtensions
   1850.1 ms  ✓ LazyArtifacts
   1823.4 ms  ✓ CommonSolve
   1946.5 ms  ✓ MuladdMacro
   1950.4 ms  ✓ ConcreteStructs
   1950.2 ms  ✓ OpenLibm_jll
   2055.2 ms  ✓ ExprTools
   2174.8 ms  ✓ CompilerSupportLibraries_jll
   2245.5 ms  ✓ InverseFunctions
   2402.9 ms  ✓ SuiteSparse_jll
   3351.5 ms  ✓ ADTypes
   3736.4 ms  ✓ FunctionWrappers
   1995.3 ms  ✓ ManualMemory
   1742.1 ms  ✓ Reexport
   1797.8 ms  ✓ SIMDTypes
   2195.2 ms  ✓ Requires
   4225.2 ms  ✓ FillArrays
   2285.6 ms  ✓ EnumX
   2604.5 ms  ✓ Compat
   2885.1 ms  ✓ OrderedCollections
   3183.5 ms  ✓ Preferences
   5156.1 ms  ✓ GenericSchur
   1820.0 ms  ✓ CompositionsBase
   2996.9 ms  ✓ DocStringExtensions
   1882.2 ms  ✓ FastPower
   1691.1 ms  ✓ IfElse
   1602.0 ms  ✓ CommonWorldInvalidations
   2110.6 ms  ✓ ConstructionBase
   2195.8 ms  ✓ FastClosures
   2889.7 ms  ✓ CpuId
   2194.5 ms  ✓ SciMLPublic
   3277.9 ms  ✓ EnzymeCore
   2176.3 ms  ✓ StaticArraysCore
   7439.6 ms  ✓ ExproniconLite
   2704.1 ms  ✓ LoggingExtras
   7596.3 ms  ✓ Distributed
   2265.5 ms  ✓ NaNMath
   2186.3 ms  ✓ RuntimeGeneratedFunctions
   1897.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   5596.5 ms  ✓ IrrationalConstants
   2504.7 ms  ✓ FunctionWrappersWrappers
   2114.4 ms  ✓ Adapt
   1806.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2000.0 ms  ✓ JLLWrappers
   1897.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2208.9 ms  ✓ Compat → CompatLinearAlgebraExt
   2003.1 ms  ✓ DiffResults
   2213.8 ms  ✓ PrecompileTools
   4485.1 ms  ✓ ThreadingUtilities
   2210.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   5392.5 ms  ✓ DifferentiationInterface
   2599.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
