nice: cannot set niceness: Permission denied
Precompiling packages...
   1906.8 ms  ✓ IteratorInterfaceExtensions
   1914.5 ms  ✓ LazyArtifacts
   1893.5 ms  ✓ CommonSolve
   1992.1 ms  ✓ OpenLibm_jll
   2002.9 ms  ✓ MuladdMacro
   2015.5 ms  ✓ ConcreteStructs
   2168.2 ms  ✓ CompilerSupportLibraries_jll
   2216.1 ms  ✓ ExprTools
   2306.1 ms  ✓ InverseFunctions
   2466.3 ms  ✓ SuiteSparse_jll
   3100.8 ms  ✓ ADTypes
   1893.7 ms  ✓ ManualMemory
   4056.7 ms  ✓ FunctionWrappers
   1789.4 ms  ✓ Reexport
   1696.4 ms  ✓ SIMDTypes
   1906.2 ms  ✓ EnumX
   2191.8 ms  ✓ Requires
   2416.4 ms  ✓ Compat
   4798.4 ms  ✓ FillArrays
   2913.0 ms  ✓ OrderedCollections
   2612.1 ms  ✓ DocStringExtensions
   3308.7 ms  ✓ Preferences
   5402.0 ms  ✓ GenericSchur
   1794.0 ms  ✓ FastPower
   1963.8 ms  ✓ CompositionsBase
   1810.4 ms  ✓ IfElse
   1996.4 ms  ✓ CommonWorldInvalidations
   2384.1 ms  ✓ ConstructionBase
   1893.9 ms  ✓ FastClosures
   2001.6 ms  ✓ SciMLPublic
   3196.7 ms  ✓ EnzymeCore
   3208.6 ms  ✓ CpuId
   2213.0 ms  ✓ StaticArraysCore
   2898.9 ms  ✓ LoggingExtras
   2595.9 ms  ✓ NaNMath
   2193.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2417.9 ms  ✓ RuntimeGeneratedFunctions
   8212.1 ms  ✓ ExproniconLite
   8479.2 ms  ✓ Distributed
   5512.3 ms  ✓ IrrationalConstants
   2100.5 ms  ✓ FunctionWrappersWrappers
   2194.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2202.2 ms  ✓ Adapt
   2104.9 ms  ✓ PrecompileTools
   2005.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1977.4 ms  ✓ DiffResults
   2080.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2589.1 ms  ✓ JLLWrappers
   3993.2 ms  ✓ ThreadingUtilities
   2385.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2595.0 ms  ✓ SciMLLogging
   4921.3 ms  ✓ DifferentiationInterface
   9892.3 ms  ✓ MacroTools
   1881.2 ms  ✓ EnzymeCore → AdaptExt
   3065.2 ms  ✓ LogExpFunctions
   2996.6 ms  ✓ ArrayInterface
   2802.1 ms  ✓ GPUArraysCore
   2510.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2411.8 ms  ✓ IntelOpenMP_jll
   3602.5 ms  ✓ Static
   2296.6 ms  ✓ OpenSpecFun_jll
   2686.6 ms  ✓ oneTBB_jll
   8637.1 ms  ✓ TimerOutputs
   2834.8 ms  ✓ CommonSubexpressions
   3300.0 ms  ✓ TruncatedStacktraces
   2291.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1889.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8399.1 ms  ✓ DataStructures
   6599.9 ms  ✓ ChainRulesCore
   2387.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6904.9 ms  ✓ RecipesBase
   3012.7 ms  ✓ SciMLStructures
   3804.5 ms  ✓ MaybeInplace
   2194.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2232.6 ms  ✓ BitTwiddlingConvenienceFunctions
   8593.4 ms  ✓ Jieko
   5315.3 ms  ✓ Setfield
   2492.5 ms  ✓ MKL_jll
   1718.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1621.6 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1920.0 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   5004.8 ms  ✓ PreallocationTools
   3610.7 ms  ✓ CPUSummary
   1196.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  13612.0 ms  ✓ SparseArrays
   4516.9 ms  ✓ StaticArrayInterface
   2183.0 ms  ✓ FiniteDiff
   7597.0 ms  ✓ Accessors
   1994.4 ms  ✓ PolyesterWeave
   4692.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1797.0 ms  ✓ CloseOpenIntervals
   2415.2 ms  ✓ Adapt → AdaptSparseArraysExt
