nice: cannot set niceness: Permission denied
Precompiling packages...
   1976.0 ms  ✓ IteratorInterfaceExtensions
   1982.7 ms  ✓ LazyArtifacts
   1961.7 ms  ✓ CommonSolve
   2073.4 ms  ✓ ConcreteStructs
   2074.7 ms  ✓ MuladdMacro
   2069.9 ms  ✓ OpenLibm_jll
   2165.7 ms  ✓ ExprTools
   2239.1 ms  ✓ CompilerSupportLibraries_jll
   2381.4 ms  ✓ TestEnv
   2638.7 ms  ✓ InverseFunctions
   3274.6 ms  ✓ ADTypes
   3930.0 ms  ✓ FunctionWrappers
   2196.5 ms  ✓ SuiteSparse_jll
   2210.0 ms  ✓ ManualMemory
   1911.5 ms  ✓ EnumX
   1797.8 ms  ✓ Reexport
   2497.0 ms  ✓ Compat
   4667.6 ms  ✓ FillArrays
   2504.4 ms  ✓ Requires
   2710.7 ms  ✓ OrderedCollections
   1698.1 ms  ✓ SIMDTypes
   2998.9 ms  ✓ Preferences
   5246.9 ms  ✓ GenericSchur
   1892.2 ms  ✓ CompositionsBase
   1887.8 ms  ✓ FastPower
   2608.8 ms  ✓ DocStringExtensions
   1787.4 ms  ✓ IfElse
   1901.5 ms  ✓ CommonWorldInvalidations
   1998.4 ms  ✓ FastClosures
   1799.6 ms  ✓ SciMLPublic
   2299.7 ms  ✓ ConstructionBase
   2305.5 ms  ✓ LoggingExtras
   3017.1 ms  ✓ CpuId
   3112.5 ms  ✓ EnzymeCore
   8375.4 ms  ✓ ExproniconLite
   2281.5 ms  ✓ NaNMath
   2292.1 ms  ✓ StaticArraysCore
   2101.2 ms  ✓ RuntimeGeneratedFunctions
   2188.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2009.2 ms  ✓ FunctionWrappersWrappers
   2191.6 ms  ✓ Adapt
   8093.0 ms  ✓ Distributed
   2689.4 ms  ✓ Compat → CompatLinearAlgebraExt
   1896.2 ms  ✓ PrecompileTools
   1888.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   6596.7 ms  ✓ IrrationalConstants
   2425.2 ms  ✓ JLLWrappers
   2990.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   5107.9 ms  ✓ DifferentiationInterface
   4785.8 ms  ✓ ThreadingUtilities
   2202.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2396.6 ms  ✓ DiffResults
   2510.0 ms  ✓ ArrayInterface
   2603.9 ms  ✓ GPUArraysCore
  11180.3 ms  ✓ MacroTools
   4420.2 ms  ✓ SciMLLogging
   2981.9 ms  ✓ EnzymeCore → AdaptExt
  14480.4 ms  ✓ Test
   2391.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   8716.4 ms  ✓ TimerOutputs
   2411.2 ms  ✓ IntelOpenMP_jll
   2090.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3113.7 ms  ✓ LogExpFunctions
   2495.8 ms  ✓ OpenSpecFun_jll
   3609.0 ms  ✓ Static
   3481.0 ms  ✓ oneTBB_jll
   2316.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3425.6 ms  ✓ SciMLStructures
   2388.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2283.4 ms  ✓ TruncatedStacktraces
   2196.1 ms  ✓ CommonSubexpressions
   9295.4 ms  ✓ DataStructures
   7885.8 ms  ✓ Jieko
   7201.4 ms  ✓ ChainRulesCore
   3995.7 ms  ✓ PreallocationTools
   6892.6 ms  ✓ RecipesBase
   2183.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3686.3 ms  ✓ MaybeInplace
   2386.4 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1918.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2301.7 ms  ✓ MKL_jll
   1798.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1587.4 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   5080.9 ms  ✓ Setfield
  14198.2 ms  ✓ SparseArrays
   3603.8 ms  ✓ CPUSummary
   5014.2 ms  ✓ ReTestItems
   4504.3 ms  ✓ StaticArrayInterface
   2079.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2719.0 ms  ✓ FiniteDiff
   2505.5 ms  ✓ Adapt → AdaptSparseArraysExt
   2393.3 ms  ✓ PolyesterWeave
   2773.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   8417.7 ms  ✓ Accessors
   2889.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3081.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   5001.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3101.3 ms  ✓ Statistics
   2392.9 ms  ✓ CloseOpenIntervals
   2220.5 ms  ✓ LayoutPointers
   1507.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1091.0 ms  ✓ Accessors → LinearAlgebraExt
   1402.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1414.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1321.9 ms  ✓ Accessors → TestExt
   1486.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2187.5 ms  ✓ StrideArraysCore
   9293.5 ms  ✓ SpecialFunctions
   1785.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1128.9 ms  ✓ Polyester
   2880.5 ms  ✓ SymbolicIndexingInterface
   1441.1 ms  ✓ DiffRules
   3620.8 ms  ✓ SciMLOperators
   1466.3 ms  ✓ FastBroadcast
   1292.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3423.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1662.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3232.7 ms  ✓ RecursiveArrayTools
  21502.3 ms  ✓ StaticArrays
   3700.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  15411.1 ms  ✓ SparseMatrixColorings
   3396.4 ms  ✓ Adapt → AdaptStaticArraysExt
   8762.3 ms  ✓ ForwardDiff
   3524.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3834.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3969.5 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   4803.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3902.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2328.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   2901.6 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3563.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3316.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3399.0 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3608.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   7234.0 ms  ✓ FastGaussQuadrature
   3867.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   3430.5 ms  ✓ Accessors → StaticArraysExt
