Precompiling Pkg...
    874.7 ms  ✓ Logging
    974.8 ms  ✓ Zlib_jll
   1064.2 ms  ✓ MbedTLS_jll
   1066.0 ms  ✓ p7zip_jll
   1069.9 ms  ✓ MozillaCACerts_jll
   1075.4 ms  ✓ UUIDs
   1141.9 ms  ✓ Unicode
   1188.2 ms  ✓ NetworkOptions
   1154.6 ms  ✓ nghttp2_jll
   1211.4 ms  ✓ Base64
    380.7 ms  ✓ LibSSH2_jll
    417.7 ms  ✓ Printf
    419.6 ms  ✓ LibCURL_jll
    422.8 ms  ✓ LibGit2_jll
   2005.1 ms  ✓ ArgTools
    571.2 ms  ✓ LibCURL
    565.1 ms  ✓ Tar
   2391.8 ms  ✓ Dates
   2828.3 ms  ✓ Markdown
   2343.3 ms  ✓ LibGit2
    374.0 ms  ✓ TOML
   2807.9 ms  ✓ Downloads
  38255.9 ms  ✓ Pkg
  23 dependencies successfully precompiled in 44 seconds
Precompiling project...
   1807.8 ms  ✓ UnPack
   1871.4 ms  ✓ CommonSolve
   1897.2 ms  ✓ IteratorInterfaceExtensions
   1906.8 ms  ✓ MuladdMacro
   1916.5 ms  ✓ ConcreteStructs
   1992.1 ms  ✓ Future
   2103.0 ms  ✓ ExprTools
   2179.8 ms  ✓ OpenLibm_jll
   2383.0 ms  ✓ InverseFunctions
   2407.2 ms  ✓ SimpleUnPack
   2782.1 ms  ✓ Statistics
   3291.6 ms  ✓ Serialization
   3302.2 ms  ✓ ADTypes
   1909.1 ms  ✓ DataValueInterfaces
   2280.4 ms  ✓ ManualMemory
   2011.8 ms  ✓ EnumX
   1809.5 ms  ✓ Reexport
   4207.4 ms  ✓ FunctionWrappers
   1888.5 ms  ✓ SIMDTypes
   2496.3 ms  ✓ CompilerSupportLibraries_jll
   2523.1 ms  ✓ SuiteSparse_jll
   4606.0 ms  ✓ FillArrays
   2713.5 ms  ✓ Requires
   2791.4 ms  ✓ OrderedCollections
   2100.0 ms  ✓ CompositionsBase
   2404.9 ms  ✓ Mmap
   1890.6 ms  ✓ FastPower
   1994.1 ms  ✓ IfElse
   2009.0 ms  ✓ CommonWorldInvalidations
   2085.3 ms  ✓ PackageExtensionCompat
   2199.9 ms  ✓ DataAPI
   2073.3 ms  ✓ FastClosures
   2486.0 ms  ✓ ConstructionBase
   2615.5 ms  ✓ Inflate
   2601.3 ms  ✓ StaticArraysCore
   3201.3 ms  ✓ EnzymeCore
   2698.0 ms  ✓ Adapt
   1695.2 ms  ✓ TableTraits
   8687.7 ms  ✓ ExproniconLite
   2098.4 ms  ✓ NaNMath
   6092.9 ms  ✓ IrrationalConstants
   3295.2 ms  ✓ CpuId
   3282.5 ms  ✓ Preferences
   3091.9 ms  ✓ Compat
   3010.2 ms  ✓ DocStringExtensions
   2691.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2202.1 ms  ✓ RuntimeGeneratedFunctions
   1918.9 ms  ✓ FunctionWrappersWrappers
   2111.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   2190.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2416.2 ms  ✓ Parameters
   2201.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   5408.3 ms  ✓ LazyArtifacts
   6692.6 ms  ✓ InteractiveUtils
   2701.5 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   5188.7 ms  ✓ DifferentiationInterface
   2195.3 ms  ✓ DiffResults
   4784.3 ms  ✓ ThreadingUtilities
   2191.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  11412.2 ms  ✓ MacroTools
   4624.5 ms  ✓ GenericSchur
   2411.9 ms  ✓ EnzymeCore → AdaptExt
   2805.9 ms  ✓ ArrayInterface
   2897.1 ms  ✓ GPUArraysCore
   3078.2 ms  ✓ JLLWrappers
   2908.2 ms  ✓ PrecompileTools
   3003.7 ms  ✓ Compat → CompatLinearAlgebraExt
   3009.6 ms  ✓ LogExpFunctions
   4990.3 ms  ✓ Tables
   3681.7 ms  ✓ CommonSubexpressions
   2302.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2819.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3900.2 ms  ✓ SimpleTraits
  11610.4 ms  ✓ TimerOutputs
   4197.3 ms  ✓ TruncatedStacktraces
  11180.4 ms  ✓ Distributed
   3896.9 ms  ✓ MaybeInplace
   3294.0 ms  ✓ SciMLStructures
   5804.0 ms  ✓ Setfield
   3515.9 ms  ✓ OpenSpecFun_jll
   2595.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4209.7 ms  ✓ oneTBB_jll
   9417.8 ms  ✓ Jieko
   3213.9 ms  ✓ SharedArrays
   3789.3 ms  ✓ Static
   6107.1 ms  ✓ IntelOpenMP_jll
