nice: cannot set niceness: Permission denied
Precompiling packages...
   1882.6 ms  ✓ IteratorInterfaceExtensions
   1895.1 ms  ✓ LazyArtifacts
   1901.2 ms  ✓ ConcreteStructs
   1866.8 ms  ✓ CommonSolve
   1974.3 ms  ✓ MuladdMacro
   1987.4 ms  ✓ OpenLibm_jll
   2175.8 ms  ✓ ExprTools
   2085.6 ms  ✓ CompilerSupportLibraries_jll
   2172.2 ms  ✓ InverseFunctions
   2370.4 ms  ✓ SuiteSparse_jll
   3170.9 ms  ✓ ADTypes
   3817.5 ms  ✓ FunctionWrappers
   1885.5 ms  ✓ ManualMemory
   1616.4 ms  ✓ SIMDTypes
   1892.8 ms  ✓ Reexport
   1903.2 ms  ✓ EnumX
   2301.4 ms  ✓ Requires
   2573.4 ms  ✓ Compat
   4569.5 ms  ✓ FillArrays
   2627.9 ms  ✓ OrderedCollections
   4973.4 ms  ✓ GenericSchur
   2600.6 ms  ✓ DocStringExtensions
   3277.8 ms  ✓ Preferences
   1899.4 ms  ✓ FastPower
   2094.9 ms  ✓ CompositionsBase
   2000.3 ms  ✓ IfElse
   1717.7 ms  ✓ CommonWorldInvalidations
   1630.2 ms  ✓ FastClosures
   2281.8 ms  ✓ ConstructionBase
   1797.9 ms  ✓ SciMLPublic
   2719.6 ms  ✓ EnzymeCore
   3100.9 ms  ✓ CpuId
   2432.3 ms  ✓ LoggingExtras
   2524.9 ms  ✓ StaticArraysCore
   2288.9 ms  ✓ RuntimeGeneratedFunctions
   8076.8 ms  ✓ ExproniconLite
   3016.3 ms  ✓ NaNMath
   2293.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8375.8 ms  ✓ Distributed
   1985.4 ms  ✓ FunctionWrappersWrappers
   5516.9 ms  ✓ IrrationalConstants
   1981.4 ms  ✓ Adapt
   2010.9 ms  ✓ Compat → CompatLinearAlgebraExt
   1787.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2396.3 ms  ✓ JLLWrappers
   2120.5 ms  ✓ PrecompileTools
   1994.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2323.0 ms  ✓ DiffResults
   4189.7 ms  ✓ ThreadingUtilities
   2595.6 ms  ✓ SciMLLogging
   2477.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4988.8 ms  ✓ DifferentiationInterface
   2620.4 ms  ✓ ArrayInterface
   9785.1 ms  ✓ MacroTools
   3013.8 ms  ✓ LogExpFunctions
   2599.7 ms  ✓ GPUArraysCore
   2478.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2874.2 ms  ✓ EnzymeCore → AdaptExt
   1991.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2876.4 ms  ✓ IntelOpenMP_jll
   2798.0 ms  ✓ oneTBB_jll
   1999.4 ms  ✓ SciMLStructures
   3223.6 ms  ✓ OpenSpecFun_jll
   8830.1 ms  ✓ TimerOutputs
   2521.9 ms  ✓ TruncatedStacktraces
   3867.9 ms  ✓ Static
   2611.4 ms  ✓ CommonSubexpressions
   2081.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   5987.8 ms  ✓ ChainRulesCore
   9008.6 ms  ✓ DataStructures
   2267.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   4000.6 ms  ✓ PreallocationTools
   2185.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3325.4 ms  ✓ MaybeInplace
   8691.9 ms  ✓ Jieko
   1996.2 ms  ✓ BitTwiddlingConvenienceFunctions
   2377.8 ms  ✓ MKL_jll
   6681.3 ms  ✓ RecipesBase
   1808.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   4493.4 ms  ✓ Setfield
   1706.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    974.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   3120.1 ms  ✓ CPUSummary
  13305.4 ms  ✓ SparseArrays
   1510.6 ms  ✓ FiniteDiff
   4004.9 ms  ✓ StaticArrayInterface
   6613.1 ms  ✓ Accessors
   3902.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2175.4 ms  ✓ PolyesterWeave
   2212.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2282.5 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2122.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1786.7 ms  ✓ CloseOpenIntervals
   2378.2 ms  ✓ Adapt → AdaptSparseArraysExt
   2491.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1986.7 ms  ✓ LayoutPointers
   1805.7 ms  ✓ Accessors → LinearAlgebraExt
   2606.0 ms  ✓ Statistics
   1190.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1469.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   8205.4 ms  ✓ SpecialFunctions
   1898.5 ms  ✓ StrideArraysCore
   1429.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1726.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   3003.2 ms  ✓ SymbolicIndexingInterface
   1627.6 ms  ✓ DiffRules
   1409.7 ms  ✓ Polyester
   3876.2 ms  ✓ SciMLOperators
   1410.0 ms  ✓ FastBroadcast
   1093.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   3601.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1521.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3196.0 ms  ✓ RecursiveArrayTools
  18522.6 ms  ✓ StaticArrays
