nice: cannot set niceness: Permission denied
Precompiling packages...
   1973.0 ms  ✓ LazyArtifacts
   2058.6 ms  ✓ MuladdMacro
   2031.2 ms  ✓ CommonSolve
   2062.5 ms  ✓ IteratorInterfaceExtensions
   2154.6 ms  ✓ ConcreteStructs
   2160.8 ms  ✓ OpenLibm_jll
   2230.3 ms  ✓ CompilerSupportLibraries_jll
   2273.5 ms  ✓ ExprTools
   2411.2 ms  ✓ SuiteSparse_jll
   2552.6 ms  ✓ InverseFunctions
   3249.9 ms  ✓ ADTypes
   4006.6 ms  ✓ FunctionWrappers
   1701.0 ms  ✓ Reexport
   1995.4 ms  ✓ ManualMemory
   1908.1 ms  ✓ EnumX
   1809.3 ms  ✓ SIMDTypes
   2301.5 ms  ✓ Requires
   4559.9 ms  ✓ FillArrays
   2596.6 ms  ✓ Compat
   4956.1 ms  ✓ GenericSchur
   2896.4 ms  ✓ OrderedCollections
   2609.4 ms  ✓ DocStringExtensions
   3197.2 ms  ✓ Preferences
   1990.0 ms  ✓ CompositionsBase
   1897.2 ms  ✓ FastPower
   1893.0 ms  ✓ IfElse
   1991.4 ms  ✓ CommonWorldInvalidations
   1969.9 ms  ✓ FastClosures
   1797.5 ms  ✓ SciMLPublic
   2462.5 ms  ✓ ConstructionBase
   2997.9 ms  ✓ CpuId
   2962.5 ms  ✓ EnzymeCore
   2393.2 ms  ✓ StaticArraysCore
   2668.3 ms  ✓ LoggingExtras
   2601.0 ms  ✓ NaNMath
   2271.9 ms  ✓ RuntimeGeneratedFunctions
   8459.7 ms  ✓ ExproniconLite
   1998.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8632.2 ms  ✓ Distributed
   1905.3 ms  ✓ FunctionWrappersWrappers
   5594.4 ms  ✓ IrrationalConstants
   2320.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2803.4 ms  ✓ Adapt
   2204.7 ms  ✓ PrecompileTools
   2444.3 ms  ✓ JLLWrappers
   2223.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1895.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   4132.2 ms  ✓ ThreadingUtilities
   2407.9 ms  ✓ DiffResults
   2506.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2409.2 ms  ✓ SciMLLogging
   9715.8 ms  ✓ MacroTools
   5628.2 ms  ✓ DifferentiationInterface
   2775.0 ms  ✓ ArrayInterface
   2510.7 ms  ✓ GPUArraysCore
   2199.4 ms  ✓ EnzymeCore → AdaptExt
   3212.7 ms  ✓ LogExpFunctions
   2304.0 ms  ✓ IntelOpenMP_jll
   7796.7 ms  ✓ TimerOutputs
   2306.9 ms  ✓ OpenSpecFun_jll
   2884.0 ms  ✓ oneTBB_jll
   3495.8 ms  ✓ Static
   2179.1 ms  ✓ TruncatedStacktraces
   7798.7 ms  ✓ DataStructures
   5407.8 ms  ✓ ChainRulesCore
   2694.1 ms  ✓ CommonSubexpressions
   1997.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7078.0 ms  ✓ Jieko
   3094.6 ms  ✓ MaybeInplace
   2063.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2242.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3185.4 ms  ✓ SciMLStructures
   2401.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2099.7 ms  ✓ BitTwiddlingConvenienceFunctions
   6808.4 ms  ✓ RecipesBase
   2597.1 ms  ✓ MKL_jll
   5103.5 ms  ✓ Setfield
   2231.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1906.7 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   4599.9 ms  ✓ PreallocationTools
   1496.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3023.6 ms  ✓ CPUSummary
  13507.8 ms  ✓ SparseArrays
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 3907097] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x34ef31a0->0x7cec071d14b0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2096.7 ms  ✓ FiniteDiff
   7596.5 ms  ✓ Accessors
   4617.7 ms  ✓ StaticArrayInterface
   2104.9 ms  ✓ PolyesterWeave
   2406.9 ms  ✓ Adapt → AdaptSparseArraysExt
   2514.8 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2601.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2200.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   4696.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2905.2 ms  ✓ Statistics
   2199.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2092.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2008.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1508.7 ms  ✓ Accessors → LinearAlgebraExt
   1506.5 ms  ✓ CloseOpenIntervals
   1796.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1710.7 ms  ✓ LayoutPointers
   1731.0 ms  ✓ FillArrays → FillArraysStatisticsExt
   8842.2 ms  ✓ SpecialFunctions
   1295.4 ms  ✓ DiffRules
   1602.2 ms  ✓ StrideArraysCore
   2881.2 ms  ✓ SymbolicIndexingInterface
   3409.9 ms  ✓ SciMLOperators
   1493.8 ms  ✓ Polyester
   3466.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1182.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1398.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1495.8 ms  ✓ FastBroadcast
DifferentiationInterfaceChainRulesCoreExt Waiting for background task / IO / timer.
[pid 3907858] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xd4f1b60->0x7dbf9aa34eb0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  22012.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  19799.5 ms  ✓ StaticArrays
   3190.4 ms  ✓ NLSolversBase
   3187.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3704.0 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   4398.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   5201.8 ms  ✓ Adapt → AdaptStaticArraysExt
   5233.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   5199.4 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  10545.1 ms  ✓ ForwardDiff
   5690.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
  17409.7 ms  ✓ SparseMatrixColorings
   3497.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   2905.2 ms  ✓ LineSearches
  10898.2 ms  ✓ RecursiveArrayTools
   1807.1 ms  ✓ FastPower → FastPowerForwardDiffExt
   2806.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   3028.7 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2706.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   2794.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   3188.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   4098.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  22709.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  20996.0 ms  ✓ Krylov
   6622.0 ms  ✓ FastGaussQuadrature
   3236.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  22978.9 ms  ✓ Moshi
StaticArraysExt Waiting for background task / IO / timer.
[pid 3908705] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x145d4730->0x73f51cc71ed0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
RecursiveArrayToolsStatisticsExt Waiting for background task / IO / timer.
[pid 3908981] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2ccc7a20->0x7313e1d6dc60
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  31358.3 ms  ✓ ExponentialUtilities
    940.7 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
  24161.7 ms  ✓ Accessors → StaticArraysExt
  22676.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   7346.9 ms  ✓ SciMLBase
    859.5 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
    921.1 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1062.9 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1799.5 ms  ✓ SciMLJacobianOperators
   3056.0 ms  ✓ LineSearch
    878.2 ms  ✓ LineSearch → LineSearchLineSearchesExt
   4227.4 ms  ✓ NonlinearSolveBase
   2782.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   9295.3 ms  ✓ LinearSolve
   2909.3 ms  ✓ BracketingNonlinearSolve
   2463.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   1066.4 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   2052.9 ms  ✓ DiffEqBase
    925.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2857.2 ms  ✓ OrdinaryDiffEqCore
NonlinearSolveBaseChainRulesCoreExt Waiting for background task / IO / timer.
[pid 3909491] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x4aa6ee0->0x75c94f453520
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
NonlinearSolveBaseLineSearchExt Waiting for background task / IO / timer.
[pid 3909488] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2aa23600->0x761bc601d810
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
