nice: cannot set niceness: Permission denied
Precompiling packages...
    403.4 ms  ✓ CommonSolve
    411.5 ms  ✓ Reexport
    560.3 ms  ✓ ConstructionBase
    522.5 ms  ✓ StaticArraysCore
    591.8 ms  ✓ Statistics
   1341.8 ms  ✓ IrrationalConstants
    899.3 ms  ✓ SuiteSparse_jll
    465.4 ms  ✓ IfElse
    753.3 ms  ✓ EnzymeCore
    508.7 ms  ✓ ManualMemory
    424.7 ms  ✓ CommonWorldInvalidations
    426.6 ms  ✓ Future
    887.4 ms  ✓ SciMLPublic
    443.0 ms  ✓ FastPower
    436.1 ms  ✓ CompositionsBase
    520.0 ms  ✓ InverseFunctions
    452.2 ms  ✓ MuladdMacro
    469.2 ms  ✓ EnumX
    693.5 ms  ✓ OpenLibm_jll
   2217.3 ms  ✓ ExproniconLite
    538.3 ms  ✓ ExprTools
    508.1 ms  ✓ ConcreteStructs
   1236.8 ms  ✓ FillArrays
    784.0 ms  ✓ OrderedCollections
    834.6 ms  ✓ ADTypes
   4857.2 ms  ✓ MacroTools
    756.2 ms  ✓ Serialization
    678.4 ms  ✓ DocStringExtensions
    460.1 ms  ✓ FastClosures
    440.9 ms  ✓ SIMDTypes
    445.4 ms  ✓ IteratorInterfaceExtensions
    706.3 ms  ✓ Requires
    705.0 ms  ✓ CpuId
   1190.1 ms  ✓ GenericSchur
    536.7 ms  ✓ Adapt
    587.6 ms  ✓ LoggingExtras
   1466.6 ms  ✓ InteractiveUtils
   3278.7 ms  ✓ FunctionWrappers
    549.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    493.6 ms  ✓ DiffResults
    939.8 ms  ✓ LazyArtifacts
    439.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    453.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    554.5 ms  ✓ NaNMath
   1731.9 ms  ✓ Preferences
   1221.9 ms  ✓ ThreadingUtilities
    493.5 ms  ✓ FillArrays → FillArraysStatisticsExt
