nice: cannot set niceness: Permission denied
Precompiling packages...
   2074.3 ms  ✓ IteratorInterfaceExtensions
   2059.8 ms  ✓ CommonSolve
   2085.0 ms  ✓ ConcreteStructs
   2082.3 ms  ✓ LazyArtifacts
   2077.6 ms  ✓ OpenLibm_jll
   2084.2 ms  ✓ ExprTools
   2088.0 ms  ✓ MuladdMacro
   2360.7 ms  ✓ CompilerSupportLibraries_jll
   2464.7 ms  ✓ InverseFunctions
   2450.0 ms  ✓ SuiteSparse_jll
   3367.1 ms  ✓ ADTypes
   3894.9 ms  ✓ FunctionWrappers
   1901.5 ms  ✓ ManualMemory
   1801.6 ms  ✓ Reexport
   2199.2 ms  ✓ NaNMath
   1895.0 ms  ✓ SIMDTypes
   2237.6 ms  ✓ Requires
   4579.0 ms  ✓ FillArrays
   2694.9 ms  ✓ Compat
   2895.5 ms  ✓ OrderedCollections
   5235.4 ms  ✓ GenericSchur
   2769.4 ms  ✓ DocStringExtensions
   3486.7 ms  ✓ Preferences
   1838.0 ms  ✓ CompositionsBase
   1700.3 ms  ✓ FastPower
   1817.2 ms  ✓ IfElse
   1994.3 ms  ✓ CommonWorldInvalidations
   2362.1 ms  ✓ ConstructionBase
   2082.1 ms  ✓ FastClosures
   1936.1 ms  ✓ SciMLPublic
   3383.9 ms  ✓ CpuId
   2589.4 ms  ✓ LoggingExtras
   2339.9 ms  ✓ StaticArraysCore
   3378.9 ms  ✓ EnzymeCore
   2195.3 ms  ✓ RuntimeGeneratedFunctions
   2204.0 ms  ✓ EnumX
   8345.0 ms  ✓ Distributed
   8380.4 ms  ✓ ExproniconLite
   2487.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2013.0 ms  ✓ FunctionWrappersWrappers
   6009.4 ms  ✓ IrrationalConstants
   1908.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2303.8 ms  ✓ Adapt
   1944.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2210.5 ms  ✓ PrecompileTools
   2397.9 ms  ✓ JLLWrappers
   2068.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2562.9 ms  ✓ DiffResults
   2972.0 ms  ✓ SciMLLogging
   4304.6 ms  ✓ ThreadingUtilities
   2462.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2114.0 ms  ✓ EnzymeCore → AdaptExt
   5728.5 ms  ✓ DifferentiationInterface
   2705.7 ms  ✓ GPUArraysCore
   2995.7 ms  ✓ ArrayInterface
   2540.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  11394.7 ms  ✓ MacroTools
   4089.0 ms  ✓ LogExpFunctions
   8298.0 ms  ✓ TimerOutputs
   1857.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2939.1 ms  ✓ IntelOpenMP_jll
   1862.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2962.0 ms  ✓ oneTBB_jll
   2297.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3208.9 ms  ✓ OpenSpecFun_jll
   8093.5 ms  ✓ DataStructures
   6172.0 ms  ✓ ChainRulesCore
   4589.1 ms  ✓ Static
   2393.9 ms  ✓ TruncatedStacktraces
   3008.5 ms  ✓ SciMLStructures
   2300.1 ms  ✓ CommonSubexpressions
   8096.1 ms  ✓ Jieko
   2589.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4308.4 ms  ✓ PreallocationTools
   6641.2 ms  ✓ RecipesBase
   2146.0 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1974.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   2599.4 ms  ✓ MKL_jll
   3112.5 ms  ✓ MaybeInplace
   2214.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1734.0 ms  ✓ BitTwiddlingConvenienceFunctions
   4404.8 ms  ✓ Setfield
   1256.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2608.1 ms  ✓ CPUSummary
   3664.1 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  13611.6 ms  ✓ SparseArrays
   2470.7 ms  ✓ StaticArrayInterface
   1889.9 ms  ✓ FiniteDiff
   1887.2 ms  ✓ PolyesterWeave
   2224.5 ms  ✓ CloseOpenIntervals
   2278.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2297.8 ms  ✓ Adapt → AdaptSparseArraysExt
   7439.1 ms  ✓ Accessors
   2478.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2602.3 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2632.1 ms  ✓ LayoutPointers
   2786.1 ms  ✓ Statistics
   1968.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1106.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1091.3 ms  ✓ Accessors → LinearAlgebraExt
   8228.8 ms  ✓ SpecialFunctions
   2067.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   2304.1 ms  ✓ StrideArraysCore
   2438.7 ms  ✓ NLSolversBase
   2030.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2203.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
