nice: cannot set niceness: Permission denied
Precompiling packages...
   1941.3 ms  ✓ CommonSolve
   1965.6 ms  ✓ Reexport
   1937.6 ms  ✓ IteratorInterfaceExtensions
   2050.9 ms  ✓ OpenLibm_jll
   2056.9 ms  ✓ ConcreteStructs
   2067.9 ms  ✓ EnumX
   2146.7 ms  ✓ ExprTools
   2243.1 ms  ✓ Adapt
   2323.9 ms  ✓ CompilerSupportLibraries_jll
   2421.2 ms  ✓ ConstructionBase
   2470.9 ms  ✓ InverseFunctions
   2859.1 ms  ✓ DocStringExtensions
   3486.1 ms  ✓ Compat
   3361.7 ms  ✓ EnzymeCore
   3670.3 ms  ✓ FunctionWrappers
   1888.4 ms  ✓ LazyArtifacts
   1904.9 ms  ✓ FastClosures
   2113.9 ms  ✓ CompositionsBase
   1819.9 ms  ✓ SciMLPublic
   2302.1 ms  ✓ SuiteSparse_jll
   2156.1 ms  ✓ StaticArraysCore
   2815.1 ms  ✓ LoggingExtras
   2294.4 ms  ✓ BinaryHeaps
   2979.8 ms  ✓ ADTypes
   1927.7 ms  ✓ FastPower
   5459.7 ms  ✓ IrrationalConstants
   3198.5 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2383.0 ms  ✓ NaNMath
   2895.9 ms  ✓ Preferences
   1910.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2400.8 ms  ✓ RuntimeGeneratedFunctions
   1920.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2379.1 ms  ✓ GPUArraysCore
   2798.9 ms  ✓ ArrayInterface
   2093.6 ms  ✓ Compat → CompatLinearAlgebraExt
   1991.9 ms  ✓ EnzymeCore → AdaptExt
   2189.3 ms  ✓ DiffResults
   1806.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1614.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1786.7 ms  ✓ PrecompileTools
   2197.5 ms  ✓ JLLWrappers
   1876.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2774.8 ms  ✓ LogExpFunctions
   1989.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2507.6 ms  ✓ SciMLLogging
   2717.5 ms  ✓ FastBroadcast
   8105.2 ms  ✓ Distributed
   4601.5 ms  ✓ DifferentiationInterface
   2696.6 ms  ✓ SciMLStructures
   7207.2 ms  ✓ TimerOutputs
   1912.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   9078.6 ms  ✓ MacroTools
   2517.0 ms  ✓ oneTBB_jll
   3516.7 ms  ✓ MuladdMacro
   1490.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2612.7 ms  ✓ IntelOpenMP_jll
   2801.6 ms  ✓ OpenSpecFun_jll
   1212.5 ms  ✓ CommonSubexpressions
   1214.3 ms  ✓ TruncatedStacktraces
   4506.0 ms  ✓ RecipesBase
   3905.0 ms  ✓ PreallocationTools
   1622.4 ms  ✓ MaybeInplace
   1140.4 ms  ✓ MKL_jll
   1947.2 ms  ✓ Setfield
    810.8 ms  ✓ FunctionWrappersWrappers
   5571.2 ms  ✓ FindFirstFunctions
    612.8 ms  ✓ FiniteDiff
   8496.1 ms  ✓ SparseArrays
   1563.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1689.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   1780.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1804.2 ms  ✓ Adapt → AdaptSparseArraysExt
   2000.9 ms  ✓ Statistics
   2022.4 ms  ✓ AMD
   2111.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2172.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   4266.0 ms  ✓ SpecialFunctions
    550.2 ms  ✓ DiffRules
  11534.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2029.5 ms  ✓ Accessors
    533.9 ms  ✓ Accessors → LinearAlgebraExt
   5072.9 ms  ✓ ForwardDiff
   3696.4 ms  ✓ SymbolicIndexingInterface
   1716.5 ms  ✓ FastPower → FastPowerForwardDiffExt
   9885.4 ms  ✓ SparseMatrixColorings
   2511.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   5277.2 ms  ✓ SciMLOperators
   4277.8 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   1718.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2224.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3295.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  13901.6 ms  ✓ Krylov
  16711.5 ms  ✓ SparseColumnPivotedQR
   7624.0 ms  ✓ RecursiveArrayTools
    598.5 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
    558.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    599.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    657.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    828.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
  12623.3 ms  ✓ SciMLBase
   1114.9 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
  31623.5 ms  ✓ PureKLU
   1315.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    502.8 ms  ✓ PureKLU → PureKLUForwardDiffExt
   1792.8 ms  ✓ SciMLJacobianOperators
   3205.5 ms  ✓ LineSearch
   4478.5 ms  ✓ NonlinearSolveBase
   2663.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   3101.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   3122.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   9577.2 ms  ✓ LinearSolve
   2482.2 ms  ✓ BracketingNonlinearSolve
   6154.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   1565.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   3470.8 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   4769.5 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   3130.0 ms  ✓ DiffEqBase
   1399.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   5187.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   1922.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   7134.5 ms  ✓ NonlinearSolveSpectralMethods
   1462.3 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   5619.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   4090.0 ms  ✓ OrdinaryDiffEqCore
   2073.3 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  10246.2 ms  ✓ SimpleNonlinearSolve
   3179.3 ms  ✓ OrdinaryDiffEqDifferentiation
   2044.3 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   7034.0 ms  ✓ OrdinaryDiffEqTsit5
  15779.9 ms  ✓ NonlinearSolveQuasiNewton
   1251.8 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  32500.6 ms  ✓ NonlinearSolveFirstOrder
  30229.9 ms  ✓ OrdinaryDiffEqRosenbrock
  35522.5 ms  ✓ OrdinaryDiffEqVerner
  34375.6 ms  ✓ NonlinearSolve
   2510.6 ms  ✓ OrdinaryDiffEqNonlinearSolve
  34596.5 ms  ✓ OrdinaryDiffEqSDIRK
   6412.2 ms  ✓ OrdinaryDiffEqBDF
  19806.8 ms  ✓ OrdinaryDiffEqDefault
   2500.8 ms  ✓ OrdinaryDiffEq
  140 dependencies successfully precompiled in 194 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 603.60
	System time (seconds): 33.34
	Percent of CPU this job got: 327%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 3:14.72
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2081048
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 690
	Minor (reclaiming a frame) page faults: 9308396
	Voluntary context switches: 188361
	Involuntary context switches: 65089
	Swaps: 0
	File system inputs: 32
	File system outputs: 1438360
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
