nice: cannot set niceness: Permission denied
Precompiling packages...
   1930.7 ms  ✓ LazyArtifacts
   1938.0 ms  ✓ IteratorInterfaceExtensions
   1913.2 ms  ✓ CommonSolve
   2014.3 ms  ✓ MuladdMacro
   2039.1 ms  ✓ ConcreteStructs
   2109.8 ms  ✓ OpenLibm_jll
   2196.1 ms  ✓ CompilerSupportLibraries_jll
   2235.2 ms  ✓ ExprTools
   2305.7 ms  ✓ SuiteSparse_jll
   2406.8 ms  ✓ InverseFunctions
   3136.3 ms  ✓ ADTypes
   3854.8 ms  ✓ FunctionWrappers
   1689.3 ms  ✓ SIMDTypes
   1804.2 ms  ✓ EnumX
   2028.7 ms  ✓ ManualMemory
   1971.6 ms  ✓ Reexport
   2211.8 ms  ✓ Requires
   4503.9 ms  ✓ FillArrays
   2523.0 ms  ✓ Compat
   2707.2 ms  ✓ OrderedCollections
   2696.5 ms  ✓ DocStringExtensions
   5128.0 ms  ✓ GenericSchur
   3202.1 ms  ✓ Preferences
   1906.8 ms  ✓ CompositionsBase
   1877.0 ms  ✓ FastPower
   2199.4 ms  ✓ IfElse
   2188.1 ms  ✓ FastClosures
   2304.8 ms  ✓ CommonWorldInvalidations
   2901.4 ms  ✓ CpuId
   2685.5 ms  ✓ ConstructionBase
   1997.1 ms  ✓ SciMLPublic
   2392.9 ms  ✓ LoggingExtras
   2300.9 ms  ✓ NaNMath
   2496.0 ms  ✓ StaticArraysCore
   7606.8 ms  ✓ Distributed
   3783.3 ms  ✓ EnzymeCore
   2400.5 ms  ✓ RuntimeGeneratedFunctions
   5202.3 ms  ✓ IrrationalConstants
   8407.7 ms  ✓ ExproniconLite
   1873.3 ms  ✓ FunctionWrappersWrappers
   2210.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2003.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2302.5 ms  ✓ Adapt
   2024.8 ms  ✓ PrecompileTools
   2013.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2305.0 ms  ✓ JLLWrappers
   2019.1 ms  ✓ DiffResults
   2118.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2918.9 ms  ✓ SciMLLogging
   4398.8 ms  ✓ ThreadingUtilities
   4797.7 ms  ✓ DifferentiationInterface
   2517.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2931.7 ms  ✓ LogExpFunctions
   2001.0 ms  ✓ EnzymeCore → AdaptExt
  10072.5 ms  ✓ MacroTools
   2297.6 ms  ✓ GPUArraysCore
   2578.0 ms  ✓ ArrayInterface
   1890.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2502.1 ms  ✓ IntelOpenMP_jll
   2467.9 ms  ✓ OpenSpecFun_jll
   2213.6 ms  ✓ TruncatedStacktraces
   3025.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2375.2 ms  ✓ CommonSubexpressions
   3775.0 ms  ✓ Static
   9029.3 ms  ✓ TimerOutputs
   5609.8 ms  ✓ ChainRulesCore
   3676.5 ms  ✓ oneTBB_jll
   2115.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8821.4 ms  ✓ DataStructures
   2202.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2186.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2281.7 ms  ✓ BitTwiddlingConvenienceFunctions
   8389.0 ms  ✓ Jieko
   3398.2 ms  ✓ MaybeInplace
   3117.7 ms  ✓ SciMLStructures
   7207.1 ms  ✓ RecipesBase
