Precompiling Pkg...
   1041.3 ms  ✓ Logging
   1042.8 ms  ✓ Unicode
   1049.4 ms  ✓ MbedTLS_jll
   1141.1 ms  ✓ MozillaCACerts_jll
   1144.8 ms  ✓ UUIDs
   1149.0 ms  ✓ nghttp2_jll
   1146.4 ms  ✓ Zlib_jll
   1219.1 ms  ✓ p7zip_jll
   1255.2 ms  ✓ NetworkOptions
   1258.0 ms  ✓ Base64
    430.2 ms  ✓ LibSSH2_jll
    518.7 ms  ✓ Printf
    379.4 ms  ✓ LibCURL_jll
    380.6 ms  ✓ LibGit2_jll
   2114.2 ms  ✓ ArgTools
    595.3 ms  ✓ LibCURL
    557.3 ms  ✓ Tar
   2280.0 ms  ✓ Dates
   2826.4 ms  ✓ Markdown
   2390.8 ms  ✓ LibGit2
    477.4 ms  ✓ TOML
   2975.0 ms  ✓ Downloads
  39488.1 ms  ✓ Pkg
  23 dependencies successfully precompiled in 45 seconds
Precompiling project...
   1778.5 ms  ✓ MuladdMacro
   1863.8 ms  ✓ ConcreteStructs
   1851.4 ms  ✓ CommonSolve
   1939.1 ms  ✓ Future
   1961.2 ms  ✓ ExprTools
   1960.6 ms  ✓ IteratorInterfaceExtensions
   1958.7 ms  ✓ OpenLibm_jll
   1967.2 ms  ✓ UnPack
   2057.5 ms  ✓ SimpleUnPack
   2346.9 ms  ✓ InverseFunctions
   2558.3 ms  ✓ Statistics
   2858.0 ms  ✓ ADTypes
   3248.8 ms  ✓ Serialization
   3375.0 ms  ✓ FunctionWrappers
   1902.3 ms  ✓ Reexport
   1904.3 ms  ✓ SIMDTypes
   2180.8 ms  ✓ EnumX
   2208.9 ms  ✓ ManualMemory
   4257.1 ms  ✓ FillArrays
   2593.4 ms  ✓ CompilerSupportLibraries_jll
   1802.2 ms  ✓ CompositionsBase
   2814.7 ms  ✓ SuiteSparse_jll
   2799.5 ms  ✓ OrderedCollections
   2808.2 ms  ✓ DocStringExtensions
   1997.0 ms  ✓ FastPower
   1593.1 ms  ✓ IfElse
   1700.2 ms  ✓ CommonWorldInvalidations
   1704.7 ms  ✓ FastClosures
   2497.9 ms  ✓ ConstructionBase
   2200.0 ms  ✓ StaticArraysCore
   3101.2 ms  ✓ EnzymeCore
   3079.9 ms  ✓ CpuId
   3201.4 ms  ✓ Preferences
   2121.4 ms  ✓ NaNMath
   5400.7 ms  ✓ IrrationalConstants
   2908.8 ms  ✓ Compat
   8172.6 ms  ✓ ExproniconLite
   2803.2 ms  ✓ Requires
   2604.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4483.3 ms  ✓ GenericSchur
   2785.7 ms  ✓ RuntimeGeneratedFunctions
   2199.9 ms  ✓ FunctionWrappersWrappers
   2279.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2197.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   5313.7 ms  ✓ LazyArtifacts
   2487.4 ms  ✓ Parameters
   2698.4 ms  ✓ FillArrays → FillArraysStatisticsExt
   2501.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   6707.4 ms  ✓ InteractiveUtils
   5296.7 ms  ✓ DifferentiationInterface
   3117.9 ms  ✓ DiffResults
   2809.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2306.0 ms  ✓ JLLWrappers
