nice: cannot set niceness: Permission denied
Precompiling packages...
   1883.3 ms  ✓ CommonSolve
   1943.5 ms  ✓ IteratorInterfaceExtensions
   1946.2 ms  ✓ ConcreteStructs
   1954.5 ms  ✓ LazyArtifacts
   1965.7 ms  ✓ MuladdMacro
   2042.7 ms  ✓ OpenLibm_jll
   2241.8 ms  ✓ ExprTools
   2202.5 ms  ✓ CompilerSupportLibraries_jll
   2432.9 ms  ✓ InverseFunctions
   2479.2 ms  ✓ SuiteSparse_jll
   3059.9 ms  ✓ ADTypes
   3993.9 ms  ✓ FunctionWrappers
   1912.5 ms  ✓ ManualMemory
   1817.1 ms  ✓ EnumX
   1619.4 ms  ✓ SIMDTypes
   1883.6 ms  ✓ Reexport
   2285.8 ms  ✓ Requires
   4641.1 ms  ✓ FillArrays
   2705.7 ms  ✓ Compat
   2778.0 ms  ✓ OrderedCollections
   5054.2 ms  ✓ GenericSchur
   2710.8 ms  ✓ DocStringExtensions
   3310.1 ms  ✓ Preferences
   1884.0 ms  ✓ FastPower
   1988.0 ms  ✓ CompositionsBase
   1821.0 ms  ✓ IfElse
   1901.2 ms  ✓ CommonWorldInvalidations
   2305.7 ms  ✓ ConstructionBase
   1998.3 ms  ✓ FastClosures
   1887.7 ms  ✓ SciMLPublic
   2995.6 ms  ✓ CpuId
   2706.8 ms  ✓ LoggingExtras
   3626.5 ms  ✓ EnzymeCore
   2694.0 ms  ✓ StaticArraysCore
   2295.4 ms  ✓ RuntimeGeneratedFunctions
   2789.8 ms  ✓ NaNMath
   2283.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8354.7 ms  ✓ ExproniconLite
   1784.6 ms  ✓ FunctionWrappersWrappers
   8596.1 ms  ✓ Distributed
   5821.4 ms  ✓ IrrationalConstants
   2183.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2600.7 ms  ✓ Adapt
   1795.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2020.1 ms  ✓ PrecompileTools
   2112.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2299.4 ms  ✓ JLLWrappers
   2190.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4201.8 ms  ✓ ThreadingUtilities
   2792.9 ms  ✓ SciMLLogging
   2399.5 ms  ✓ DiffResults
   4820.4 ms  ✓ DifferentiationInterface
   9812.8 ms  ✓ MacroTools
   2877.4 ms  ✓ GPUArraysCore
   2915.4 ms  ✓ EnzymeCore → AdaptExt
   3182.3 ms  ✓ ArrayInterface
   3694.0 ms  ✓ LogExpFunctions
   2187.2 ms  ✓ IntelOpenMP_jll
   7890.3 ms  ✓ TimerOutputs
   2296.4 ms  ✓ OpenSpecFun_jll
   3190.3 ms  ✓ oneTBB_jll
   3505.6 ms  ✓ Static
   1918.7 ms  ✓ TruncatedStacktraces
   7998.9 ms  ✓ DataStructures
   2695.6 ms  ✓ CommonSubexpressions
   2313.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2005.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6304.8 ms  ✓ ChainRulesCore
   1881.9 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7306.0 ms  ✓ Jieko
   6007.6 ms  ✓ RecipesBase
   3425.3 ms  ✓ MaybeInplace
   2907.8 ms  ✓ SciMLStructures
   2092.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2002.5 ms  ✓ BitTwiddlingConvenienceFunctions
   4907.2 ms  ✓ Setfield
   2680.8 ms  ✓ MKL_jll
   1816.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1799.1 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1414.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   4405.9 ms  ✓ PreallocationTools
   3111.4 ms  ✓ CPUSummary
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2302538] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2bc9c970->0x74eda59d14e0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   1913.7 ms  ✓ FiniteDiff
  13606.0 ms  ✓ SparseArrays
   6997.5 ms  ✓ Accessors
   3899.6 ms  ✓ StaticArrayInterface
   1795.9 ms  ✓ PolyesterWeave
   1803.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1996.6 ms  ✓ Adapt → AdaptSparseArraysExt
   4505.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2019.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1998.6 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2301.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2491.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2809.9 ms  ✓ Statistics
   1979.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1674.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1512.0 ms  ✓ Accessors → LinearAlgebraExt
   1380.4 ms  ✓ CloseOpenIntervals
   1475.1 ms  ✓ LayoutPointers
   8387.6 ms  ✓ SpecialFunctions
   1403.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   1129.2 ms  ✓ DiffRules
   1602.6 ms  ✓ StrideArraysCore
   2682.2 ms  ✓ SymbolicIndexingInterface
   1210.3 ms  ✓ Polyester
   3289.9 ms  ✓ SciMLOperators
   3414.8 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1308.3 ms  ✓ FastBroadcast
   1078.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1378.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
DifferentiationInterfaceChainRulesCoreExt Waiting for background task / IO / timer.
[pid 2303261] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x136d8750->0x79f988c34ee0
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
  21728.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  19336.8 ms  ✓ StaticArrays
   2123.3 ms  ✓ Adapt → AdaptStaticArraysExt
   2966.3 ms  ✓ NLSolversBase
   3000.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3069.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3028.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3122.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3225.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
   3278.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   2873.7 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
