nice: cannot set niceness: Permission denied
Precompiling packages...
   1998.8 ms  ✓ IteratorInterfaceExtensions
   2062.1 ms  ✓ LazyArtifacts
   2036.1 ms  ✓ CommonSolve
   2094.2 ms  ✓ ConcreteStructs
   2171.2 ms  ✓ MuladdMacro
   2181.3 ms  ✓ OpenLibm_jll
   2194.1 ms  ✓ ExprTools
   2232.5 ms  ✓ CompilerSupportLibraries_jll
   2293.6 ms  ✓ TestEnv
   2638.9 ms  ✓ InverseFunctions
   3167.8 ms  ✓ ADTypes
   4041.2 ms  ✓ FunctionWrappers
   2027.9 ms  ✓ SuiteSparse_jll
   2106.0 ms  ✓ ManualMemory
   4366.6 ms  ✓ FillArrays
   2080.0 ms  ✓ EnumX
   1730.1 ms  ✓ Reexport
   2339.3 ms  ✓ Requires
   2482.6 ms  ✓ Compat
   4950.1 ms  ✓ GenericSchur
   1820.9 ms  ✓ SIMDTypes
   2872.3 ms  ✓ OrderedCollections
   3096.3 ms  ✓ Preferences
   1898.7 ms  ✓ CompositionsBase
   1797.9 ms  ✓ FastPower
   1732.6 ms  ✓ IfElse
   2572.8 ms  ✓ DocStringExtensions
   1822.5 ms  ✓ CommonWorldInvalidations
   1810.5 ms  ✓ FastClosures
   2330.2 ms  ✓ ConstructionBase
   1840.4 ms  ✓ SciMLPublic
   2776.4 ms  ✓ CpuId
   3071.1 ms  ✓ EnzymeCore
   2533.8 ms  ✓ LoggingExtras
   2165.9 ms  ✓ StaticArraysCore
   8368.8 ms  ✓ ExproniconLite
   2276.8 ms  ✓ NaNMath
   1834.1 ms  ✓ FunctionWrappersWrappers
   2602.1 ms  ✓ RuntimeGeneratedFunctions
   2394.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2296.8 ms  ✓ Adapt
   2292.6 ms  ✓ Compat → CompatLinearAlgebraExt
   6177.9 ms  ✓ IrrationalConstants
   8405.5 ms  ✓ Distributed
   2102.7 ms  ✓ PrecompileTools
   2789.8 ms  ✓ JLLWrappers
   2400.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2467.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4597.9 ms  ✓ ThreadingUtilities
   2199.4 ms  ✓ DiffResults
   5170.1 ms  ✓ DifferentiationInterface
   2872.3 ms  ✓ SciMLLogging
  10329.2 ms  ✓ MacroTools
   2306.7 ms  ✓ GPUArraysCore
   2829.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  13489.8 ms  ✓ Test
   3003.5 ms  ✓ ArrayInterface
   2824.9 ms  ✓ EnzymeCore → AdaptExt
   3531.2 ms  ✓ LogExpFunctions
   3001.6 ms  ✓ IntelOpenMP_jll
   2963.3 ms  ✓ oneTBB_jll
   2494.5 ms  ✓ OpenSpecFun_jll
   7210.2 ms  ✓ DataStructures
   2470.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   9330.7 ms  ✓ TimerOutputs
   3918.6 ms  ✓ Static
   3598.3 ms  ✓ TruncatedStacktraces
