nice: cannot set niceness: Permission denied
Precompiling packages...
    423.6 ms  ✓ CommonSolve
    433.6 ms  ✓ Reexport
    616.7 ms  ✓ ConstructionBase
    508.3 ms  ✓ StaticArraysCore
    634.6 ms  ✓ Statistics
   1404.1 ms  ✓ IrrationalConstants
    485.0 ms  ✓ IfElse
    929.5 ms  ✓ SuiteSparse_jll
    743.5 ms  ✓ EnzymeCore
    523.2 ms  ✓ ManualMemory
    439.7 ms  ✓ CommonWorldInvalidations
    426.2 ms  ✓ Future
    872.0 ms  ✓ SciMLPublic
    444.8 ms  ✓ FastPower
    450.7 ms  ✓ CompositionsBase
    525.2 ms  ✓ InverseFunctions
    470.7 ms  ✓ MuladdMacro
    480.1 ms  ✓ EnumX
    668.2 ms  ✓ OpenLibm_jll
   2182.2 ms  ✓ ExproniconLite
    498.0 ms  ✓ ExprTools
    461.9 ms  ✓ ConcreteStructs
   1086.3 ms  ✓ FillArrays
    641.9 ms  ✓ OrderedCollections
    706.8 ms  ✓ ADTypes
    744.1 ms  ✓ Serialization
    747.7 ms  ✓ DocStringExtensions
    542.3 ms  ✓ FastClosures
    536.5 ms  ✓ SIMDTypes
    500.1 ms  ✓ IteratorInterfaceExtensions
   5667.7 ms  ✓ MacroTools
    750.2 ms  ✓ Requires
    741.3 ms  ✓ CpuId
   1267.6 ms  ✓ GenericSchur
    567.6 ms  ✓ LoggingExtras
    599.7 ms  ✓ Compat
   1390.1 ms  ✓ InteractiveUtils
    562.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    554.4 ms  ✓ DiffResults
    965.5 ms  ✓ LazyArtifacts
   3935.4 ms  ✓ FunctionWrappers
    441.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    460.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    555.0 ms  ✓ NaNMath
   2139.7 ms  ✓ Preferences
   1279.5 ms  ✓ ThreadingUtilities
    508.9 ms  ✓ FillArrays → FillArraysStatisticsExt
    411.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    416.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1106.5 ms  ✓ DifferentiationInterface
   2053.7 ms  ✓ Jieko
   1811.8 ms  ✓ DataStructures
