nice: cannot set niceness: Permission denied
Precompiling packages...
    418.0 ms  ✓ CommonSolve
    427.0 ms  ✓ Reexport
    562.0 ms  ✓ ConstructionBase
    506.0 ms  ✓ StaticArraysCore
    592.8 ms  ✓ Statistics
   1341.2 ms  ✓ IrrationalConstants
    886.6 ms  ✓ SuiteSparse_jll
    451.5 ms  ✓ IfElse
    765.5 ms  ✓ EnzymeCore
    511.1 ms  ✓ ManualMemory
    439.9 ms  ✓ CommonWorldInvalidations
    416.3 ms  ✓ Future
    863.8 ms  ✓ SciMLPublic
    439.4 ms  ✓ FastPower
    438.3 ms  ✓ CompositionsBase
    536.4 ms  ✓ InverseFunctions
    456.0 ms  ✓ MuladdMacro
    472.4 ms  ✓ EnumX
    639.1 ms  ✓ OpenLibm_jll
   2191.9 ms  ✓ ExproniconLite
    506.0 ms  ✓ ExprTools
    527.9 ms  ✓ ConcreteStructs
   1196.0 ms  ✓ FillArrays
    784.9 ms  ✓ OrderedCollections
   4750.8 ms  ✓ MacroTools
    825.9 ms  ✓ ADTypes
    773.7 ms  ✓ Serialization
    673.0 ms  ✓ DocStringExtensions
    466.8 ms  ✓ FastClosures
    450.9 ms  ✓ SIMDTypes
    440.7 ms  ✓ IteratorInterfaceExtensions
    721.8 ms  ✓ Requires
    729.0 ms  ✓ CpuId
   1213.0 ms  ✓ GenericSchur
    608.8 ms  ✓ LoggingExtras
    682.9 ms  ✓ Compat
   3137.5 ms  ✓ FunctionWrappers
   1487.7 ms  ✓ InteractiveUtils
    495.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    467.8 ms  ✓ DiffResults
    897.2 ms  ✓ LazyArtifacts
   1021.8 ms  ✓ TestEnv
    449.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    449.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1695.6 ms  ✓ Preferences
    559.4 ms  ✓ NaNMath
    482.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   1211.2 ms  ✓ ThreadingUtilities
    427.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    571.6 ms  ✓ CommonSubexpressions
    442.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2060.2 ms  ✓ Jieko
   1838.0 ms  ✓ DataStructures
   1137.6 ms  ✓ DifferentiationInterface
    455.4 ms  ✓ RuntimeGeneratedFunctions
    663.2 ms  ✓ LogExpFunctions
    537.5 ms  ✓ Adapt
    545.4 ms  ✓ Compat → CompatLinearAlgebraExt
    543.8 ms  ✓ FunctionWrappersWrappers
   2539.8 ms  ✓ Distributed
   4065.7 ms  ✓ TimerOutputs
    455.5 ms  ✓ PrecompileTools
    577.3 ms  ✓ JLLWrappers
   1671.5 ms  ✓ Setfield
    622.1 ms  ✓ SciMLLogging
    561.9 ms  ✓ TruncatedStacktraces
   4138.8 ms  ✓ SparseArrays
    420.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2577.6 ms  ✓ Accessors
    684.5 ms  ✓ ArrayInterface
    650.7 ms  ✓ GPUArraysCore
    421.3 ms  ✓ EnzymeCore → AdaptExt
   1390.6 ms  ✓ ChainRulesCore
   1963.4 ms  ✓ RecipesBase
    637.5 ms  ✓ OpenSpecFun_jll
   1359.4 ms  ✓ IntelOpenMP_jll
   8887.0 ms  ✓ Test
   1393.5 ms  ✓ oneTBB_jll
    585.5 ms  ✓ Statistics → SparseArraysExt
    747.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
    701.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    689.7 ms  ✓ Adapt → AdaptSparseArraysExt
  10695.6 ms  ✓ Moshi
    581.4 ms  ✓ Accessors → LinearAlgebraExt
    493.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    809.9 ms  ✓ MaybeInplace
    684.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    763.4 ms  ✓ SciMLStructures
   8231.4 ms  ✓ Krylov
   1166.5 ms  ✓ PreallocationTools
    542.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
  14599.7 ms  ✓ StaticArrays
    498.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    691.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    519.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    618.4 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    648.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    630.3 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    851.2 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1756.2 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    839.5 ms  ✓ Accessors → TestExt
  10231.9 ms  ✓ SparseMatrixColorings
   3387.1 ms  ✓ SpecialFunctions
   1569.4 ms  ✓ MKL_jll
   2944.2 ms  ✓ ReTestItems
    835.5 ms  ✓ FiniteDiff
    699.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    755.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1325.7 ms  ✓ SymbolicIndexingInterface
   2127.1 ms  ✓ SciMLOperators
    747.7 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    702.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    728.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    701.0 ms  ✓ Adapt → AdaptStaticArraysExt
    722.0 ms  ✓ Accessors → StaticArraysExt
    871.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1874.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1763.6 ms  ✓ FastGaussQuadrature
    819.1 ms  ✓ DiffRules
    720.8 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    720.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    641.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    566.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    761.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  25976.0 ms  ✓ Static
    459.2 ms  ✓ BitTwiddlingConvenienceFunctions
   1038.9 ms  ✓ CPUSummary
   3889.0 ms  ✓ RecursiveArrayTools
    671.0 ms  ✓ PolyesterWeave
    698.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3852.1 ms  ✓ ForwardDiff
    597.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    775.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    576.6 ms  ✓ FastPower → FastPowerForwardDiffExt
    600.1 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    703.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  11979.0 ms  ✓ ArrayLayouts
