nice: cannot set niceness: Permission denied
Precompiling packages...
   2030.6 ms  ✓ IteratorInterfaceExtensions
   2008.9 ms  ✓ CommonSolve
   2040.8 ms  ✓ ConcreteStructs
   2108.5 ms  ✓ LazyArtifacts
   2116.6 ms  ✓ MuladdMacro
   2126.0 ms  ✓ OpenLibm_jll
   2140.0 ms  ✓ ExprTools
   2299.5 ms  ✓ CompilerSupportLibraries_jll
   2477.6 ms  ✓ SuiteSparse_jll
   2531.1 ms  ✓ InverseFunctions
   3108.5 ms  ✓ ADTypes
   3954.6 ms  ✓ FunctionWrappers
   2000.0 ms  ✓ EnumX
   2124.1 ms  ✓ ManualMemory
   1908.2 ms  ✓ Reexport
   4323.4 ms  ✓ FillArrays
   1826.8 ms  ✓ SIMDTypes
   2299.5 ms  ✓ Requires
   2713.1 ms  ✓ Compat
   2909.0 ms  ✓ OrderedCollections
   5032.7 ms  ✓ GenericSchur
   2796.3 ms  ✓ DocStringExtensions
   3422.1 ms  ✓ Preferences
   1995.4 ms  ✓ CompositionsBase
   1803.7 ms  ✓ IfElse
   2033.5 ms  ✓ FastPower
   1907.6 ms  ✓ CommonWorldInvalidations
   2387.1 ms  ✓ ConstructionBase
   1914.0 ms  ✓ FastClosures
   1799.6 ms  ✓ SciMLPublic
   3307.0 ms  ✓ CpuId
   2714.9 ms  ✓ LoggingExtras
   3573.4 ms  ✓ EnzymeCore
   2689.2 ms  ✓ StaticArraysCore
   2324.5 ms  ✓ RuntimeGeneratedFunctions
   2883.3 ms  ✓ NaNMath
   2226.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   8727.6 ms  ✓ ExproniconLite
   8797.0 ms  ✓ Distributed
   2099.8 ms  ✓ FunctionWrappersWrappers
   5822.4 ms  ✓ IrrationalConstants
   2091.5 ms  ✓ Compat → CompatLinearAlgebraExt
   2474.9 ms  ✓ Adapt
   2097.6 ms  ✓ PrecompileTools
   2020.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2586.3 ms  ✓ JLLWrappers
   1981.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2168.5 ms  ✓ DiffResults
   2274.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   4530.0 ms  ✓ ThreadingUtilities
   2684.1 ms  ✓ SciMLLogging
   5106.1 ms  ✓ DifferentiationInterface
   9990.9 ms  ✓ MacroTools
   2475.4 ms  ✓ GPUArraysCore
   2492.2 ms  ✓ EnzymeCore → AdaptExt
   2882.2 ms  ✓ ArrayInterface
   3415.9 ms  ✓ LogExpFunctions
   3001.6 ms  ✓ IntelOpenMP_jll
   7804.9 ms  ✓ TimerOutputs
   2505.9 ms  ✓ oneTBB_jll
   2203.4 ms  ✓ TruncatedStacktraces
   2920.3 ms  ✓ OpenSpecFun_jll
   3925.5 ms  ✓ Static
   2223.7 ms  ✓ CommonSubexpressions
   1900.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7516.4 ms  ✓ DataStructures
   1998.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2171.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3195.8 ms  ✓ MaybeInplace
   2899.8 ms  ✓ SciMLStructures
   7304.3 ms  ✓ Jieko
   2274.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1995.2 ms  ✓ BitTwiddlingConvenienceFunctions
   6433.6 ms  ✓ RecipesBase
   2497.4 ms  ✓ MKL_jll
   4598.6 ms  ✓ Setfield
   3617.5 ms  ✓ PreallocationTools
   2522.7 ms  ✓ CPUSummary
   1223.3 ms  ✓ FiniteDiff
  12784.0 ms  ✓ SparseArrays
   6177.5 ms  ✓ Accessors
   3511.5 ms  ✓ StaticArrayInterface
ADTypesConstructionBaseExt Waiting for background task / IO / timer.
[pid 2511330] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0x2211bd50->0x73f4041d5510
This means that a package has started a background task or event source that has not finished running. For precompilation to complete successfully, the event source needs to be closed explicitly. See the developer documentation on fixing precompilation hangs for more help.
   2079.2 ms  ✓ PolyesterWeave
   2003.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2212.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2299.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2317.8 ms  ✓ Adapt → AdaptSparseArraysExt
   2506.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2085.9 ms  ✓ Accessors → LinearAlgebraExt
   2705.4 ms  ✓ Statistics
   1397.3 ms  ✓ CloseOpenIntervals
   1470.7 ms  ✓ LayoutPointers
   7801.2 ms  ✓ SpecialFunctions
   1403.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   1610.4 ms  ✓ StrideArraysCore
   2330.0 ms  ✓ SymbolicIndexingInterface
   1304.6 ms  ✓ DiffRules
   3027.0 ms  ✓ SciMLOperators
   1125.3 ms  ✓ Polyester
   1102.8 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1290.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1202.3 ms  ✓ FastBroadcast
  16772.6 ms  ✓ StaticArrays
FiniteDiffSparseArraysExt Waiting for background task / IO / timer.
[pid 2512250] waiting for IO to finish:
 Handle type        uv_handle_t->data
 timer              0xadad640->0x7008c8b75780
