nice: cannot set niceness: Permission denied
Precompiling packages...
    428.4 ms  ✓ CommonSolve
    454.4 ms  ✓ Reexport
    569.6 ms  ✓ ConstructionBase
    503.4 ms  ✓ StaticArraysCore
    595.5 ms  ✓ Statistics
   1360.3 ms  ✓ IrrationalConstants
    928.0 ms  ✓ SuiteSparse_jll
    476.4 ms  ✓ IfElse
    771.7 ms  ✓ EnzymeCore
    514.8 ms  ✓ ManualMemory
    433.7 ms  ✓ CommonWorldInvalidations
    433.3 ms  ✓ Future
    851.5 ms  ✓ SciMLPublic
    444.6 ms  ✓ FastPower
    462.2 ms  ✓ CompositionsBase
    522.0 ms  ✓ InverseFunctions
    460.3 ms  ✓ MuladdMacro
    471.5 ms  ✓ EnumX
    668.4 ms  ✓ OpenLibm_jll
   2179.8 ms  ✓ ExproniconLite
    476.7 ms  ✓ ExprTools
    448.0 ms  ✓ ConcreteStructs
   1081.4 ms  ✓ FillArrays
    637.3 ms  ✓ OrderedCollections
    709.3 ms  ✓ ADTypes
    773.1 ms  ✓ Serialization
    720.8 ms  ✓ DocStringExtensions
    568.4 ms  ✓ FastClosures
    529.4 ms  ✓ SIMDTypes
    520.1 ms  ✓ IteratorInterfaceExtensions
   5615.2 ms  ✓ MacroTools
    755.4 ms  ✓ Requires
    749.7 ms  ✓ CpuId
   1239.9 ms  ✓ GenericSchur
    549.1 ms  ✓ LoggingExtras
    588.3 ms  ✓ Compat
   1392.6 ms  ✓ InteractiveUtils
    552.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    528.7 ms  ✓ DiffResults
   3911.7 ms  ✓ FunctionWrappers
    993.8 ms  ✓ LazyArtifacts
    450.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    435.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    576.3 ms  ✓ NaNMath
   2142.9 ms  ✓ Preferences
   1255.0 ms  ✓ ThreadingUtilities
    520.5 ms  ✓ FillArrays → FillArraysStatisticsExt
    413.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    395.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1094.2 ms  ✓ DifferentiationInterface
   2068.8 ms  ✓ Jieko
   1823.0 ms  ✓ DataStructures
    462.0 ms  ✓ RuntimeGeneratedFunctions
    545.9 ms  ✓ CommonSubexpressions
    650.9 ms  ✓ LogExpFunctions
    536.9 ms  ✓ Compat → CompatLinearAlgebraExt
    585.8 ms  ✓ Adapt
    560.4 ms  ✓ FunctionWrappersWrappers
   2899.7 ms  ✓ Distributed
   4258.1 ms  ✓ TimerOutputs
    434.4 ms  ✓ PrecompileTools
    581.6 ms  ✓ JLLWrappers
   1790.1 ms  ✓ Setfield
    628.7 ms  ✓ SciMLLogging
    592.9 ms  ✓ TruncatedStacktraces
    441.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4490.4 ms  ✓ SparseArrays
    607.3 ms  ✓ ArrayInterface
   2630.7 ms  ✓ Accessors
    483.1 ms  ✓ EnzymeCore → AdaptExt
    691.5 ms  ✓ GPUArraysCore
   1524.6 ms  ✓ ChainRulesCore
    649.0 ms  ✓ OpenSpecFun_jll
   1143.4 ms  ✓ IntelOpenMP_jll
   2067.8 ms  ✓ RecipesBase
   1166.1 ms  ✓ oneTBB_jll
    568.2 ms  ✓ Statistics → SparseArraysExt
    657.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    589.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    567.3 ms  ✓ Adapt → AdaptSparseArraysExt
  10301.3 ms  ✓ Moshi
    420.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7134.9 ms  ✓ Krylov
    699.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    892.8 ms  ✓ MaybeInplace
    745.8 ms  ✓ SciMLStructures
    585.3 ms  ✓ Accessors → LinearAlgebraExt
   1583.4 ms  ✓ PreallocationTools
    504.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    515.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    830.9 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    701.3 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    631.8 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    683.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    608.6 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1866.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  15780.3 ms  ✓ StaticArrays
  10514.4 ms  ✓ SparseMatrixColorings
    835.7 ms  ✓ FiniteDiff
   1580.2 ms  ✓ MKL_jll
    698.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3298.2 ms  ✓ SpecialFunctions
   1242.4 ms  ✓ SymbolicIndexingInterface
    728.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1992.0 ms  ✓ SciMLOperators
    736.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    738.3 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    805.7 ms  ✓ FillArrays → FillArraysStaticArraysExt
    760.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    720.3 ms  ✓ Adapt → AdaptStaticArraysExt
    744.0 ms  ✓ Accessors → StaticArraysExt
    897.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    696.7 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
