nice: cannot set niceness: Permission denied
Precompiling packages...
   1565.2 ms  ✓ UUIDs
   1586.0 ms  ✓ nghttp2_jll
   1599.8 ms  ✓ Logging
   1592.8 ms  ✓ Zlib_jll
   1674.2 ms  ✓ MozillaCACerts_jll
   1706.0 ms  ✓ OpenSSL_jll
   1678.6 ms  ✓ CompilerSupportLibraries_jll
   1706.2 ms  ✓ Unicode
   1744.1 ms  ✓ NetworkOptions
   1785.3 ms  ✓ Base64
    476.2 ms  ✓ LibSSH2_jll
    547.5 ms  ✓ p7zip_jll
    666.6 ms  ✓ Printf
    464.1 ms  ✓ LibCURL_jll
    476.8 ms  ✓ LibGit2_jll
   3186.2 ms  ✓ ArgTools
    770.5 ms  ✓ LibCURL
    635.3 ms  ✓ Tar
   2957.7 ms  ✓ Dates
   2967.7 ms  ✓ LibGit2
    447.0 ms  ✓ TOML
   2995.1 ms  ✓ Downloads
   9252.1 ms  ✓ StyledStrings
   1683.5 ms  ✓ JuliaSyntaxHighlighting
   3749.8 ms  ✓ Markdown
  46360.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2486.3 ms  ✓ IteratorInterfaceExtensions
   2587.5 ms  ✓ Future
   2672.9 ms  ✓ OpenLibm_jll
   2671.6 ms  ✓ CommonSolve
   2699.5 ms  ✓ ConcreteStructs
   2801.0 ms  ✓ ExprTools
   2983.5 ms  ✓ MuladdMacro
   3172.3 ms  ✓ SuiteSparse_jll
   3279.4 ms  ✓ InverseFunctions
   3587.8 ms  ✓ Statistics
   4100.7 ms  ✓ ADTypes
   4187.9 ms  ✓ Serialization
   2487.1 ms  ✓ SIMDTypes
   2904.0 ms  ✓ ManualMemory
   2752.8 ms  ✓ Reexport
   2803.5 ms  ✓ EnumX
   5678.1 ms  ✓ FillArrays
   2661.7 ms  ✓ CompositionsBase
   2793.5 ms  ✓ FastPower
   3715.3 ms  ✓ DocStringExtensions
   2690.3 ms  ✓ IfElse
   4770.7 ms  ✓ Requires
   2500.5 ms  ✓ CommonWorldInvalidations
   3894.1 ms  ✓ EnzymeCore
   2631.1 ms  ✓ FastClosures
   2810.5 ms  ✓ StaticArraysCore
   3699.2 ms  ✓ SciMLPublic
   3182.1 ms  ✓ LoggingExtras
  10981.0 ms  ✓ FunctionWrappers
   3747.0 ms  ✓ Preferences
   4492.4 ms  ✓ CpuId
   2399.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6299.4 ms  ✓ GenericSchur
  10194.0 ms  ✓ OrderedCollections
   5408.4 ms  ✓ LazyArtifacts
   5888.6 ms  ✓ TestEnv
   9096.3 ms  ✓ ConstructionBase
   2606.5 ms  ✓ FillArrays → FillArraysStatisticsExt
   2485.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  16203.0 ms  ✓ ExproniconLite
   2815.9 ms  ✓ Adapt
   2402.2 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  13698.3 ms  ✓ IrrationalConstants
   9306.0 ms  ✓ NaNMath
  10392.7 ms  ✓ Compat
   2996.8 ms  ✓ DiffResults
   3013.2 ms  ✓ FunctionWrappersWrappers
   3197.2 ms  ✓ JLLWrappers
   2782.1 ms  ✓ PrecompileTools
  19859.7 ms  ✓ MacroTools
  13687.6 ms  ✓ InteractiveUtils
   3713.5 ms  ✓ SciMLLogging
   3302.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9310.1 ms  ✓ RuntimeGeneratedFunctions
   3013.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2598.2 ms  ✓ EnzymeCore → AdaptExt
   3295.6 ms  ✓ GPUArraysCore
   2602.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3599.7 ms  ✓ LogExpFunctions
  11242.5 ms  ✓ ThreadingUtilities
  12522.4 ms  ✓ DifferentiationInterface
   3600.1 ms  ✓ OpenSpecFun_jll
   3206.6 ms  ✓ TruncatedStacktraces
   3715.9 ms  ✓ CommonSubexpressions
   6898.4 ms  ✓ IntelOpenMP_jll
   6998.0 ms  ✓ oneTBB_jll
  11208.2 ms  ✓ DataStructures
  10011.5 ms  ✓ Jieko
   2681.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  20304.1 ms  ✓ TimerOutputs
  18390.6 ms  ✓ Distributed
  11093.7 ms  ✓ ArrayInterface
   6877.5 ms  ✓ Setfield
