nice: cannot set niceness: Permission denied
Precompiling packages...
   1572.7 ms  ✓ nghttp2_jll
   1574.1 ms  ✓ MozillaCACerts_jll
   1665.2 ms  ✓ UUIDs
   1672.9 ms  ✓ Logging
   1733.7 ms  ✓ OpenSSL_jll
   1730.9 ms  ✓ Zlib_jll
   1776.5 ms  ✓ NetworkOptions
   1776.0 ms  ✓ Unicode
   1804.6 ms  ✓ CompilerSupportLibraries_jll
   1859.1 ms  ✓ Base64
    520.0 ms  ✓ LibSSH2_jll
    586.9 ms  ✓ p7zip_jll
    682.3 ms  ✓ Printf
    475.1 ms  ✓ LibCURL_jll
    499.7 ms  ✓ LibGit2_jll
   3308.6 ms  ✓ ArgTools
    780.3 ms  ✓ LibCURL
    655.5 ms  ✓ Tar
   2971.9 ms  ✓ Dates
   3033.2 ms  ✓ LibGit2
    472.2 ms  ✓ TOML
   2986.2 ms  ✓ Downloads
   9583.8 ms  ✓ StyledStrings
   1767.5 ms  ✓ JuliaSyntaxHighlighting
   3947.3 ms  ✓ Markdown
  47898.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2498.6 ms  ✓ Future
   2688.7 ms  ✓ IteratorInterfaceExtensions
   2709.0 ms  ✓ ConcreteStructs
   2699.0 ms  ✓ CommonSolve
   2786.4 ms  ✓ OpenLibm_jll
   2795.9 ms  ✓ ExprTools
   2775.8 ms  ✓ Reexport
   2987.6 ms  ✓ InverseFunctions
   2979.3 ms  ✓ EnumX
   3177.8 ms  ✓ SuiteSparse_jll
   3690.7 ms  ✓ Statistics
   4272.6 ms  ✓ Serialization
   4403.0 ms  ✓ ADTypes
   2601.3 ms  ✓ FastPower
   2504.0 ms  ✓ FastClosures
   2324.3 ms  ✓ SciMLPublic
   2999.6 ms  ✓ CompositionsBase
   3389.1 ms  ✓ DocStringExtensions
   3182.5 ms  ✓ Adapt
   3619.6 ms  ✓ EnzymeCore
   2793.1 ms  ✓ StaticArraysCore
   2714.2 ms  ✓ BinaryHeaps
   3507.4 ms  ✓ LoggingExtras
   5170.1 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2705.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   4119.2 ms  ✓ Preferences
  10489.5 ms  ✓ OrderedCollections
   5487.0 ms  ✓ LazyArtifacts
  11299.0 ms  ✓ FunctionWrappers
   2685.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10297.8 ms  ✓ ConstructionBase
   2307.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2408.9 ms  ✓ EnzymeCore → AdaptExt
   3496.0 ms  ✓ GPUArraysCore
   3212.2 ms  ✓ DiffResults
   9310.8 ms  ✓ NaNMath
  10595.8 ms  ✓ Compat
   2593.7 ms  ✓ PrecompileTools
   3205.6 ms  ✓ JLLWrappers
  14302.1 ms  ✓ IrrationalConstants
   3399.5 ms  ✓ SciMLLogging
   9101.6 ms  ✓ RuntimeGeneratedFunctions
   2584.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2809.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  19085.4 ms  ✓ MacroTools
   3090.4 ms  ✓ Compat → CompatLinearAlgebraExt
  14089.6 ms  ✓ InteractiveUtils
  11237.2 ms  ✓ DifferentiationInterface
  10093.3 ms  ✓ ArrayInterface
   4703.9 ms  ✓ MuladdMacro
   3887.3 ms  ✓ OpenSpecFun_jll
   3699.7 ms  ✓ LogExpFunctions
   2688.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3003.3 ms  ✓ CommonSubexpressions
   3305.3 ms  ✓ TruncatedStacktraces
   8912.2 ms  ✓ DataStructures
   3494.7 ms  ✓ MaybeInplace
   6394.3 ms  ✓ IntelOpenMP_jll
   2601.1 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6991.9 ms  ✓ oneTBB_jll
  17599.3 ms  ✓ Distributed
   2812.0 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3310.1 ms  ✓ FastBroadcast
   8898.4 ms  ✓ RecipesBase
   2500.0 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  19308.6 ms  ✓ TimerOutputs
   6416.4 ms  ✓ Setfield
   1217.3 ms  ✓ FiniteDiff
   4995.2 ms  ✓ PreallocationTools
   3102.3 ms  ✓ MKL_jll
  20423.1 ms  ✓ SparseArrays
   5313.8 ms  ✓ SciMLStructures
   1075.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2484.7 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2790.0 ms  ✓ Adapt → AdaptSparseArraysExt
   2780.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2851.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2869.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2984.2 ms  ✓ Statistics → SparseArraysExt
   7224.2 ms  ✓ FunctionWrappersWrappers
   3261.7 ms  ✓ AMD
  11670.4 ms  ✓ Accessors
   8016.0 ms  ✓ SpecialFunctions
    648.4 ms  ✓ Accessors → LinearAlgebraExt
    871.6 ms  ✓ DiffRules
   3212.4 ms  ✓ SymbolicIndexingInterface
   4020.4 ms  ✓ SciMLOperators
   1269.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1867.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  12277.3 ms  ✓ SparseMatrixColorings
  10806.5 ms  ✓ ForwardDiff
   3500.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  15921.6 ms  ✓ SparseColumnPivotedQR
   1064.3 ms  ✓ FastPower → FastPowerForwardDiffExt
  16399.6 ms  ✓ Krylov
    789.8 ms  ✓ SparseColumnPivotedQR → SparseColumnPivotedQRAMDExt
   1625.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   2162.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  10982.5 ms  ✓ RecursiveArrayTools
    540.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    539.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
    604.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    710.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
  12162.2 ms  ✓ SciMLBase
