nice: cannot set niceness: Permission denied
Precompiling packages...
    440.8 ms  ✓ Reexport
    436.8 ms  ✓ CommonSolve
    580.8 ms  ✓ ConstructionBase
    509.7 ms  ✓ StaticArraysCore
    615.0 ms  ✓ Statistics
   1330.1 ms  ✓ IrrationalConstants
    490.8 ms  ✓ IfElse
   1037.9 ms  ✓ SuiteSparse_jll
    744.7 ms  ✓ EnzymeCore
    535.8 ms  ✓ ManualMemory
    465.8 ms  ✓ CommonWorldInvalidations
    456.7 ms  ✓ Future
    887.8 ms  ✓ SciMLPublic
    453.8 ms  ✓ FastPower
    558.7 ms  ✓ InverseFunctions
    463.9 ms  ✓ CompositionsBase
    463.8 ms  ✓ MuladdMacro
    488.6 ms  ✓ EnumX
    783.9 ms  ✓ OpenLibm_jll
   2233.9 ms  ✓ ExproniconLite
    499.1 ms  ✓ ExprTools
    488.7 ms  ✓ ConcreteStructs
   1135.6 ms  ✓ FillArrays
    692.0 ms  ✓ OrderedCollections
    793.9 ms  ✓ ADTypes
    763.4 ms  ✓ Serialization
    773.5 ms  ✓ DocStringExtensions
   5487.8 ms  ✓ MacroTools
    560.7 ms  ✓ FastClosures
    559.5 ms  ✓ SIMDTypes
    477.8 ms  ✓ IteratorInterfaceExtensions
    757.0 ms  ✓ Requires
    778.5 ms  ✓ CpuId
   1202.2 ms  ✓ GenericSchur
    585.7 ms  ✓ LoggingExtras
    612.5 ms  ✓ Compat
   1401.0 ms  ✓ InteractiveUtils
    466.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    550.8 ms  ✓ DiffResults
    967.9 ms  ✓ LazyArtifacts
   4048.7 ms  ✓ FunctionWrappers
    467.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    452.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    562.8 ms  ✓ NaNMath
   1253.0 ms  ✓ ThreadingUtilities
    505.6 ms  ✓ FillArrays → FillArraysStatisticsExt
   2364.3 ms  ✓ Preferences
