nice: cannot set niceness: Permission denied
Precompiling packages...
   1874.6 ms  ✓ LazyArtifacts
   1944.2 ms  ✓ ConcreteStructs
   1942.3 ms  ✓ IteratorInterfaceExtensions
   1937.7 ms  ✓ CommonSolve
   1986.4 ms  ✓ MuladdMacro
   2074.2 ms  ✓ ExprTools
   2045.9 ms  ✓ CompilerSupportLibraries_jll
   2075.2 ms  ✓ OpenLibm_jll
   2239.2 ms  ✓ SuiteSparse_jll
   2361.9 ms  ✓ InverseFunctions
   3077.7 ms  ✓ ADTypes
   3723.1 ms  ✓ FunctionWrappers
   1908.1 ms  ✓ ManualMemory
   1887.1 ms  ✓ Reexport
   1806.1 ms  ✓ SIMDTypes
   2080.7 ms  ✓ RuntimeGeneratedFunctions
   2201.5 ms  ✓ Requires
   4469.4 ms  ✓ FillArrays
   2515.3 ms  ✓ Compat
   2957.9 ms  ✓ OrderedCollections
   2707.9 ms  ✓ DocStringExtensions
   3217.2 ms  ✓ Preferences
   5264.3 ms  ✓ GenericSchur
   1807.0 ms  ✓ CompositionsBase
   1905.6 ms  ✓ FastPower
   1882.4 ms  ✓ IfElse
   1804.7 ms  ✓ CommonWorldInvalidations
   1990.5 ms  ✓ FastClosures
   2298.7 ms  ✓ ConstructionBase
   1879.9 ms  ✓ SciMLPublic
   3200.1 ms  ✓ CpuId
   3302.5 ms  ✓ EnzymeCore
   2178.7 ms  ✓ EnumX
   2732.7 ms  ✓ LoggingExtras
   2500.6 ms  ✓ StaticArraysCore
   2301.8 ms  ✓ NaNMath
   8267.6 ms  ✓ ExproniconLite
   8330.4 ms  ✓ Distributed
   1898.1 ms  ✓ FunctionWrappersWrappers
   5686.5 ms  ✓ IrrationalConstants
   2562.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1999.0 ms  ✓ Compat → CompatLinearAlgebraExt
   2405.5 ms  ✓ Adapt
   2099.2 ms  ✓ PrecompileTools
   1904.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2308.6 ms  ✓ JLLWrappers
   2297.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2298.8 ms  ✓ DiffResults
   2803.6 ms  ✓ SciMLLogging
   4221.8 ms  ✓ ThreadingUtilities
   4992.3 ms  ✓ DifferentiationInterface
   2099.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  10132.7 ms  ✓ MacroTools
   2188.3 ms  ✓ EnzymeCore → AdaptExt
   3439.4 ms  ✓ LogExpFunctions
   2587.2 ms  ✓ GPUArraysCore
   3193.5 ms  ✓ ArrayInterface
   8406.9 ms  ✓ TimerOutputs
   2561.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   3059.3 ms  ✓ oneTBB_jll
   2398.9 ms  ✓ TruncatedStacktraces
   2390.2 ms  ✓ CommonSubexpressions
   3064.4 ms  ✓ OpenSpecFun_jll
   4077.4 ms  ✓ Static
   7714.7 ms  ✓ DataStructures
   3913.8 ms  ✓ IntelOpenMP_jll
   6093.5 ms  ✓ ChainRulesCore
   2001.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2227.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7502.3 ms  ✓ Jieko
   2386.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2500.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   6601.3 ms  ✓ RecipesBase
   2063.9 ms  ✓ BitTwiddlingConvenienceFunctions
   5009.1 ms  ✓ Setfield
   3240.6 ms  ✓ MaybeInplace
   2640.3 ms  ✓ SciMLStructures
   1997.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2789.8 ms  ✓ MKL_jll
   1905.9 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   1608.6 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3416.4 ms  ✓ CPUSummary
   2189.4 ms  ✓ FiniteDiff
   1502.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   4096.2 ms  ✓ StaticArrayInterface
   4628.2 ms  ✓ PreallocationTools
  14238.8 ms  ✓ SparseArrays
   7798.1 ms  ✓ Accessors
   2282.0 ms  ✓ PolyesterWeave
   1905.9 ms  ✓ CloseOpenIntervals
   4601.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2016.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2205.9 ms  ✓ LayoutPointers
   2056.7 ms  ✓ Adapt → AdaptSparseArraysExt
   2103.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2301.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2493.2 ms  ✓ Statistics
   2508.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2069.6 ms  ✓ Accessors → LinearAlgebraExt
   1706.1 ms  ✓ NLSolversBase
   1341.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   8931.7 ms  ✓ SpecialFunctions
   2287.3 ms  ✓ StrideArraysCore
   1691.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   1678.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1895.8 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2194.4 ms  ✓ LineSearches
   1596.2 ms  ✓ Polyester
   3310.9 ms  ✓ SymbolicIndexingInterface
   1992.5 ms  ✓ DiffRules
   4235.0 ms  ✓ SciMLOperators
   1396.8 ms  ✓ FastBroadcast
   3516.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1006.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1209.6 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
