nice: cannot set niceness: Permission denied
Precompiling packages...
    407.4 ms  ✓ CommonSolve
    415.3 ms  ✓ Reexport
    522.1 ms  ✓ ConstructionBase
    509.1 ms  ✓ StaticArraysCore
    604.4 ms  ✓ Statistics
   1304.7 ms  ✓ IrrationalConstants
    911.5 ms  ✓ SuiteSparse_jll
    509.1 ms  ✓ BinaryHeaps
    755.2 ms  ✓ EnzymeCore
    523.2 ms  ✓ Adapt
    464.8 ms  ✓ SciMLPublic
    439.3 ms  ✓ Future
    921.5 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
    431.1 ms  ✓ FastPower
    572.6 ms  ✓ InverseFunctions
    463.4 ms  ✓ CompositionsBase
    481.6 ms  ✓ EnumX
    447.8 ms  ✓ ConcreteStructs
    472.7 ms  ✓ ExprTools
    645.3 ms  ✓ OpenLibm_jll
    666.6 ms  ✓ OrderedCollections
    682.9 ms  ✓ ADTypes
    590.8 ms  ✓ DocStringExtensions
    452.1 ms  ✓ FastClosures
    409.1 ms  ✓ IteratorInterfaceExtensions
    715.1 ms  ✓ LoggingExtras
   5528.2 ms  ✓ MacroTools
   1420.7 ms  ✓ InteractiveUtils
    629.0 ms  ✓ Compat
    480.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   1124.9 ms  ✓ LazyArtifacts
    606.5 ms  ✓ DiffResults
   3834.3 ms  ✓ FunctionWrappers
   4187.7 ms  ✓ TimerOutputs
    475.9 ms  ✓ EnzymeCore → AdaptExt
    705.1 ms  ✓ ArrayInterface
    627.5 ms  ✓ GPUArraysCore
    536.4 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    427.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    551.4 ms  ✓ NaNMath
   2533.9 ms  ✓ Preferences
    690.2 ms  ✓ Serialization
    439.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    395.9 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
    615.7 ms  ✓ LogExpFunctions
    550.0 ms  ✓ CommonSubexpressions
    431.1 ms  ✓ Compat → CompatLinearAlgebraExt
   1044.7 ms  ✓ DifferentiationInterface
    402.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    578.4 ms  ✓ FastBroadcast
   1808.5 ms  ✓ DataStructures
    435.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    775.5 ms  ✓ MaybeInplace
   1479.2 ms  ✓ Setfield
    763.0 ms  ✓ PrecompileTools
    841.1 ms  ✓ JLLWrappers
    886.0 ms  ✓ SciMLLogging
    755.8 ms  ✓ TruncatedStacktraces
    465.0 ms  ✓ RuntimeGeneratedFunctions
    425.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
    443.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2667.9 ms  ✓ Accessors
    775.0 ms  ✓ FiniteDiff
   2628.2 ms  ✓ Distributed
    924.6 ms  ✓ SciMLStructures
    873.5 ms  ✓ OpenSpecFun_jll
   2408.4 ms  ✓ RecipesBase
   1475.7 ms  ✓ PreallocationTools
   4375.9 ms  ✓ SparseArrays
   1437.8 ms  ✓ IntelOpenMP_jll
   4071.8 ms  ✓ MuladdMacro
    665.7 ms  ✓ Accessors → LinearAlgebraExt
   1461.8 ms  ✓ oneTBB_jll
    555.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    784.0 ms  ✓ AMD
    605.0 ms  ✓ Statistics → SparseArraysExt
    605.4 ms  ✓ Adapt → AdaptSparseArraysExt
    600.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    599.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    628.6 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2588.9 ms  ✓ SpecialFunctions
   4300.3 ms  ✓ FunctionWrappersWrappers
    705.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1804.2 ms  ✓ SciMLOperators
   1158.2 ms  ✓ SymbolicIndexingInterface
   6836.7 ms  ✓ Krylov
    616.2 ms  ✓ DiffRules
   1396.7 ms  ✓ MKL_jll
    645.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   9312.8 ms  ✓ SparseMatrixColorings
    905.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   4993.5 ms  ✓ ForwardDiff
    787.2 ms  ✓ FastPower → FastPowerForwardDiffExt
   1277.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1073.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   6246.1 ms  ✓ RecursiveArrayTools
  12848.5 ms  ✓ SparseColumnPivotedQR
    665.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
