nice: cannot set niceness: Permission denied
Precompiling packages...
   1906.6 ms  ✓ nghttp2_jll
   1896.1 ms  ✓ Zlib_jll
   1980.5 ms  ✓ MozillaCACerts_jll
   1986.7 ms  ✓ Logging
   2018.5 ms  ✓ NetworkOptions
   2025.0 ms  ✓ Unicode
   2122.3 ms  ✓ OpenSSL_jll
   2111.1 ms  ✓ CompilerSupportLibraries_jll
   2207.5 ms  ✓ UUIDs
   2188.9 ms  ✓ Base64
    641.1 ms  ✓ LibSSH2_jll
   1001.6 ms  ✓ Printf
    975.1 ms  ✓ p7zip_jll
    674.6 ms  ✓ LibCURL_jll
    709.6 ms  ✓ LibGit2_jll
   4409.4 ms  ✓ ArgTools
   1092.2 ms  ✓ LibCURL
    959.2 ms  ✓ Tar
   4062.5 ms  ✓ Dates
    573.1 ms  ✓ TOML
   4362.2 ms  ✓ LibGit2
   4713.9 ms  ✓ Downloads
  13614.9 ms  ✓ StyledStrings
   2288.6 ms  ✓ JuliaSyntaxHighlighting
   5648.1 ms  ✓ Markdown
  78372.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 100 seconds
Precompiling packages...
   1897.5 ms  ✓ IteratorInterfaceExtensions
   2022.4 ms  ✓ ExprTools
   2326.9 ms  ✓ Future
   2437.4 ms  ✓ MuladdMacro
   2571.3 ms  ✓ OpenLibm_jll
   2942.9 ms  ✓ InverseFunctions
   3099.5 ms  ✓ Statistics
   3527.0 ms  ✓ ConcreteStructs
   3642.7 ms  ✓ SuiteSparse_jll
   3661.8 ms  ✓ CommonSolve
   4005.6 ms  ✓ FillArrays
   4311.8 ms  ✓ ADTypes
   2175.9 ms  ✓ EnumX
   2808.0 ms  ✓ ManualMemory
   5179.9 ms  ✓ Serialization
   2093.0 ms  ✓ SIMDTypes
   1829.1 ms  ✓ CompositionsBase
   3215.1 ms  ✓ Reexport
   2382.9 ms  ✓ IfElse
   2815.6 ms  ✓ FastPower
   3613.0 ms  ✓ DocStringExtensions
   2289.7 ms  ✓ CommonWorldInvalidations
   2404.1 ms  ✓ FastClosures
   3084.1 ms  ✓ SciMLPublic
   4303.6 ms  ✓ EnzymeCore
   6087.0 ms  ✓ Requires
   3589.2 ms  ✓ StaticArraysCore
   3210.6 ms  ✓ Preferences
   4013.6 ms  ✓ LoggingExtras
   4095.8 ms  ✓ CpuId
   9515.1 ms  ✓ OrderedCollections
   2818.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   6699.2 ms  ✓ GenericSchur
   2325.1 ms  ✓ FillArrays → FillArraysStatisticsExt
  13710.8 ms  ✓ FunctionWrappers
   9432.2 ms  ✓ ConstructionBase
   5995.0 ms  ✓ LazyArtifacts
   2799.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  15899.7 ms  ✓ ExproniconLite
   2939.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   3279.8 ms  ✓ Adapt
   3436.7 ms  ✓ DiffResults
   2887.3 ms  ✓ JLLWrappers
  14798.6 ms  ✓ IrrationalConstants
  10035.8 ms  ✓ NaNMath
  18489.5 ms  ✓ MacroTools
   2924.1 ms  ✓ PrecompileTools
  12696.5 ms  ✓ Compat
   2087.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3894.0 ms  ✓ SciMLLogging
   2891.1 ms  ✓ FunctionWrappersWrappers
   2494.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  15104.4 ms  ✓ InteractiveUtils
   9388.0 ms  ✓ RuntimeGeneratedFunctions
   2007.9 ms  ✓ Compat → CompatLinearAlgebraExt
   4082.9 ms  ✓ GPUArraysCore
   2689.3 ms  ✓ EnzymeCore → AdaptExt
  12715.3 ms  ✓ ThreadingUtilities
  13084.2 ms  ✓ DifferentiationInterface
   3323.3 ms  ✓ LogExpFunctions
   4790.3 ms  ✓ OpenSpecFun_jll
   3603.7 ms  ✓ CommonSubexpressions
   9698.9 ms  ✓ ArrayInterface
   8469.7 ms  ✓ oneTBB_jll
   5463.7 ms  ✓ TruncatedStacktraces
   4304.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
  12663.8 ms  ✓ DataStructures
  11670.3 ms  ✓ Jieko
   1806.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  22357.2 ms  ✓ TimerOutputs
  19364.5 ms  ✓ Distributed
   8616.2 ms  ✓ IntelOpenMP_jll
   9383.3 ms  ✓ RecipesBase
   1938.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2281.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   8584.9 ms  ✓ Setfield
   3009.9 ms  ✓ MaybeInplace
   2460.9 ms  ✓ FiniteDiff
   4980.0 ms  ✓ PreallocationTools
   4917.7 ms  ✓ MKL_jll
   1846.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   7596.9 ms  ✓ SciMLStructures
  14181.1 ms  ✓ Accessors
  12693.5 ms  ✓ ChainRulesCore
  26603.1 ms  ✓ SparseArrays
  10811.3 ms  ✓ SpecialFunctions
   1996.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2081.4 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2820.3 ms  ✓ Accessors → LinearAlgebraExt
   2641.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3011.1 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   3233.6 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2498.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3691.5 ms  ✓ Statistics → SparseArraysExt
   4818.3 ms  ✓ Adapt → AdaptSparseArraysExt
   3536.9 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3888.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   4002.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   9089.6 ms  ✓ NLSolversBase
   4387.2 ms  ✓ DiffRules
   8579.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  26814.9 ms  ✓ Static
   8706.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
  10403.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   1864.5 ms  ✓ BitTwiddlingConvenienceFunctions
  10094.3 ms  ✓ SymbolicIndexingInterface
   4472.3 ms  ✓ CPUSummary
   9092.9 ms  ✓ LineSearches
  12666.2 ms  ✓ SciMLOperators
   2688.1 ms  ✓ PolyesterWeave
   1914.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   2793.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  37925.7 ms  ✓ StaticArrays
   2709.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3049.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3377.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3993.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4254.8 ms  ✓ Accessors → StaticArraysExt
   4546.8 ms  ✓ Adapt → AdaptStaticArraysExt
   4770.5 ms  ✓ FillArrays → FillArraysStaticArraysExt
  28784.3 ms  ✓ SparseMatrixColorings
   7988.0 ms  ✓ FastGaussQuadrature
  22114.0 ms  ✓ ForwardDiff
  30686.5 ms  ✓ Krylov
  10182.0 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3616.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   2895.6 ms  ✓ FastPower → FastPowerForwardDiffExt
   4080.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  43617.0 ms  ✓ Moshi
   7272.0 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  24606.0 ms  ✓ RecursiveArrayTools
   9596.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   1427.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1500.3 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  28987.5 ms  ✓ StaticArrayInterface
   1686.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
    896.3 ms  ✓ CloseOpenIntervals
    955.1 ms  ✓ LayoutPointers
   1026.8 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   1031.9 ms  ✓ StrideArraysCore
   1084.2 ms  ✓ Polyester
    899.9 ms  ✓ FastBroadcast
    765.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
  16734.7 ms  ✓ SciMLBase
  52617.7 ms  ✓ ExponentialUtilities
   1644.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1745.1 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   2734.2 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   2385.3 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   4483.3 ms  ✓ SciMLJacobianOperators
   5345.6 ms  ✓ LineSearch
  12197.4 ms  ✓ LinearSolve
   2471.7 ms  ✓ LineSearch → LineSearchLineSearchesExt
  11376.2 ms  ✓ NonlinearSolveBase
   3676.4 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   3484.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   3612.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   7287.6 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   3853.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   4206.0 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
   4291.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
   5852.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
   3705.9 ms  ✓ LinearSolve → LinearSolveEnzymeExt
   7594.4 ms  ✓ BracketingNonlinearSolve
   2130.6 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2477.2 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
   5277.3 ms  ✓ DiffEqBase
   3236.3 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   3661.9 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   3751.2 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
  15513.9 ms  ✓ NonlinearSolveSpectralMethods
   1943.9 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   9671.8 ms  ✓ OrdinaryDiffEqCore
   9744.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreSparseArraysExt
  12525.7 ms  ✓ OrdinaryDiffEqFunctionMap
  26883.8 ms  ✓ SimpleNonlinearSolve
  14209.1 ms  ✓ OrdinaryDiffEqSymplecticRK
  15401.6 ms  ✓ OrdinaryDiffEqFeagin
  16945.2 ms  ✓ OrdinaryDiffEqExplicitRK
  16974.3 ms  ✓ OrdinaryDiffEqPRK
  17556.3 ms  ✓ OrdinaryDiffEqStabilizedRK
  17872.9 ms  ✓ OrdinaryDiffEqRKN
  18047.2 ms  ✓ OrdinaryDiffEqSSPRK
  19441.7 ms  ✓ OrdinaryDiffEqLowOrderRK
  19760.6 ms  ✓ OrdinaryDiffEqHighOrderRK
  11021.3 ms  ✓ OrdinaryDiffEqQPRK
   6098.9 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
  43831.2 ms  ✓ NonlinearSolveQuasiNewton
  13308.8 ms  ✓ OrdinaryDiffEqLinear
  15896.8 ms  ✓ OrdinaryDiffEqLowStorageRK
  28637.9 ms  ✓ OrdinaryDiffEqTsit5
   9331.8 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
  17234.4 ms  ✓ OrdinaryDiffEqDifferentiation
   4661.6 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
   3268.8 ms  ✓ OrdinaryDiffEqNordsieck
   3012.6 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
   6938.2 ms  ✓ OrdinaryDiffEqExponentialRK
   7941.9 ms  ✓ OrdinaryDiffEqExtrapolation
  67441.2 ms  ✓ NonlinearSolveFirstOrder
  62404.5 ms  ✓ OrdinaryDiffEqVerner
  34936.1 ms  ✓ OrdinaryDiffEqRosenbrock
  23119.3 ms  ✓ NonlinearSolve
   4854.0 ms  ✓ OrdinaryDiffEqNonlinearSolve
   5627.8 ms  ✓ OrdinaryDiffEqStabilizedIRK
   5899.3 ms  ✓ OrdinaryDiffEqIMEXMultistep
   6266.4 ms  ✓ OrdinaryDiffEqPDIRK
   7404.1 ms  ✓ OrdinaryDiffEqSDIRK
  13131.0 ms  ✓ OrdinaryDiffEqBDF
  26086.2 ms  ✓ OrdinaryDiffEqFIRK
  28547.0 ms  ✓ OrdinaryDiffEqDefault
   4331.6 ms  ✓ OrdinaryDiffEq
  211 dependencies successfully precompiled in 268 seconds. 26 already precompiled.
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +1.12.5 --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 1140.71
	System time (seconds): 67.16
	Percent of CPU this job got: 327%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 6:08.57
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 2191512
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 971
	Minor (reclaiming a frame) page faults: 15655660
	Voluntary context switches: 35388
	Involuntary context switches: 132351
	Swaps: 0
	File system inputs: 80
	File system outputs: 1575896
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
