nice: cannot set niceness: Permission denied
Precompiling packages...
    418.1 ms  ✓ CommonSolve
    425.4 ms  ✓ Reexport
    558.7 ms  ✓ ConstructionBase
    506.3 ms  ✓ StaticArraysCore
    595.4 ms  ✓ Statistics
   1352.5 ms  ✓ IrrationalConstants
    906.4 ms  ✓ SuiteSparse_jll
    458.2 ms  ✓ IfElse
    753.5 ms  ✓ EnzymeCore
    517.7 ms  ✓ ManualMemory
    441.0 ms  ✓ CommonWorldInvalidations
    434.9 ms  ✓ Future
    880.4 ms  ✓ SciMLPublic
    436.3 ms  ✓ FastPower
    445.9 ms  ✓ CompositionsBase
    527.1 ms  ✓ InverseFunctions
    459.8 ms  ✓ MuladdMacro
    466.7 ms  ✓ EnumX
    672.5 ms  ✓ OpenLibm_jll
   2188.3 ms  ✓ ExproniconLite
    547.7 ms  ✓ ExprTools
    540.1 ms  ✓ ConcreteStructs
   1188.7 ms  ✓ FillArrays
    781.3 ms  ✓ OrderedCollections
   4728.9 ms  ✓ MacroTools
    802.3 ms  ✓ ADTypes
    741.8 ms  ✓ Serialization
    668.3 ms  ✓ DocStringExtensions
    464.0 ms  ✓ FastClosures
    460.2 ms  ✓ SIMDTypes
    470.0 ms  ✓ IteratorInterfaceExtensions
    741.6 ms  ✓ Requires
    716.9 ms  ✓ CpuId
   1194.3 ms  ✓ GenericSchur
    600.2 ms  ✓ LoggingExtras
    680.2 ms  ✓ Compat
   1459.0 ms  ✓ InteractiveUtils
   3151.9 ms  ✓ FunctionWrappers
    487.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    484.1 ms  ✓ DiffResults
   1039.0 ms  ✓ TestEnv
    876.8 ms  ✓ LazyArtifacts
    450.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1700.2 ms  ✓ Preferences
    456.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    572.0 ms  ✓ NaNMath
    487.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   1246.3 ms  ✓ ThreadingUtilities
    426.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    574.4 ms  ✓ CommonSubexpressions
    419.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2019.3 ms  ✓ Jieko
   1831.5 ms  ✓ DataStructures
   1177.2 ms  ✓ DifferentiationInterface
    460.2 ms  ✓ RuntimeGeneratedFunctions
    686.3 ms  ✓ LogExpFunctions
    537.7 ms  ✓ Adapt
    513.9 ms  ✓ Compat → CompatLinearAlgebraExt
    565.3 ms  ✓ FunctionWrappersWrappers
   2528.9 ms  ✓ Distributed
   4175.6 ms  ✓ TimerOutputs
    455.2 ms  ✓ PrecompileTools
    572.0 ms  ✓ JLLWrappers
    623.7 ms  ✓ SciMLLogging
    555.1 ms  ✓ TruncatedStacktraces
   1551.5 ms  ✓ Setfield
    417.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4075.8 ms  ✓ SparseArrays
    556.5 ms  ✓ GPUArraysCore
    593.7 ms  ✓ ArrayInterface
    423.3 ms  ✓ EnzymeCore → AdaptExt
   2570.7 ms  ✓ Accessors
   1414.2 ms  ✓ ChainRulesCore
   2064.1 ms  ✓ RecipesBase
    830.3 ms  ✓ OpenSpecFun_jll
   8861.8 ms  ✓ Test
   1300.0 ms  ✓ IntelOpenMP_jll
   1186.3 ms  ✓ oneTBB_jll
    714.6 ms  ✓ Statistics → SparseArraysExt
    801.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
    737.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
  10579.9 ms  ✓ Moshi
    643.8 ms  ✓ Adapt → AdaptSparseArraysExt
    478.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    506.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    472.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    849.1 ms  ✓ MaybeInplace
    686.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   7397.6 ms  ✓ Krylov
    765.9 ms  ✓ SciMLStructures
    593.0 ms  ✓ Accessors → LinearAlgebraExt
   1158.6 ms  ✓ PreallocationTools
    738.0 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    582.2 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    521.6 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    537.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  14924.5 ms  ✓ StaticArrays
    521.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    846.0 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   1666.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    812.3 ms  ✓ Accessors → TestExt
   3519.4 ms  ✓ SpecialFunctions
   1726.8 ms  ✓ MKL_jll
  10158.7 ms  ✓ SparseMatrixColorings
   3130.2 ms  ✓ ReTestItems
    925.1 ms  ✓ FiniteDiff
    767.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    675.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   1265.6 ms  ✓ SymbolicIndexingInterface
    747.2 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2097.3 ms  ✓ SciMLOperators
    720.8 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    714.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    683.3 ms  ✓ Adapt → AdaptStaticArraysExt
