nice: cannot set niceness: Permission denied
Precompiling packages...
   1863.2 ms  ✓ Reexport
   1886.6 ms  ✓ OpenLibm_jll
   1968.3 ms  ✓ DataValueInterfaces
   1912.5 ms  ✓ IteratorInterfaceExtensions
   2075.0 ms  ✓ EnumX
   2115.8 ms  ✓ Adapt
   2179.5 ms  ✓ LaTeXStrings
   2252.1 ms  ✓ ExprTools
   2347.9 ms  ✓ ConstructionBase
   2541.0 ms  ✓ InverseFunctions
   2792.5 ms  ✓ OrderedCollections
   3075.1 ms  ✓ DocStringExtensions
   3230.9 ms  ✓ Compat
   3279.6 ms  ✓ EnzymeCore
   1694.6 ms  ✓ LazyArtifacts
   1800.3 ms  ✓ FastClosures
   3887.3 ms  ✓ FunctionWrappers
   2022.6 ms  ✓ DataAPI
   2292.0 ms  ✓ CompilerSupportLibraries_jll
   2108.0 ms  ✓ CompositionsBase
   2364.9 ms  ✓ SuiteSparse_jll
   1992.6 ms  ✓ StaticArraysCore
   2642.7 ms  ✓ LoggingExtras
   2388.4 ms  ✓ NaNMath
   1806.8 ms  ✓ TableTraits
   2906.6 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   5816.9 ms  ✓ IrrationalConstants
   1795.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2020.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2111.9 ms  ✓ ArrayInterface
   1811.1 ms  ✓ Compat → CompatLinearAlgebraExt
   2384.5 ms  ✓ GPUArraysCore
   1739.6 ms  ✓ EnzymeCore → AdaptExt
   3356.7 ms  ✓ Preferences
   1706.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4923.8 ms  ✓ Crayons
   1327.6 ms  ✓ DiffResults
   1186.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1109.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1029.4 ms  ✓ PrecompileTools
   1801.1 ms  ✓ LogExpFunctions
   1597.1 ms  ✓ JLLWrappers
   6488.6 ms  ✓ Distributed
   2683.4 ms  ✓ CommonSolve
   2677.3 ms  ✓ SciMLPublic
   4497.3 ms  ✓ Tables
   3598.4 ms  ✓ MuladdMacro
   8702.1 ms  ✓ MacroTools
   4124.0 ms  ✓ FastPower
   3697.8 ms  ✓ SciMLLogging
   4888.5 ms  ✓ ADTypes
   2195.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2878.4 ms  ✓ SciMLStructures
   5602.0 ms  ✓ BinaryHeaps
   2491.4 ms  ✓ oneTBB_jll
   2708.3 ms  ✓ IntelOpenMP_jll
   6313.3 ms  ✓ RecipesBase
   3101.1 ms  ✓ OpenSpecFun_jll
   6817.0 ms  ✓ RuntimeGeneratedFunctions
   3496.8 ms  ✓ FunctionWrappersWrappers
   2917.9 ms  ✓ CommonSubexpressions
   8582.6 ms  ✓ ConcreteStructs
   5915.3 ms  ✓ FastBroadcast
   2672.8 ms  ✓ MKL_jll
   2303.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2494.7 ms  ✓ TruncatedStacktraces
   1817.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   5209.2 ms  ✓ PreallocationTools
   5317.6 ms  ✓ DifferentiationInterface
  10773.2 ms  ✓ FindFirstFunctions
   5116.3 ms  ✓ Setfield
   2414.3 ms  ✓ RespecializeParams
  13602.3 ms  ✓ SparseArrays
   1980.1 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   2000.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   5991.9 ms  ✓ MaybeInplace
  13090.7 ms  ✓ StringManipulation
   2990.7 ms  ✓ FiniteDiff
   2692.8 ms  ✓ Adapt → AdaptSparseArraysExt
   2897.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3401.9 ms  ✓ AMD
   2409.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2683.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3412.1 ms  ✓ Statistics
   8719.6 ms  ✓ Accessors
   1717.2 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1807.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1087.3 ms  ✓ Accessors → LinearAlgebraExt
   8215.6 ms  ✓ SpecialFunctions
   1166.1 ms  ✓ DiffRules
   3009.9 ms  ✓ SymbolicIndexingInterface
   7894.2 ms  ✓ SciMLOperators
   9129.3 ms  ✓ ForwardDiff
   3396.5 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  16619.3 ms  ✓ SparseMatrixColorings
