Precompiling Pkg...
    950.5 ms  ✓ Logging
    965.8 ms  ✓ UUIDs
   1050.2 ms  ✓ Zlib_jll
   1062.8 ms  ✓ Unicode
   1065.4 ms  ✓ p7zip_jll
   1142.1 ms  ✓ MozillaCACerts_jll
   1157.4 ms  ✓ nghttp2_jll
   1172.8 ms  ✓ MbedTLS_jll
   1221.2 ms  ✓ NetworkOptions
   1208.0 ms  ✓ Base64
    327.2 ms  ✓ LibSSH2_jll
    453.0 ms  ✓ Printf
    390.7 ms  ✓ LibCURL_jll
    392.0 ms  ✓ LibGit2_jll
   2012.4 ms  ✓ ArgTools
    582.1 ms  ✓ LibCURL
    561.9 ms  ✓ Tar
   2359.8 ms  ✓ Dates
   2787.8 ms  ✓ Markdown
   2325.0 ms  ✓ LibGit2
    422.0 ms  ✓ TOML
   2836.4 ms  ✓ Downloads
  37505.1 ms  ✓ Pkg
  23 dependencies successfully precompiled in 43 seconds
Precompiling project...
   1801.7 ms  ✓ CommonSolve
   1822.8 ms  ✓ MuladdMacro
   1827.4 ms  ✓ IteratorInterfaceExtensions
   1932.0 ms  ✓ Future
   1934.5 ms  ✓ ConcreteStructs
   2001.9 ms  ✓ SimpleUnPack
   2016.8 ms  ✓ UnPack
   2394.0 ms  ✓ OpenLibm_jll
   2514.8 ms  ✓ ExprTools
   2585.7 ms  ✓ InverseFunctions
   3005.5 ms  ✓ Statistics
   3406.3 ms  ✓ Serialization
   3720.3 ms  ✓ FunctionWrappers
   3812.7 ms  ✓ ADTypes
   1987.5 ms  ✓ DataValueInterfaces
   2016.1 ms  ✓ ManualMemory
   1917.6 ms  ✓ EnumX
   1813.1 ms  ✓ SIMDTypes
   1902.2 ms  ✓ Reexport
   2605.0 ms  ✓ CompilerSupportLibraries_jll
   2678.1 ms  ✓ SuiteSparse_jll
   2615.5 ms  ✓ Requires
   4714.9 ms  ✓ FillArrays
   2923.8 ms  ✓ OrderedCollections
   2000.5 ms  ✓ CompositionsBase
   2982.1 ms  ✓ DocStringExtensions
   1994.7 ms  ✓ FastPower
   2293.0 ms  ✓ Mmap
   1996.6 ms  ✓ IfElse
   2406.9 ms  ✓ Inflate
   1995.4 ms  ✓ CommonWorldInvalidations
   1925.3 ms  ✓ DataAPI
   1884.5 ms  ✓ PackageExtensionCompat
   1996.5 ms  ✓ FastClosures
   3097.5 ms  ✓ ConstructionBase
   3296.7 ms  ✓ EnzymeCore
   2693.8 ms  ✓ StaticArraysCore
   1897.9 ms  ✓ TableTraits
   8610.6 ms  ✓ ExproniconLite
   2392.3 ms  ✓ NaNMath
   2690.5 ms  ✓ Compat
   5689.9 ms  ✓ IrrationalConstants
   3212.6 ms  ✓ CpuId
   3496.9 ms  ✓ Preferences
   3000.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2192.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2294.3 ms  ✓ RuntimeGeneratedFunctions
   4800.7 ms  ✓ GenericSchur
   2381.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   5399.2 ms  ✓ LazyArtifacts
   2805.5 ms  ✓ Adapt
   2297.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2106.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2507.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3014.4 ms  ✓ Parameters
   1908.0 ms  ✓ FunctionWrappersWrappers
   6712.7 ms  ✓ InteractiveUtils
   4300.7 ms  ✓ ThreadingUtilities
  11183.1 ms  ✓ MacroTools
   5386.4 ms  ✓ DifferentiationInterface
   2504.4 ms  ✓ DiffResults
   2506.1 ms  ✓ Compat → CompatLinearAlgebraExt
   2687.0 ms  ✓ PrecompileTools
   2393.0 ms  ✓ EnzymeCore → AdaptExt
   2797.4 ms  ✓ ArrayInterface
   2985.9 ms  ✓ GPUArraysCore
   2691.8 ms  ✓ CommonSubexpressions
   3897.1 ms  ✓ LogExpFunctions
   3701.5 ms  ✓ JLLWrappers
   4285.9 ms  ✓ Tables
  10915.1 ms  ✓ TimerOutputs
   2209.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3497.7 ms  ✓ TruncatedStacktraces
   2108.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
  11092.2 ms  ✓ Distributed
   4007.0 ms  ✓ SimpleTraits
   3283.1 ms  ✓ MaybeInplace
