nice: cannot set niceness: Permission denied
Precompiling packages...
   1639.4 ms  ✓ nghttp2_jll
   1636.5 ms  ✓ Zlib_jll
   1654.8 ms  ✓ NetworkOptions
   1726.0 ms  ✓ Logging
   1727.2 ms  ✓ UUIDs
   1723.2 ms  ✓ MozillaCACerts_jll
   1765.6 ms  ✓ OpenSSL_jll
   1756.5 ms  ✓ CompilerSupportLibraries_jll
   1777.7 ms  ✓ Unicode
   1820.2 ms  ✓ Base64
    460.7 ms  ✓ LibSSH2_jll
    567.4 ms  ✓ p7zip_jll
    689.2 ms  ✓ Printf
    474.2 ms  ✓ LibGit2_jll
    472.7 ms  ✓ LibCURL_jll
   3133.9 ms  ✓ ArgTools
    760.3 ms  ✓ LibCURL
    631.7 ms  ✓ Tar
   2881.9 ms  ✓ Dates
   2983.2 ms  ✓ LibGit2
    447.0 ms  ✓ TOML
   2947.6 ms  ✓ Downloads
   9243.7 ms  ✓ StyledStrings
   1621.8 ms  ✓ JuliaSyntaxHighlighting
   3852.9 ms  ✓ Markdown
  46452.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2380.6 ms  ✓ MuladdMacro
   2475.7 ms  ✓ Future
   2481.6 ms  ✓ IteratorInterfaceExtensions
   2546.3 ms  ✓ CommonSolve
   2581.0 ms  ✓ ConcreteStructs
   2662.0 ms  ✓ OpenLibm_jll
   3061.1 ms  ✓ InverseFunctions
   3051.1 ms  ✓ SuiteSparse_jll
   3083.1 ms  ✓ ExprTools
   3961.9 ms  ✓ Serialization
   3953.7 ms  ✓ Statistics
   4474.0 ms  ✓ ADTypes
   2485.9 ms  ✓ Reexport
   2472.7 ms  ✓ SIMDTypes
   2891.6 ms  ✓ ManualMemory
   2819.3 ms  ✓ EnumX
   5467.5 ms  ✓ FillArrays
   2605.9 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2982.4 ms  ✓ CompositionsBase
   2403.6 ms  ✓ FastPower
   3602.0 ms  ✓ DocStringExtensions
   4589.8 ms  ✓ Requires
   2694.0 ms  ✓ IfElse
   2529.2 ms  ✓ CommonWorldInvalidations
   2503.2 ms  ✓ FastClosures
   2906.7 ms  ✓ StaticArraysCore
   3282.4 ms  ✓ SciMLPublic
   3493.5 ms  ✓ LoggingExtras
   4101.3 ms  ✓ CpuId
   3794.9 ms  ✓ Preferences
  12179.0 ms  ✓ FunctionWrappers
   6502.9 ms  ✓ GenericSchur
  10290.9 ms  ✓ OrderedCollections
   5201.9 ms  ✓ LazyArtifacts
   3874.5 ms  ✓ EnzymeCore
  10097.9 ms  ✓ ConstructionBase
   2501.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   2410.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  16073.9 ms  ✓ ExproniconLite
  10112.8 ms  ✓ Compat
   2541.4 ms  ✓ Adapt
   9667.4 ms  ✓ NaNMath
   2694.9 ms  ✓ PrecompileTools
   2911.6 ms  ✓ DiffResults
   3389.3 ms  ✓ JLLWrappers
   3599.2 ms  ✓ SciMLLogging
   2580.4 ms  ✓ FunctionWrappersWrappers
  13900.0 ms  ✓ InteractiveUtils
   3117.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9785.6 ms  ✓ RuntimeGeneratedFunctions
  20551.3 ms  ✓ MacroTools
   3210.4 ms  ✓ Compat → CompatLinearAlgebraExt
   3085.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  17390.8 ms  ✓ Distributed
   3503.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  13993.3 ms  ✓ IrrationalConstants
   2406.5 ms  ✓ EnzymeCore → AdaptExt
   3396.2 ms  ✓ GPUArraysCore
   3192.5 ms  ✓ CommonSubexpressions
  12281.3 ms  ✓ ThreadingUtilities
  12407.9 ms  ✓ DifferentiationInterface
   3001.6 ms  ✓ TruncatedStacktraces
   3998.1 ms  ✓ OpenSpecFun_jll
   2485.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7378.5 ms  ✓ IntelOpenMP_jll
   8989.7 ms  ✓ DataStructures
  20105.2 ms  ✓ TimerOutputs
  10131.5 ms  ✓ Jieko
   8269.1 ms  ✓ RecipesBase
   4482.3 ms  ✓ LogExpFunctions
   7828.3 ms  ✓ oneTBB_jll
   6014.8 ms  ✓ Setfield
  10225.5 ms  ✓ ArrayInterface
   1508.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   1592.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1749.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2282.6 ms  ✓ MaybeInplace
   4385.1 ms  ✓ MKL_jll
   2078.8 ms  ✓ FiniteDiff
  24310.2 ms  ✓ SparseArrays
  10416.0 ms  ✓ ChainRulesCore
   5334.7 ms  ✓ PreallocationTools
   2603.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   3205.0 ms  ✓ Adapt → AdaptSparseArraysExt
   3493.9 ms  ✓ Statistics → SparseArraysExt
   3489.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3492.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3395.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   4202.1 ms  ✓ FillArrays → FillArraysSparseArraysExt
   8121.1 ms  ✓ SciMLStructures
   3089.4 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  14192.7 ms  ✓ Accessors
   2680.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   2500.4 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2590.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2501.1 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  10917.3 ms  ✓ SpecialFunctions
   2407.2 ms  ✓ Accessors → LinearAlgebraExt
   2600.4 ms  ✓ DiffRules
   7488.2 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   5903.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  22602.8 ms  ✓ Static
   7693.8 ms  ✓ NLSolversBase
   6781.5 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1794.0 ms  ✓ BitTwiddlingConvenienceFunctions
   8088.9 ms  ✓ SymbolicIndexingInterface
   3711.4 ms  ✓ CPUSummary
   9475.6 ms  ✓ SciMLOperators
   2281.9 ms  ✓ PolyesterWeave
   6103.2 ms  ✓ LineSearches
