nice: cannot set niceness: Permission denied
Precompiling packages...
   1544.2 ms  ✓ nghttp2_jll
   1636.3 ms  ✓ Logging
   1710.8 ms  ✓ MozillaCACerts_jll
   1736.8 ms  ✓ UUIDs
   1738.3 ms  ✓ NetworkOptions
   1731.8 ms  ✓ Zlib_jll
   1745.9 ms  ✓ CompilerSupportLibraries_jll
   1743.5 ms  ✓ Unicode
   1777.6 ms  ✓ OpenSSL_jll
   1908.0 ms  ✓ Base64
    498.6 ms  ✓ LibSSH2_jll
    583.5 ms  ✓ p7zip_jll
    663.6 ms  ✓ Printf
    464.9 ms  ✓ LibGit2_jll
    463.4 ms  ✓ LibCURL_jll
   3333.4 ms  ✓ ArgTools
    766.9 ms  ✓ LibCURL
    636.7 ms  ✓ Tar
   2907.6 ms  ✓ Dates
   3057.5 ms  ✓ LibGit2
    469.3 ms  ✓ TOML
   3143.6 ms  ✓ Downloads
   9373.3 ms  ✓ StyledStrings
   1684.7 ms  ✓ JuliaSyntaxHighlighting
   3869.2 ms  ✓ Markdown
  47348.7 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2407.9 ms  ✓ Future
   2495.3 ms  ✓ ConcreteStructs
   2503.8 ms  ✓ IteratorInterfaceExtensions
   2576.1 ms  ✓ CommonSolve
   2672.8 ms  ✓ Reexport
   2698.4 ms  ✓ OpenLibm_jll
   2789.4 ms  ✓ EnumX
   2885.3 ms  ✓ InverseFunctions
   2890.1 ms  ✓ ExprTools
   3285.2 ms  ✓ SuiteSparse_jll
   3588.2 ms  ✓ Statistics
   3972.7 ms  ✓ DocStringExtensions
   4080.0 ms  ✓ ADTypes
   4261.2 ms  ✓ Serialization
   2594.5 ms  ✓ FastPower
   2799.7 ms  ✓ CompositionsBase
   2587.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2788.7 ms  ✓ Adapt
   2777.9 ms  ✓ FastClosures
   2994.6 ms  ✓ StaticArraysCore
   3714.4 ms  ✓ EnzymeCore
   2807.2 ms  ✓ BinaryHeaps
   3086.5 ms  ✓ LoggingExtras
   2608.7 ms  ✓ SciMLPublic
   5406.2 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   4217.9 ms  ✓ Preferences
   5091.6 ms  ✓ LazyArtifacts
   2485.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  11806.8 ms  ✓ FunctionWrappers
   3621.8 ms  ✓ GPUArraysCore
   2518.8 ms  ✓ DiffResults
   2411.8 ms  ✓ EnzymeCore → AdaptExt
  10804.5 ms  ✓ ConstructionBase
   2498.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   9212.5 ms  ✓ NaNMath
   9902.2 ms  ✓ Compat
   3382.8 ms  ✓ JLLWrappers
   2798.0 ms  ✓ PrecompileTools
   2563.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3387.0 ms  ✓ SciMLLogging
  13978.9 ms  ✓ IrrationalConstants
   2585.1 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  10317.2 ms  ✓ RuntimeGeneratedFunctions
  17452.8 ms  ✓ MacroTools
  13904.1 ms  ✓ InteractiveUtils
   9892.9 ms  ✓ ArrayInterface
   3292.5 ms  ✓ Compat → CompatLinearAlgebraExt
  12092.8 ms  ✓ DifferentiationInterface
   3998.9 ms  ✓ OpenSpecFun_jll
   2915.2 ms  ✓ CommonSubexpressions
   3517.8 ms  ✓ LogExpFunctions
   4933.4 ms  ✓ MuladdMacro
   3211.8 ms  ✓ TruncatedStacktraces
   3519.2 ms  ✓ FastBroadcast
   3909.3 ms  ✓ MaybeInplace
   2582.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   6912.0 ms  ✓ oneTBB_jll
  16693.4 ms  ✓ Distributed
   2622.2 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7701.1 ms  ✓ IntelOpenMP_jll
   2685.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   7003.0 ms  ✓ Setfield
  18917.0 ms  ✓ TimerOutputs
