nice: cannot set niceness: Permission denied
Precompiling packages...
    438.4 ms  ✓ Reexport
    434.4 ms  ✓ CommonSolve
    605.9 ms  ✓ ConstructionBase
    517.5 ms  ✓ StaticArraysCore
    614.7 ms  ✓ Statistics
   1319.5 ms  ✓ IrrationalConstants
    479.3 ms  ✓ IfElse
    931.4 ms  ✓ SuiteSparse_jll
    780.6 ms  ✓ EnzymeCore
    538.8 ms  ✓ ManualMemory
    442.4 ms  ✓ CommonWorldInvalidations
    723.0 ms  ✓ SciMLPublic
    466.1 ms  ✓ Future
    461.7 ms  ✓ FastPower
    455.5 ms  ✓ CompositionsBase
    550.0 ms  ✓ InverseFunctions
    483.1 ms  ✓ MuladdMacro
    490.6 ms  ✓ EnumX
    734.8 ms  ✓ OpenLibm_jll
   2100.7 ms  ✓ ExproniconLite
    540.2 ms  ✓ ExprTools
    520.8 ms  ✓ ConcreteStructs
   1219.9 ms  ✓ FillArrays
   4356.9 ms  ✓ MacroTools
    809.0 ms  ✓ OrderedCollections
    777.5 ms  ✓ ADTypes
    485.8 ms  ✓ FastClosures
    652.8 ms  ✓ DocStringExtensions
    728.0 ms  ✓ Serialization
    468.1 ms  ✓ SIMDTypes
    464.8 ms  ✓ IteratorInterfaceExtensions
    790.4 ms  ✓ Requires
    766.8 ms  ✓ CpuId
   1232.2 ms  ✓ GenericSchur
    681.2 ms  ✓ LoggingExtras
    641.3 ms  ✓ Compat
   2912.7 ms  ✓ FunctionWrappers
   1417.7 ms  ✓ InteractiveUtils
    467.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    494.2 ms  ✓ DiffResults
   1008.1 ms  ✓ LazyArtifacts
    455.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    597.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1118.9 ms  ✓ ThreadingUtilities
    563.8 ms  ✓ NaNMath
   1920.8 ms  ✓ Preferences
    563.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    613.1 ms  ✓ CommonSubexpressions
    433.6 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    469.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1955.4 ms  ✓ Jieko
   1123.9 ms  ✓ DifferentiationInterface
   1897.3 ms  ✓ DataStructures
    703.6 ms  ✓ LogExpFunctions
    552.7 ms  ✓ RuntimeGeneratedFunctions
    575.7 ms  ✓ Adapt
    550.9 ms  ✓ Compat → CompatLinearAlgebraExt
    531.3 ms  ✓ FunctionWrappersWrappers
   3582.7 ms  ✓ TimerOutputs
    592.8 ms  ✓ PrecompileTools
   2607.3 ms  ✓ Distributed
   1303.6 ms  ✓ Setfield
    756.0 ms  ✓ JLLWrappers
    887.5 ms  ✓ SciMLLogging
    817.5 ms  ✓ TruncatedStacktraces
    489.2 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2430.5 ms  ✓ Accessors
    679.2 ms  ✓ ArrayInterface
    465.2 ms  ✓ EnzymeCore → AdaptExt
    627.2 ms  ✓ GPUArraysCore
   4489.2 ms  ✓ SparseArrays
   1412.9 ms  ✓ ChainRulesCore
    967.7 ms  ✓ OpenSpecFun_jll
   2126.3 ms  ✓ RecipesBase
   1292.2 ms  ✓ IntelOpenMP_jll
   1372.6 ms  ✓ oneTBB_jll
    432.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    617.0 ms  ✓ Accessors → LinearAlgebraExt
    732.3 ms  ✓ MaybeInplace
    894.6 ms  ✓ SciMLStructures
    486.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    538.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1716.5 ms  ✓ PreallocationTools
    784.3 ms  ✓ Statistics → SparseArraysExt
   9494.1 ms  ✓ Moshi
    838.7 ms  ✓ FillArrays → FillArraysSparseArraysExt
    644.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    628.6 ms  ✓ Adapt → AdaptSparseArraysExt
    763.1 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    815.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    599.6 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    521.7 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    571.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  12973.2 ms  ✓ StaticArrays
   1423.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    472.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   7947.3 ms  ✓ Krylov
    829.2 ms  ✓ FiniteDiff
   1559.8 ms  ✓ MKL_jll
   2797.7 ms  ✓ SpecialFunctions
   1411.8 ms  ✓ SymbolicIndexingInterface
   2154.5 ms  ✓ SciMLOperators
    765.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   8689.7 ms  ✓ SparseMatrixColorings
    757.8 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    800.3 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    743.0 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    788.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
    767.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    762.3 ms  ✓ Adapt → AdaptStaticArraysExt
    819.1 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    870.5 ms  ✓ Accessors → StaticArraysExt
    793.5 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    640.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    786.7 ms  ✓ DiffRules
   2111.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1822.0 ms  ✓ FastGaussQuadrature
    736.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    960.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1056.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    898.8 ms  ✓ NLSolversBase
    899.9 ms  ✓ LineSearches
   5182.7 ms  ✓ RecursiveArrayTools
    872.9 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
   1136.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   4201.3 ms  ✓ ForwardDiff
