nice: cannot set niceness: Permission denied
Precompiling packages...
    420.2 ms  ✓ CommonSolve
    424.7 ms  ✓ Reexport
    553.0 ms  ✓ ConstructionBase
    508.7 ms  ✓ StaticArraysCore
    590.2 ms  ✓ Statistics
   1330.3 ms  ✓ IrrationalConstants
    889.5 ms  ✓ SuiteSparse_jll
    464.0 ms  ✓ IfElse
    766.5 ms  ✓ EnzymeCore
    528.1 ms  ✓ ManualMemory
    436.4 ms  ✓ CommonWorldInvalidations
    416.7 ms  ✓ Future
    860.2 ms  ✓ SciMLPublic
    442.5 ms  ✓ FastPower
    447.1 ms  ✓ CompositionsBase
    527.5 ms  ✓ InverseFunctions
    456.7 ms  ✓ MuladdMacro
    469.8 ms  ✓ EnumX
    640.6 ms  ✓ OpenLibm_jll
   2230.8 ms  ✓ ExproniconLite
    515.6 ms  ✓ ExprTools
    543.4 ms  ✓ ConcreteStructs
   1216.8 ms  ✓ FillArrays
    802.2 ms  ✓ OrderedCollections
   4708.2 ms  ✓ MacroTools
    796.1 ms  ✓ ADTypes
    781.0 ms  ✓ Serialization
    609.8 ms  ✓ DocStringExtensions
    450.5 ms  ✓ FastClosures
    458.2 ms  ✓ SIMDTypes
    445.8 ms  ✓ IteratorInterfaceExtensions
    732.1 ms  ✓ Requires
    744.4 ms  ✓ CpuId
   1193.0 ms  ✓ GenericSchur
    560.7 ms  ✓ LoggingExtras
    692.3 ms  ✓ Compat
   3189.3 ms  ✓ FunctionWrappers
   1502.7 ms  ✓ InteractiveUtils
    486.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    473.3 ms  ✓ DiffResults
   1072.9 ms  ✓ TestEnv
    893.2 ms  ✓ LazyArtifacts
    459.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    452.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   1700.7 ms  ✓ Preferences
    567.7 ms  ✓ NaNMath
    471.3 ms  ✓ FillArrays → FillArraysStatisticsExt
   1211.6 ms  ✓ ThreadingUtilities
