nice: cannot set niceness: Permission denied
Precompiling packages...
   2028.4 ms  ✓ LazyArtifacts
   2107.4 ms  ✓ ConcreteStructs
   2109.1 ms  ✓ IteratorInterfaceExtensions
   2101.3 ms  ✓ CommonSolve
   2134.0 ms  ✓ MuladdMacro
   2217.9 ms  ✓ OpenLibm_jll
   2198.8 ms  ✓ CompilerSupportLibraries_jll
   2230.5 ms  ✓ ExprTools
   2487.2 ms  ✓ SuiteSparse_jll
   2517.4 ms  ✓ InverseFunctions
   3211.1 ms  ✓ ADTypes
   3851.0 ms  ✓ FunctionWrappers
   2006.6 ms  ✓ ManualMemory
   1898.8 ms  ✓ EnumX
   1976.7 ms  ✓ Reexport
   1715.1 ms  ✓ SIMDTypes
   2311.0 ms  ✓ Requires
   4628.2 ms  ✓ FillArrays
   2681.4 ms  ✓ Compat
   2583.1 ms  ✓ DocStringExtensions
   2978.5 ms  ✓ OrderedCollections
   5118.2 ms  ✓ GenericSchur
   3216.4 ms  ✓ Preferences
   1828.7 ms  ✓ CompositionsBase
   1818.4 ms  ✓ FastPower
   1799.7 ms  ✓ IfElse
   1991.2 ms  ✓ CommonWorldInvalidations
   1999.2 ms  ✓ FastClosures
   1787.3 ms  ✓ SciMLPublic
   2376.4 ms  ✓ ConstructionBase
   2882.5 ms  ✓ CpuId
   3202.1 ms  ✓ EnzymeCore
   2377.5 ms  ✓ StaticArraysCore
   2509.3 ms  ✓ NaNMath
   2594.6 ms  ✓ RuntimeGeneratedFunctions
   3193.1 ms  ✓ LoggingExtras
   8427.6 ms  ✓ ExproniconLite
   1910.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1795.2 ms  ✓ FunctionWrappersWrappers
   8680.7 ms  ✓ Distributed
   5610.1 ms  ✓ IrrationalConstants
   2211.7 ms  ✓ Adapt
   2224.0 ms  ✓ Compat → CompatLinearAlgebraExt
   2128.1 ms  ✓ JLLWrappers
   1927.2 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2175.7 ms  ✓ PrecompileTools
   1972.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2218.0 ms  ✓ DiffResults
   4296.3 ms  ✓ ThreadingUtilities
   2510.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2919.3 ms  ✓ SciMLLogging
   5010.3 ms  ✓ DifferentiationInterface
   9728.9 ms  ✓ MacroTools
