nice: cannot set niceness: Permission denied
Precompiling packages...
   1569.6 ms  ✓ nghttp2_jll
   1580.5 ms  ✓ CompilerSupportLibraries_jll
   1598.8 ms  ✓ UUIDs
   1671.2 ms  ✓ Logging
   1675.1 ms  ✓ MozillaCACerts_jll
   1682.1 ms  ✓ Unicode
   1693.6 ms  ✓ Zlib_jll
   1800.4 ms  ✓ OpenSSL_jll
   1789.7 ms  ✓ NetworkOptions
   1894.0 ms  ✓ Base64
    646.8 ms  ✓ p7zip_jll
    471.8 ms  ✓ LibSSH2_jll
    679.9 ms  ✓ Printf
    448.0 ms  ✓ LibGit2_jll
    451.9 ms  ✓ LibCURL_jll
   3216.5 ms  ✓ ArgTools
    779.0 ms  ✓ LibCURL
    652.0 ms  ✓ Tar
   2970.3 ms  ✓ Dates
   3052.0 ms  ✓ LibGit2
    441.1 ms  ✓ TOML
   2999.6 ms  ✓ Downloads
   9181.6 ms  ✓ StyledStrings
   1670.4 ms  ✓ JuliaSyntaxHighlighting
   3723.0 ms  ✓ Markdown
  45989.4 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2411.8 ms  ✓ IteratorInterfaceExtensions
   2512.5 ms  ✓ MuladdMacro
   2600.2 ms  ✓ OpenLibm_jll
   2622.9 ms  ✓ Future
   2702.3 ms  ✓ CommonSolve
   2799.4 ms  ✓ ConcreteStructs
   2809.3 ms  ✓ ExprTools
   3297.2 ms  ✓ InverseFunctions
   3019.2 ms  ✓ SuiteSparse_jll
   3590.6 ms  ✓ Statistics
   4092.5 ms  ✓ Serialization
   4195.3 ms  ✓ ADTypes
   2675.7 ms  ✓ EnumX
   5309.9 ms  ✓ FillArrays
   2987.7 ms  ✓ ManualMemory
   2873.4 ms  ✓ Reexport
   2815.3 ms  ✓ SIMDTypes
   2671.6 ms  ✓ CompositionsBase
   2702.3 ms  ✓ FastPower
   3623.5 ms  ✓ DocStringExtensions
   2624.7 ms  ✓ IfElse
   4691.5 ms  ✓ Requires
   3808.2 ms  ✓ EnzymeCore
   2685.6 ms  ✓ CommonWorldInvalidations
   2630.4 ms  ✓ FastClosures
   2883.9 ms  ✓ StaticArraysCore
   3206.8 ms  ✓ SciMLPublic
   3097.7 ms  ✓ LoggingExtras
   3628.6 ms  ✓ Preferences
   4191.6 ms  ✓ CpuId
  11508.7 ms  ✓ FunctionWrappers
   5819.6 ms  ✓ GenericSchur
   2592.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  10318.4 ms  ✓ OrderedCollections
   5399.3 ms  ✓ LazyArtifacts
   5809.0 ms  ✓ TestEnv
   9005.2 ms  ✓ ConstructionBase
   2326.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2967.3 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2898.4 ms  ✓ Adapt
  16729.4 ms  ✓ ExproniconLite
   2608.7 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   8505.9 ms  ✓ NaNMath
   2974.9 ms  ✓ DiffResults
  14199.9 ms  ✓ IrrationalConstants
  10102.8 ms  ✓ Compat
   2515.1 ms  ✓ FunctionWrappersWrappers
   3311.0 ms  ✓ JLLWrappers
   3089.1 ms  ✓ PrecompileTools
   2604.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2597.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  20180.2 ms  ✓ MacroTools
   9020.0 ms  ✓ RuntimeGeneratedFunctions
   3972.6 ms  ✓ SciMLLogging
  14870.3 ms  ✓ InteractiveUtils
   2793.2 ms  ✓ EnzymeCore → AdaptExt
   2495.9 ms  ✓ Compat → CompatLinearAlgebraExt
   3493.2 ms  ✓ GPUArraysCore
   3589.8 ms  ✓ LogExpFunctions
  12782.7 ms  ✓ DifferentiationInterface
   3924.1 ms  ✓ OpenSpecFun_jll
  11977.6 ms  ✓ ThreadingUtilities
   3388.1 ms  ✓ CommonSubexpressions
  10405.1 ms  ✓ DataStructures
   7205.7 ms  ✓ IntelOpenMP_jll
   7885.7 ms  ✓ oneTBB_jll
  10494.0 ms  ✓ ArrayInterface
  17602.2 ms  ✓ Distributed
   3992.9 ms  ✓ TruncatedStacktraces
  20393.9 ms  ✓ TimerOutputs
  10429.3 ms  ✓ Jieko
   2914.6 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   7004.3 ms  ✓ Setfield
   2810.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2505.9 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   8707.1 ms  ✓ RecipesBase
   2232.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3330.5 ms  ✓ MaybeInplace
   3607.3 ms  ✓ PreallocationTools
   2502.9 ms  ✓ FiniteDiff
   5892.9 ms  ✓ MKL_jll
   1769.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   9392.8 ms  ✓ ChainRulesCore
   6076.8 ms  ✓ SciMLStructures
  26190.2 ms  ✓ SparseArrays
   2018.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
  13224.3 ms  ✓ Accessors
   2211.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2718.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
   2783.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  10117.6 ms  ✓ SpecialFunctions
   3101.7 ms  ✓ Statistics → SparseArraysExt
   3400.0 ms  ✓ Adapt → AdaptSparseArraysExt
   3707.2 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3387.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3368.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3280.3 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   2900.0 ms  ✓ Accessors → LinearAlgebraExt
   3186.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
  20198.8 ms  ✓ Static
   7191.5 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   3409.4 ms  ✓ DiffRules
  20799.8 ms  ✓ Test
   2901.3 ms  ✓ BitTwiddlingConvenienceFunctions
   9209.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3000.8 ms  ✓ InverseFunctions → InverseFunctionsTestExt
   5927.3 ms  ✓ CPUSummary
   3125.2 ms  ✓ Accessors → TestExt
   8518.9 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1971.7 ms  ✓ PolyesterWeave
   9780.2 ms  ✓ SymbolicIndexingInterface
  10394.6 ms  ✓ SciMLOperators
   1609.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1885.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  10490.2 ms  ✓ ReTestItems
  37008.2 ms  ✓ StaticArrays
  23474.7 ms  ✓ SparseMatrixColorings
  17903.0 ms  ✓ ForwardDiff
   3869.6 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3721.0 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   4503.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
  11824.0 ms  ✓ RecursiveArrayTools
   4674.6 ms  ✓ Adapt → AdaptStaticArraysExt
   4776.3 ms  ✓ Accessors → StaticArraysExt
   5280.4 ms  ✓ StaticArrays → StaticArraysStatisticsExt
  27098.7 ms  ✓ Krylov
   4205.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   3023.3 ms  ✓ FastPower → FastPowerForwardDiffExt
   2805.7 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4009.2 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   8101.7 ms  ✓ FastGaussQuadrature
   3628.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
