nice: cannot set niceness: Permission denied
Precompiling packages...
   1592.2 ms  ✓ nghttp2_jll
   1664.1 ms  ✓ UUIDs
   1687.3 ms  ✓ Logging
   1690.1 ms  ✓ MozillaCACerts_jll
   1728.0 ms  ✓ OpenSSL_jll
   1769.2 ms  ✓ Zlib_jll
   1785.7 ms  ✓ Unicode
   1810.1 ms  ✓ CompilerSupportLibraries_jll
   1798.3 ms  ✓ Base64
   1823.6 ms  ✓ NetworkOptions
    505.8 ms  ✓ LibSSH2_jll
    586.3 ms  ✓ p7zip_jll
    698.0 ms  ✓ Printf
    486.7 ms  ✓ LibCURL_jll
    513.4 ms  ✓ LibGit2_jll
   3286.5 ms  ✓ ArgTools
    772.2 ms  ✓ LibCURL
    623.5 ms  ✓ Tar
   2958.3 ms  ✓ Dates
   3101.2 ms  ✓ LibGit2
    456.7 ms  ✓ TOML
   3053.6 ms  ✓ Downloads
   9415.7 ms  ✓ StyledStrings
   1779.4 ms  ✓ JuliaSyntaxHighlighting
   3911.4 ms  ✓ Markdown
  47788.1 ms  ✓ Pkg
  26 dependencies successfully precompiled in 63 seconds
Precompiling packages...
   2369.5 ms  ✓ IteratorInterfaceExtensions
   2454.5 ms  ✓ ConcreteStructs
   2452.7 ms  ✓ Future
   2540.4 ms  ✓ CommonSolve
   2571.5 ms  ✓ ExprTools
   2760.1 ms  ✓ OpenLibm_jll
   2972.6 ms  ✓ MuladdMacro
   3047.6 ms  ✓ InverseFunctions
   3042.7 ms  ✓ SuiteSparse_jll
   3547.8 ms  ✓ Statistics
   3850.0 ms  ✓ Serialization
   3866.2 ms  ✓ ADTypes
   2387.1 ms  ✓ SIMDTypes
   5150.9 ms  ✓ FillArrays
   2597.9 ms  ✓ Reexport
   2703.9 ms  ✓ EnumX
   3081.5 ms  ✓ ManualMemory
   2797.9 ms  ✓ CompositionsBase
   2503.6 ms  ✓ FastPower
   3480.6 ms  ✓ DocStringExtensions
   2583.8 ms  ✓ IfElse
   4288.4 ms  ✓ Requires
   3605.2 ms  ✓ EnzymeCore
   2711.0 ms  ✓ CommonWorldInvalidations
   2782.3 ms  ✓ FastClosures
   2521.5 ms  ✓ StaticArraysCore
   3003.8 ms  ✓ SciMLPublic
   2891.8 ms  ✓ LoggingExtras
   3618.4 ms  ✓ Preferences
   4214.6 ms  ✓ CpuId
   2494.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
  11757.2 ms  ✓ FunctionWrappers
   5999.7 ms  ✓ GenericSchur
  10410.7 ms  ✓ OrderedCollections
   5080.1 ms  ✓ LazyArtifacts
   2604.1 ms  ✓ FillArrays → FillArraysStatisticsExt
   9301.3 ms  ✓ ConstructionBase
   2684.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2917.4 ms  ✓ Adapt
  16070.0 ms  ✓ ExproniconLite
   2504.9 ms  ✓ DiffResults
   2612.0 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   8997.2 ms  ✓ NaNMath
  14592.3 ms  ✓ IrrationalConstants
  18424.7 ms  ✓ MacroTools
   3011.4 ms  ✓ JLLWrappers
  10781.5 ms  ✓ Compat
   3001.8 ms  ✓ PrecompileTools
   3476.7 ms  ✓ SciMLLogging
   2809.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2902.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9501.9 ms  ✓ RuntimeGeneratedFunctions
  13800.9 ms  ✓ InteractiveUtils
