nice: cannot set niceness: Permission denied
Precompiling packages...
   1615.7 ms  ✓ UUIDs
   1646.2 ms  ✓ OpenSSL_jll
   1660.9 ms  ✓ Unicode
   1716.7 ms  ✓ Logging
   1720.5 ms  ✓ MozillaCACerts_jll
   1729.0 ms  ✓ Zlib_jll
   1759.2 ms  ✓ nghttp2_jll
   1821.2 ms  ✓ p7zip_jll
   1830.5 ms  ✓ NetworkOptions
   1907.8 ms  ✓ Base64
    524.9 ms  ✓ LibSSH2_jll
    656.2 ms  ✓ Printf
    442.6 ms  ✓ LibCURL_jll
    444.2 ms  ✓ LibGit2_jll
   3189.2 ms  ✓ ArgTools
    771.0 ms  ✓ LibCURL
    637.5 ms  ✓ Tar
   2168.9 ms  ✓ Dates
   2171.7 ms  ✓ LibGit2
    430.9 ms  ✓ TOML
   2540.5 ms  ✓ Downloads
   8348.4 ms  ✓ StyledStrings
   1647.9 ms  ✓ JuliaSyntaxHighlighting
   3737.7 ms  ✓ Markdown
  46951.8 ms  ✓ Pkg
  25 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2415.5 ms  ✓ SimpleUnPack
   2421.1 ms  ✓ Future
   2541.5 ms  ✓ IteratorInterfaceExtensions
   2676.5 ms  ✓ CommonSolve
   2718.1 ms  ✓ MuladdMacro
   2807.5 ms  ✓ ExprTools
   2808.3 ms  ✓ ConcreteStructs
   2842.1 ms  ✓ UnPack
   2998.6 ms  ✓ OpenLibm_jll
   3312.0 ms  ✓ InverseFunctions
   3501.7 ms  ✓ Statistics
   4116.7 ms  ✓ Serialization
   4302.5 ms  ✓ ADTypes
   4921.4 ms  ✓ FunctionWrappers
   2786.7 ms  ✓ SuiteSparse_jll
   2802.6 ms  ✓ CompilerSupportLibraries_jll
   2619.7 ms  ✓ ManualMemory
   2423.3 ms  ✓ Reexport
   2399.5 ms  ✓ SIMDTypes
   5403.9 ms  ✓ FillArrays
   3791.9 ms  ✓ OrderedCollections
   2511.6 ms  ✓ FastPower
   3497.8 ms  ✓ DocStringExtensions
   2795.8 ms  ✓ CompositionsBase
   4638.8 ms  ✓ Requires
   2305.7 ms  ✓ IfElse
   2577.7 ms  ✓ CommonWorldInvalidations
   2897.0 ms  ✓ StaticArraysCore
   3101.8 ms  ✓ ConstructionBase
   2906.1 ms  ✓ SciMLPublic
   8812.8 ms  ✓ ExproniconLite
   3989.2 ms  ✓ EnzymeCore
   3191.9 ms  ✓ LoggingExtras
   3029.3 ms  ✓ Compat
   5264.0 ms  ✓ ThreadingUtilities
   2593.5 ms  ✓ EnumX
   2597.1 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   7521.0 ms  ✓ IrrationalConstants
   4194.5 ms  ✓ CpuId
   3764.2 ms  ✓ Preferences
   3125.9 ms  ✓ NaNMath
   2837.9 ms  ✓ RuntimeGeneratedFunctions
   5713.3 ms  ✓ GenericSchur
   2383.5 ms  ✓ FunctionWrappersWrappers
   2641.6 ms  ✓ FastClosures
   6003.0 ms  ✓ LazyArtifacts
   3090.2 ms  ✓ FillArrays → FillArraysStatisticsExt
   2275.1 ms  ✓ DiffResults
   3093.6 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3288.6 ms  ✓ Parameters
   3004.1 ms  ✓ Adapt
   2616.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  12973.1 ms  ✓ MacroTools
   3117.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   9593.0 ms  ✓ InteractiveUtils
   2518.3 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  13705.8 ms  ✓ TimerOutputs
   3006.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2700.7 ms  ✓ PrecompileTools
   7113.2 ms  ✓ DifferentiationInterface
   3408.6 ms  ✓ JLLWrappers
   3894.6 ms  ✓ LogExpFunctions
   3562.1 ms  ✓ SciMLLogging
   3477.8 ms  ✓ ArrayInterface
   2763.4 ms  ✓ EnzymeCore → AdaptExt
   3402.5 ms  ✓ GPUArraysCore
   3125.5 ms  ✓ CommonSubexpressions
   3107.5 ms  ✓ TruncatedStacktraces
   9680.4 ms  ✓ DataStructures
   2827.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  13403.1 ms  ✓ Distributed
   3794.5 ms  ✓ OpenSpecFun_jll
   2603.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   9472.6 ms  ✓ Jieko
   3562.4 ms  ✓ MaybeInplace
   6803.5 ms  ✓ Setfield
   2684.7 ms  ✓ SciMLStructures
   7038.4 ms  ✓ ChainRulesCore
   2426.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   6698.9 ms  ✓ IntelOpenMP_jll
   2104.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   7222.1 ms  ✓ oneTBB_jll
   4371.3 ms  ✓ PreallocationTools
   8510.2 ms  ✓ RecipesBase
   2145.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   3179.6 ms  ✓ FiniteDiff
   2268.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1873.9 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
  11094.7 ms  ✓ Accessors
   1210.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
  17348.5 ms  ✓ SparseArrays
   5432.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   2528.2 ms  ✓ Accessors → LinearAlgebraExt
   5071.0 ms  ✓ MKL_jll
   3360.3 ms  ✓ Statistics → SparseArraysExt
   3332.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3489.8 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3506.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3522.8 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3540.1 ms  ✓ Adapt → AdaptSparseArraysExt
   3897.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   9529.7 ms  ✓ SpecialFunctions
  14398.8 ms  ✓ Static
   2909.0 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1599.4 ms  ✓ BitTwiddlingConvenienceFunctions
   3938.3 ms  ✓ SymbolicIndexingInterface
   2305.8 ms  ✓ DiffRules
   3324.5 ms  ✓ CPUSummary
   5564.9 ms  ✓ SciMLOperators
   1908.0 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   5464.6 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   2321.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2391.8 ms  ✓ PolyesterWeave
   4551.2 ms  ✓ RecursiveArrayTools
  23705.1 ms  ✓ StaticArrays
   3509.6 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   3076.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3174.7 ms  ✓ Adapt → AdaptStaticArraysExt
   3316.2 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3361.8 ms  ✓ Accessors → StaticArraysExt
   3382.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   3383.2 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3371.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
  10635.2 ms  ✓ ForwardDiff
   6702.4 ms  ✓ FastGaussQuadrature
   2711.7 ms  ✓ FastPower → FastPowerForwardDiffExt
   3669.9 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   3992.2 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
   4167.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
   4310.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
  21813.2 ms  ✓ SparseMatrixColorings
  29004.7 ms  ✓ Moshi
   2437.3 ms  ✓ NLSolversBase
   2437.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  24353.1 ms  ✓ Krylov
   1784.2 ms  ✓ LineSearches
  30786.2 ms  ✓ StaticArrayInterface
  22449.9 ms  ✓ ArrayLayouts
    696.7 ms  ✓ CloseOpenIntervals
    956.8 ms  ✓ LayoutPointers
   1058.5 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
  12186.4 ms  ✓ SciMLBase
   1593.3 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1151.3 ms  ✓ StrideArraysCore
   1119.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1165.3 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1470.7 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    739.1 ms  ✓ Polyester
    638.7 ms  ✓ FastBroadcast
    953.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2942.2 ms  ✓ LazyArrays
   4477.1 ms  ✓ SciMLJacobianOperators
   3851.7 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   4956.5 ms  ✓ DiffEqBase
  42907.1 ms  ✓ ExponentialUtilities
   2202.5 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   2298.6 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   2513.4 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   6141.2 ms  ✓ LineSearch
   1763.2 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
    973.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
   4507.4 ms  ✓ OrdinaryDiffEqCore
   8157.4 ms  ✓ NonlinearSolveBase
    969.5 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
   4876.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   4985.3 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
   7175.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   7270.7 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
