nice: cannot set niceness: Permission denied
Precompiling packages...
   1846.3 ms  ✓ IteratorInterfaceExtensions
   1897.5 ms  ✓ CommonSolve
   1943.4 ms  ✓ MuladdMacro
   1942.5 ms  ✓ LazyArtifacts
   2023.9 ms  ✓ ConcreteStructs
   2041.4 ms  ✓ ExprTools
   2019.1 ms  ✓ CompilerSupportLibraries_jll
   2108.1 ms  ✓ OpenLibm_jll
   2307.3 ms  ✓ InverseFunctions
   2288.0 ms  ✓ SuiteSparse_jll
   3042.6 ms  ✓ ADTypes
   3794.0 ms  ✓ FunctionWrappers
   1977.9 ms  ✓ ManualMemory
   1804.3 ms  ✓ Reexport
   1969.8 ms  ✓ EnumX
   1827.7 ms  ✓ SIMDTypes
   2300.9 ms  ✓ Requires
   4439.8 ms  ✓ FillArrays
   2565.6 ms  ✓ Compat
   2586.5 ms  ✓ OrderedCollections
   2675.4 ms  ✓ DocStringExtensions
   3206.5 ms  ✓ Preferences
   5239.9 ms  ✓ GenericSchur
   1738.3 ms  ✓ CompositionsBase
   1802.5 ms  ✓ FastPower
   1763.5 ms  ✓ IfElse
   2001.1 ms  ✓ CommonWorldInvalidations
   2002.7 ms  ✓ FastClosures
   1599.5 ms  ✓ SciMLPublic
   2304.7 ms  ✓ ConstructionBase
   2815.5 ms  ✓ CpuId
   2508.4 ms  ✓ LoggingExtras
   3099.9 ms  ✓ EnzymeCore
   2372.1 ms  ✓ StaticArraysCore
   2036.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2302.8 ms  ✓ NaNMath
   2861.8 ms  ✓ RuntimeGeneratedFunctions
   8235.9 ms  ✓ ExproniconLite
   8213.4 ms  ✓ Distributed
   1729.8 ms  ✓ FunctionWrappersWrappers
   5575.1 ms  ✓ IrrationalConstants
   2478.9 ms  ✓ Adapt
   2296.4 ms  ✓ Compat → CompatLinearAlgebraExt
   2708.1 ms  ✓ SciMLLogging
   1926.6 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2072.3 ms  ✓ PrecompileTools
   2522.1 ms  ✓ JLLWrappers
   1801.3 ms  ✓ DiffResults
   2070.6 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2105.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   3869.0 ms  ✓ ThreadingUtilities
   5100.7 ms  ✓ DifferentiationInterface
   2264.8 ms  ✓ EnzymeCore → AdaptExt
   2804.5 ms  ✓ ArrayInterface
   3094.9 ms  ✓ LogExpFunctions
   2275.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2865.6 ms  ✓ GPUArraysCore
  11611.3 ms  ✓ MacroTools
   1774.3 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   8589.2 ms  ✓ TimerOutputs
   3631.3 ms  ✓ IntelOpenMP_jll
   3789.8 ms  ✓ Static
   2127.6 ms  ✓ SciMLStructures
   2204.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3393.1 ms  ✓ oneTBB_jll
   2809.7 ms  ✓ OpenSpecFun_jll
   7495.3 ms  ✓ Jieko
   2123.3 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2676.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2183.7 ms  ✓ TruncatedStacktraces
   2490.5 ms  ✓ CommonSubexpressions
   8536.4 ms  ✓ DataStructures
   6693.0 ms  ✓ ChainRulesCore
   4404.8 ms  ✓ PreallocationTools
   2006.1 ms  ✓ BitTwiddlingConvenienceFunctions
   6725.5 ms  ✓ RecipesBase
   2898.2 ms  ✓ MaybeInplace
   1403.3 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   1983.7 ms  ✓ MKL_jll
   1435.6 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   3199.8 ms  ✓ CPUSummary
   4313.9 ms  ✓ Setfield
   3002.9 ms  ✓ StaticArrayInterface
   1025.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1305.6 ms  ✓ PolyesterWeave
  13371.9 ms  ✓ SparseArrays
   1785.6 ms  ✓ FiniteDiff
   3930.8 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1720.4 ms  ✓ CloseOpenIntervals
   1898.1 ms  ✓ LayoutPointers
   6781.5 ms  ✓ Accessors
   2097.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2194.0 ms  ✓ Adapt → AdaptSparseArraysExt
   2188.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   2399.3 ms  ✓ Statistics
   2422.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
   2020.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   1393.5 ms  ✓ Accessors → LinearAlgebraExt
   2026.0 ms  ✓ StrideArraysCore
   1225.7 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   7198.5 ms  ✓ SpecialFunctions
   1281.7 ms  ✓ FillArrays → FillArraysStatisticsExt
   1497.7 ms  ✓ Polyester
   1771.7 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1791.1 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   1807.7 ms  ✓ DiffRules
   3227.9 ms  ✓ SymbolicIndexingInterface
   1473.5 ms  ✓ FastBroadcast
   4108.0 ms  ✓ SciMLOperators
   3333.3 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    820.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1188.2 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
  19122.1 ms  ✓ StaticArrays
   4101.6 ms  ✓ RecursiveArrayTools
   2275.2 ms  ✓ Adapt → AdaptStaticArraysExt
   2370.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   2404.1 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   2677.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3803.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3298.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   4104.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   3795.4 ms  ✓ Accessors → StaticArraysExt
  10521.8 ms  ✓ ForwardDiff
   3903.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   7797.0 ms  ✓ FastGaussQuadrature
   4370.7 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   1896.2 ms  ✓ FastPower → FastPowerForwardDiffExt
  17887.2 ms  ✓ SparseMatrixColorings
   1897.4 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  21727.0 ms  ✓ Moshi
   2207.3 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
   2249.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
   2332.1 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
    905.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
  19115.2 ms  ✓ Krylov
    915.8 ms  ✓ NLSolversBase
    680.3 ms  ✓ LineSearches
   6067.2 ms  ✓ SciMLBase
   1026.6 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1066.6 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1310.5 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
   1939.9 ms  ✓ DiffEqBase
  16842.4 ms  ✓ ArrayLayouts
    773.3 ms  ✓ DiffEqBase → DiffEqBaseSparseArraysExt
   1955.4 ms  ✓ SciMLJacobianOperators
    963.9 ms  ✓ ArrayLayouts → ArrayLayoutsSparseArraysExt
   1333.3 ms  ✓ DiffEqBase → DiffEqBaseChainRulesCoreExt
   1513.5 ms  ✓ DiffEqBase → DiffEqBaseForwardDiffExt
   2587.9 ms  ✓ LazyArrays
   3178.6 ms  ✓ OrdinaryDiffEqCore
   2996.1 ms  ✓ LineSearch
   1721.6 ms  ✓ LazyArrays → LazyArraysStaticArraysExt
   2318.8 ms  ✓ LineSearch → LineSearchLineSearchesExt
   2626.9 ms  ✓ OrdinaryDiffEqCore → OrdinaryDiffEqCoreEnzymeCoreExt
  13014.0 ms  ✓ NonlinearSolveBase
   9899.4 ms  ✓ OrdinaryDiffEqQPRK
  10207.4 ms  ✓ OrdinaryDiffEqSymplecticRK
  10395.0 ms  ✓ OrdinaryDiffEqPRK
  11593.3 ms  ✓ OrdinaryDiffEqHighOrderRK
  12316.1 ms  ✓ OrdinaryDiffEqExplicitRK
  12310.2 ms  ✓ OrdinaryDiffEqRKN
  13701.0 ms  ✓ OrdinaryDiffEqFeagin
  13901.3 ms  ✓ OrdinaryDiffEqFunctionMap
   3841.2 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseArraysExt
  15196.5 ms  ✓ OrdinaryDiffEqStabilizedRK
  15364.5 ms  ✓ OrdinaryDiffEqSSPRK
   2988.6 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseSparseMatrixColoringsExt
   3196.5 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLineSearchExt
  46616.2 ms  ✓ ExponentialUtilities
   3308.1 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseChainRulesCoreExt
   3895.8 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseForwardDiffExt
  18812.6 ms  ✓ OrdinaryDiffEqLowOrderRK
  11597.7 ms  ✓ OrdinaryDiffEqLowStorageRK
   2858.5 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   3373.8 ms  ✓ OrdinaryDiffEqLinear
  22855.4 ms  ✓ OrdinaryDiffEqTsit5
   9090.8 ms  ✓ BracketingNonlinearSolve
   4378.2 ms  ✓ OrdinaryDiffEqAdamsBashforthMoulton
   1029.7 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveForwardDiffExt
   2494.8 ms  ✓ OrdinaryDiffEqNordsieck
   2972.1 ms  ✓ BracketingNonlinearSolve → BracketingNonlinearSolveChainRulesCoreExt
  28891.2 ms  ✓ LinearSolve
  11925.2 ms  ✓ NonlinearSolveSpectralMethods
    866.1 ms  ✓ NonlinearSolveSpectralMethods → NonlinearSolveSpectralMethodsForwardDiffExt
   3468.2 ms  ✓ LinearSolve → LinearSolveSparseArraysExt
   2000.2 ms  ✓ LinearSolve → LinearSolveEnzymeExt
  10274.4 ms  ✓ SimpleNonlinearSolve
   3439.7 ms  ✓ LinearSolve → LinearSolveForwardDiffExt
   2107.9 ms  ✓ NonlinearSolveBase → NonlinearSolveBaseLinearSolveExt
    987.1 ms  ✓ SimpleNonlinearSolve → SimpleNonlinearSolveChainRulesCoreExt
   6695.3 ms  ✓ OrdinaryDiffEqDifferentiation
   5311.8 ms  ✓ OrdinaryDiffEqDifferentiation → OrdinaryDiffEqDifferentiationSparseArraysExt
  51035.6 ms  ✓ OrdinaryDiffEqVerner
   5459.4 ms  ✓ OrdinaryDiffEqExponentialRK
   6324.4 ms  ✓ OrdinaryDiffEqExtrapolation
  19776.2 ms  ✓ NonlinearSolveQuasiNewton
   1571.4 ms  ✓ NonlinearSolveQuasiNewton → NonlinearSolveQuasiNewtonForwardDiffExt
  29247.8 ms  ✓ NonlinearSolveFirstOrder
  23923.2 ms  ✓ OrdinaryDiffEqRosenbrock
  10298.1 ms  ✓ NonlinearSolve
   2693.2 ms  ✓ OrdinaryDiffEqNonlinearSolve
   2948.7 ms  ✓ OrdinaryDiffEqIMEXMultistep
   2972.0 ms  ✓ OrdinaryDiffEqStabilizedIRK
   3304.7 ms  ✓ OrdinaryDiffEqPDIRK
   4068.3 ms  ✓ OrdinaryDiffEqSDIRK
  10330.2 ms  ✓ OrdinaryDiffEqBDF
  14775.9 ms  ✓ OrdinaryDiffEqFIRK
  19704.1 ms  ✓ OrdinaryDiffEqDefault
   2974.3 ms  ✓ OrdinaryDiffEq
  209 dependencies successfully precompiled in 168 seconds
	Command being timed: "nice -n -10 timeout -k120 -v 3600 julia +lts --project=O/OrdinaryDiffEq/Solve-The-Lorenz-Equation -e using Pkg; @time @eval Pkg.precompile()"
	User time (seconds): 586.06
	System time (seconds): 47.60
	Percent of CPU this job got: 375%
	Elapsed (wall clock) time (h:mm:ss or m:ss): 2:48.61
	Average shared text size (kbytes): 0
	Average unshared data size (kbytes): 0
	Average stack size (kbytes): 0
	Average total size (kbytes): 0
	Maximum resident set size (kbytes): 1446280
	Average resident set size (kbytes): 0
	Major (requiring I/O) page faults: 748
	Minor (reclaiming a frame) page faults: 11994887
	Voluntary context switches: 271548
	Involuntary context switches: 114090
	Swaps: 0
	File system inputs: 16200
	File system outputs: 1367104
	Socket messages sent: 0
	Socket messages received: 0
	Signals delivered: 0
	Page size (bytes): 4096
	Exit status: 0
