nice: cannot set niceness: Permission denied
Precompiling packages...
    414.9 ms  ✓ CommonSolve
    421.2 ms  ✓ Reexport
    543.2 ms  ✓ ConstructionBase
    505.7 ms  ✓ StaticArraysCore
    583.6 ms  ✓ Statistics
   1363.0 ms  ✓ IrrationalConstants
    894.3 ms  ✓ SuiteSparse_jll
    462.2 ms  ✓ IfElse
    758.2 ms  ✓ EnzymeCore
    506.5 ms  ✓ ManualMemory
    440.6 ms  ✓ CommonWorldInvalidations
    412.3 ms  ✓ Future
    844.9 ms  ✓ SciMLPublic
    427.6 ms  ✓ FastPower
    443.7 ms  ✓ CompositionsBase
    510.9 ms  ✓ InverseFunctions
    468.4 ms  ✓ MuladdMacro
    468.9 ms  ✓ EnumX
    664.4 ms  ✓ OpenLibm_jll
   2181.4 ms  ✓ ExproniconLite
    478.1 ms  ✓ ExprTools
    442.3 ms  ✓ ConcreteStructs
   1068.6 ms  ✓ FillArrays
    632.2 ms  ✓ OrderedCollections
    728.2 ms  ✓ ADTypes
    757.9 ms  ✓ Serialization
    707.4 ms  ✓ DocStringExtensions
    556.3 ms  ✓ FastClosures
    522.4 ms  ✓ SIMDTypes
    515.4 ms  ✓ IteratorInterfaceExtensions
   5587.0 ms  ✓ MacroTools
    760.4 ms  ✓ Requires
    745.4 ms  ✓ CpuId
   1242.8 ms  ✓ GenericSchur
    547.6 ms  ✓ LoggingExtras
    585.3 ms  ✓ Compat
   1319.5 ms  ✓ InteractiveUtils
    538.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    540.7 ms  ✓ DiffResults
   3899.7 ms  ✓ FunctionWrappers
    944.7 ms  ✓ LazyArtifacts
    442.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    444.9 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    533.6 ms  ✓ NaNMath
   1187.3 ms  ✓ ThreadingUtilities
   2157.9 ms  ✓ Preferences
    499.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    433.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    416.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1114.1 ms  ✓ DifferentiationInterface
