nice: cannot set niceness: Permission denied
Precompiling packages...
   1894.5 ms  ✓ IteratorInterfaceExtensions
   1949.8 ms  ✓ Reexport
   2130.5 ms  ✓ OpenLibm_jll
   2141.1 ms  ✓ EnumX
   2154.7 ms  ✓ ConcreteStructs
   2243.7 ms  ✓ ExprTools
   2213.6 ms  ✓ Adapt
   2310.5 ms  ✓ ConstructionBase
   2441.5 ms  ✓ InverseFunctions
   2521.9 ms  ✓ CommonSolve
   2498.6 ms  ✓ CompilerSupportLibraries_jll
   2980.8 ms  ✓ Compat
   3021.6 ms  ✓ DocStringExtensions
   3447.2 ms  ✓ EnzymeCore
   3738.7 ms  ✓ FunctionWrappers
   1929.7 ms  ✓ FastClosures
   2010.4 ms  ✓ LazyArtifacts
   2270.2 ms  ✓ CompositionsBase
   2291.1 ms  ✓ SuiteSparse_jll
   1996.9 ms  ✓ SciMLPublic
   1898.4 ms  ✓ FastPower
   2389.8 ms  ✓ StaticArraysCore
   2307.1 ms  ✓ BinaryHeaps
   2994.3 ms  ✓ ADTypes
   5540.0 ms  ✓ IrrationalConstants
   3502.7 ms  ✓ OrdinaryDiffEqRosenbrockTableaus
   2418.3 ms  ✓ NaNMath
   2292.7 ms  ✓ RuntimeGeneratedFunctions
   2107.0 ms  ✓ LoggingExtras
   2000.9 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   3105.6 ms  ✓ Preferences
   2406.3 ms  ✓ GPUArraysCore
   1990.7 ms  ✓ Compat → CompatLinearAlgebraExt
   2022.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2623.1 ms  ✓ ArrayInterface
   1992.5 ms  ✓ EnzymeCore → AdaptExt
   2292.5 ms  ✓ DiffResults
   3189.7 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2281.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2225.2 ms  ✓ PrecompileTools
   2691.7 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2292.3 ms  ✓ JLLWrappers
   2101.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2105.2 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   3014.4 ms  ✓ LogExpFunctions
   7524.6 ms  ✓ TimerOutputs
   2719.3 ms  ✓ FastBroadcast
   8002.3 ms  ✓ Distributed
   3224.3 ms  ✓ SciMLLogging
   4371.6 ms  ✓ DifferentiationInterface
   1697.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2025.1 ms  ✓ OpenSpecFun_jll
   2385.4 ms  ✓ SciMLStructures
   2183.7 ms  ✓ IntelOpenMP_jll
   2223.2 ms  ✓ oneTBB_jll
   9397.9 ms  ✓ MacroTools
   3093.1 ms  ✓ MuladdMacro
   1422.2 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   1307.1 ms  ✓ TruncatedStacktraces
   1676.0 ms  ✓ MKL_jll
   4094.1 ms  ✓ PreallocationTools
   1504.2 ms  ✓ CommonSubexpressions
   4334.6 ms  ✓ RecipesBase
   1793.8 ms  ✓ MaybeInplace
    793.7 ms  ✓ PreallocationTools → PreallocationToolsEnzymeCoreExt
   2228.7 ms  ✓ Setfield
   1070.2 ms  ✓ FunctionWrappersWrappers
   5602.3 ms  ✓ FindFirstFunctions
   9120.1 ms  ✓ SparseArrays
   1066.8 ms  ✓ FiniteDiff
   3805.0 ms  ✓ Accessors
   2083.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2178.8 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   1908.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   2250.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2401.4 ms  ✓ Statistics
   5872.4 ms  ✓ SpecialFunctions
   2493.8 ms  ✓ AMD
   1765.3 ms  ✓ Accessors → LinearAlgebraExt
   2419.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   2653.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    827.2 ms  ✓ DiffRules
