nice: cannot set niceness: Permission denied
Precompiling packages...
    447.1 ms  ✓ Reexport
    462.2 ms  ✓ CommonSolve
    610.2 ms  ✓ ConstructionBase
    516.4 ms  ✓ StaticArraysCore
    616.5 ms  ✓ Statistics
   1327.4 ms  ✓ IrrationalConstants
    484.1 ms  ✓ IfElse
    964.0 ms  ✓ SuiteSparse_jll
    777.1 ms  ✓ EnzymeCore
    537.3 ms  ✓ ManualMemory
    448.7 ms  ✓ CommonWorldInvalidations
    440.9 ms  ✓ Future
    741.6 ms  ✓ SciMLPublic
    469.3 ms  ✓ FastPower
    475.3 ms  ✓ CompositionsBase
    541.8 ms  ✓ InverseFunctions
    487.9 ms  ✓ MuladdMacro
    495.0 ms  ✓ EnumX
   1998.8 ms  ✓ ExproniconLite
    732.0 ms  ✓ OpenLibm_jll
    549.2 ms  ✓ ExprTools
    514.9 ms  ✓ ConcreteStructs
   1210.2 ms  ✓ FillArrays
    810.5 ms  ✓ OrderedCollections
   4411.0 ms  ✓ MacroTools
    777.9 ms  ✓ ADTypes
    482.5 ms  ✓ FastClosures
    653.8 ms  ✓ DocStringExtensions
    716.5 ms  ✓ Serialization
    468.6 ms  ✓ SIMDTypes
    471.4 ms  ✓ IteratorInterfaceExtensions
    786.8 ms  ✓ Requires
    769.4 ms  ✓ CpuId
   1217.7 ms  ✓ GenericSchur
    698.8 ms  ✓ LoggingExtras
    634.5 ms  ✓ Compat
   1432.9 ms  ✓ InteractiveUtils
   2996.7 ms  ✓ FunctionWrappers
    454.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    497.8 ms  ✓ DiffResults
   1010.0 ms  ✓ LazyArtifacts
    461.1 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    589.0 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   1261.0 ms  ✓ ThreadingUtilities
   1979.6 ms  ✓ Preferences
    548.0 ms  ✓ NaNMath
    550.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    606.6 ms  ✓ CommonSubexpressions
    462.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   1906.4 ms  ✓ Jieko
    501.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1139.0 ms  ✓ DifferentiationInterface
   1887.7 ms  ✓ DataStructures
    689.8 ms  ✓ LogExpFunctions
    566.3 ms  ✓ RuntimeGeneratedFunctions
    591.6 ms  ✓ Adapt
   3455.6 ms  ✓ TimerOutputs
    573.4 ms  ✓ Compat → CompatLinearAlgebraExt
    525.8 ms  ✓ FunctionWrappersWrappers
    577.5 ms  ✓ PrecompileTools
   2662.6 ms  ✓ Distributed
   1265.9 ms  ✓ Setfield
    764.4 ms  ✓ JLLWrappers
    903.0 ms  ✓ SciMLLogging
    824.9 ms  ✓ TruncatedStacktraces
    496.7 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2493.5 ms  ✓ Accessors
    664.9 ms  ✓ ArrayInterface
    441.4 ms  ✓ EnzymeCore → AdaptExt
    647.1 ms  ✓ GPUArraysCore
   4476.7 ms  ✓ SparseArrays
   1447.2 ms  ✓ ChainRulesCore
    983.8 ms  ✓ OpenSpecFun_jll
   2155.5 ms  ✓ RecipesBase
   1309.7 ms  ✓ IntelOpenMP_jll
   1368.7 ms  ✓ oneTBB_jll
    444.6 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    612.9 ms  ✓ Accessors → LinearAlgebraExt
    752.8 ms  ✓ MaybeInplace
    938.6 ms  ✓ SciMLStructures
    558.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    545.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1753.9 ms  ✓ PreallocationTools
    775.4 ms  ✓ Statistics → SparseArraysExt
   9347.8 ms  ✓ Moshi
    778.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
    635.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    626.0 ms  ✓ Adapt → AdaptSparseArraysExt
    688.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    783.1 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    615.5 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    525.4 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    574.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
  13292.2 ms  ✓ StaticArrays
   1497.7 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    478.3 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   7733.2 ms  ✓ Krylov
    830.1 ms  ✓ FiniteDiff
   1688.6 ms  ✓ MKL_jll
   2896.6 ms  ✓ SpecialFunctions
   1507.4 ms  ✓ SymbolicIndexingInterface
   2231.1 ms  ✓ SciMLOperators
    862.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   8840.6 ms  ✓ SparseMatrixColorings
    722.9 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    720.3 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    706.7 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    872.4 ms  ✓ FillArrays → FillArraysStaticArraysExt
    822.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    794.5 ms  ✓ Adapt → AdaptStaticArraysExt
    864.5 ms  ✓ Accessors → StaticArraysExt
    783.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    828.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    636.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    795.4 ms  ✓ DiffRules
   1864.2 ms  ✓ FastGaussQuadrature
   2198.1 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    738.6 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    922.9 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   1044.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    896.5 ms  ✓ NLSolversBase
    892.9 ms  ✓ LineSearches
   5209.2 ms  ✓ RecursiveArrayTools
    803.4 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
