nice: cannot set niceness: Permission denied
Precompiling packages...
   1444.5 ms  ✓ UUIDs
   1461.5 ms  ✓ nghttp2_jll
   1458.7 ms  ✓ Zlib_jll
   1612.6 ms  ✓ OpenSSL_jll
   1588.9 ms  ✓ MozillaCACerts_jll
   1598.4 ms  ✓ CompilerSupportLibraries_jll
   1665.0 ms  ✓ Logging
   1661.8 ms  ✓ Unicode
   1745.5 ms  ✓ NetworkOptions
   1852.3 ms  ✓ Base64
    544.4 ms  ✓ LibSSH2_jll
    615.9 ms  ✓ p7zip_jll
    673.4 ms  ✓ Printf
    473.4 ms  ✓ LibGit2_jll
    471.8 ms  ✓ LibCURL_jll
   3123.4 ms  ✓ ArgTools
    768.6 ms  ✓ LibCURL
    645.4 ms  ✓ Tar
   2973.2 ms  ✓ Dates
   3051.1 ms  ✓ LibGit2
    437.8 ms  ✓ TOML
   3013.4 ms  ✓ Downloads
   9217.4 ms  ✓ StyledStrings
   1663.2 ms  ✓ JuliaSyntaxHighlighting
   3771.2 ms  ✓ Markdown
  46033.8 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2481.0 ms  ✓ Future
   2487.0 ms  ✓ IteratorInterfaceExtensions
   2592.8 ms  ✓ MuladdMacro
   2602.2 ms  ✓ ConcreteStructs
   2641.7 ms  ✓ CommonSolve
   2698.7 ms  ✓ ExprTools
   2840.7 ms  ✓ OpenLibm_jll
   3249.0 ms  ✓ InverseFunctions
   3304.5 ms  ✓ SuiteSparse_jll
   3649.1 ms  ✓ Statistics
   4080.4 ms  ✓ ADTypes
   4065.5 ms  ✓ Serialization
   2407.3 ms  ✓ SIMDTypes
   2678.1 ms  ✓ Reexport
   2787.6 ms  ✓ EnumX
   2918.6 ms  ✓ ManualMemory
   5448.9 ms  ✓ FillArrays
   2603.9 ms  ✓ CompositionsBase
   2600.3 ms  ✓ FastPower
   3615.8 ms  ✓ DocStringExtensions
   2602.5 ms  ✓ IfElse
   4891.0 ms  ✓ Requires
   2507.7 ms  ✓ CommonWorldInvalidations
   2500.9 ms  ✓ FastClosures
   3907.6 ms  ✓ EnzymeCore
   3098.4 ms  ✓ StaticArraysCore
   3189.4 ms  ✓ SciMLPublic
   3302.0 ms  ✓ LoggingExtras
   2594.8 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3715.1 ms  ✓ Preferences
   4597.1 ms  ✓ CpuId
  11885.0 ms  ✓ FunctionWrappers
   6099.7 ms  ✓ GenericSchur
  10692.6 ms  ✓ OrderedCollections
   5504.3 ms  ✓ LazyArtifacts
   2408.2 ms  ✓ FillArrays → FillArraysStatisticsExt
  10197.0 ms  ✓ ConstructionBase
   2403.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2896.6 ms  ✓ Adapt
  16868.5 ms  ✓ ExproniconLite
   2692.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  14001.2 ms  ✓ IrrationalConstants
   2804.0 ms  ✓ DiffResults
  10511.3 ms  ✓ Compat
   3214.5 ms  ✓ JLLWrappers
  10910.9 ms  ✓ NaNMath
   3598.3 ms  ✓ PrecompileTools
   2709.0 ms  ✓ FunctionWrappersWrappers
  19905.3 ms  ✓ MacroTools
   3306.7 ms  ✓ SciMLLogging
   9582.9 ms  ✓ RuntimeGeneratedFunctions
   2791.3 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  14502.0 ms  ✓ InteractiveUtils
   2797.3 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2492.7 ms  ✓ EnzymeCore → AdaptExt
  12798.5 ms  ✓ DifferentiationInterface
   3395.3 ms  ✓ GPUArraysCore
   2783.3 ms  ✓ Compat → CompatLinearAlgebraExt
   3890.7 ms  ✓ LogExpFunctions
   3687.9 ms  ✓ OpenSpecFun_jll
  12813.3 ms  ✓ ThreadingUtilities
   3206.1 ms  ✓ CommonSubexpressions
   9194.6 ms  ✓ DataStructures
   2978.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   3216.6 ms  ✓ TruncatedStacktraces
  20706.1 ms  ✓ TimerOutputs
  17592.5 ms  ✓ Distributed
   7914.6 ms  ✓ IntelOpenMP_jll
   9280.6 ms  ✓ Jieko
   2698.3 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   6209.5 ms  ✓ Setfield
   8316.5 ms  ✓ oneTBB_jll
  10758.7 ms  ✓ ArrayInterface
   1823.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   2022.0 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   9415.3 ms  ✓ RecipesBase
   2742.3 ms  ✓ MaybeInplace
   1978.3 ms  ✓ FiniteDiff
   4705.1 ms  ✓ MKL_jll
  23204.3 ms  ✓ SparseArrays
   5601.2 ms  ✓ PreallocationTools
   2294.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   7720.0 ms  ✓ SciMLStructures
