nice: cannot set niceness: Permission denied
Precompiling packages...
   1841.8 ms  ✓ CommonSolve
   1870.7 ms  ✓ LazyArtifacts
   1871.4 ms  ✓ IteratorInterfaceExtensions
   1966.4 ms  ✓ ConcreteStructs
   1963.2 ms  ✓ OpenLibm_jll
   2060.4 ms  ✓ MuladdMacro
   2078.1 ms  ✓ ExprTools
   2243.1 ms  ✓ CompilerSupportLibraries_jll
   2346.0 ms  ✓ InverseFunctions
   2338.7 ms  ✓ SuiteSparse_jll
   3058.4 ms  ✓ ADTypes
   3919.6 ms  ✓ FunctionWrappers
   1998.4 ms  ✓ ManualMemory
   1889.9 ms  ✓ EnumX
   1616.4 ms  ✓ SIMDTypes
   1796.6 ms  ✓ Reexport
   2102.4 ms  ✓ Requires
   2471.0 ms  ✓ Compat
   4533.4 ms  ✓ FillArrays
   4569.8 ms  ✓ GenericSchur
   2791.8 ms  ✓ OrderedCollections
   3187.8 ms  ✓ Preferences
   2894.0 ms  ✓ DocStringExtensions
   1999.9 ms  ✓ CompositionsBase
   1898.9 ms  ✓ FastPower
   1903.3 ms  ✓ IfElse
   1835.5 ms  ✓ CommonWorldInvalidations
   1827.9 ms  ✓ FastClosures
   2207.2 ms  ✓ ConstructionBase
   1807.4 ms  ✓ SciMLPublic
   3105.0 ms  ✓ CpuId
   2590.6 ms  ✓ LoggingExtras
   3286.2 ms  ✓ EnzymeCore
   2304.9 ms  ✓ NaNMath
   2500.2 ms  ✓ StaticArraysCore
   2298.5 ms  ✓ RuntimeGeneratedFunctions
   8111.3 ms  ✓ Distributed
   8164.5 ms  ✓ ExproniconLite
   2292.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2066.5 ms  ✓ FunctionWrappersWrappers
   5576.3 ms  ✓ IrrationalConstants
   2000.3 ms  ✓ Compat → CompatLinearAlgebraExt
   2285.6 ms  ✓ Adapt
   1908.7 ms  ✓ PrecompileTools
   2109.2 ms  ✓ JLLWrappers
   2195.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2402.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2633.8 ms  ✓ SciMLLogging
   2517.1 ms  ✓ DiffResults
   2141.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   4336.2 ms  ✓ ThreadingUtilities
   5071.3 ms  ✓ DifferentiationInterface
   9664.0 ms  ✓ MacroTools
   2790.3 ms  ✓ ArrayInterface
   3181.3 ms  ✓ LogExpFunctions
   2301.5 ms  ✓ EnzymeCore → AdaptExt
   2999.1 ms  ✓ GPUArraysCore
   2408.4 ms  ✓ IntelOpenMP_jll
   2140.8 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2690.8 ms  ✓ oneTBB_jll
   2627.8 ms  ✓ OpenSpecFun_jll
   3891.2 ms  ✓ Static
   9083.0 ms  ✓ TimerOutputs
   3106.8 ms  ✓ CommonSubexpressions
   1721.4 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   3280.9 ms  ✓ TruncatedStacktraces
   6296.2 ms  ✓ ChainRulesCore
