nice: cannot set niceness: Permission denied
Precompiling packages...
   1866.1 ms  ✓ IteratorInterfaceExtensions
   1947.0 ms  ✓ ConcreteStructs
   1911.2 ms  ✓ CommonSolve
   1968.0 ms  ✓ LazyArtifacts
   2043.5 ms  ✓ OpenLibm_jll
   2056.9 ms  ✓ ExprTools
   2116.4 ms  ✓ CompilerSupportLibraries_jll
   2270.8 ms  ✓ MuladdMacro
   2489.3 ms  ✓ SuiteSparse_jll
   2558.9 ms  ✓ InverseFunctions
   3254.2 ms  ✓ ADTypes
   4024.2 ms  ✓ FunctionWrappers
   2024.3 ms  ✓ ManualMemory
   1742.4 ms  ✓ Reexport
   1989.2 ms  ✓ EnumX
   2108.7 ms  ✓ Requires
   4222.9 ms  ✓ FillArrays
   1709.7 ms  ✓ SIMDTypes
   2601.3 ms  ✓ OrderedCollections
   2788.4 ms  ✓ Compat
   4858.0 ms  ✓ GenericSchur
   3119.6 ms  ✓ Preferences
   2644.2 ms  ✓ DocStringExtensions
   1843.8 ms  ✓ FastPower
   2105.7 ms  ✓ CompositionsBase
   1908.9 ms  ✓ CommonWorldInvalidations
   1995.0 ms  ✓ IfElse
   1717.4 ms  ✓ FastClosures
   2228.9 ms  ✓ ConstructionBase
   2994.8 ms  ✓ CpuId
   2297.3 ms  ✓ SciMLPublic
   2512.7 ms  ✓ LoggingExtras
   2381.7 ms  ✓ StaticArraysCore
   3303.0 ms  ✓ EnzymeCore
   7542.8 ms  ✓ ExproniconLite
   2383.8 ms  ✓ NaNMath
   8018.0 ms  ✓ Distributed
   2389.7 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2782.1 ms  ✓ RuntimeGeneratedFunctions
   5711.8 ms  ✓ IrrationalConstants
   2284.0 ms  ✓ Adapt
   1800.7 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   2188.6 ms  ✓ Compat → CompatLinearAlgebraExt
   2090.8 ms  ✓ PrecompileTools
   2196.4 ms  ✓ JLLWrappers
   2313.5 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2590.9 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   4284.1 ms  ✓ ThreadingUtilities
   2289.6 ms  ✓ SciMLLogging
   2086.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   2516.5 ms  ✓ DiffResults
   9403.9 ms  ✓ MacroTools
   5285.8 ms  ✓ DifferentiationInterface
   2804.3 ms  ✓ ArrayInterface
   3200.1 ms  ✓ GPUArraysCore
   3112.5 ms  ✓ EnzymeCore → AdaptExt
   3403.7 ms  ✓ LogExpFunctions
   2602.2 ms  ✓ IntelOpenMP_jll
   2292.4 ms  ✓ OpenSpecFun_jll
   7499.9 ms  ✓ TimerOutputs
   2204.7 ms  ✓ TruncatedStacktraces
   2512.9 ms  ✓ oneTBB_jll
   2402.9 ms  ✓ CommonSubexpressions
   3714.8 ms  ✓ Static
   7306.0 ms  ✓ DataStructures
   1893.1 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1794.4 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2597.2 ms  ✓ FastBroadcast
   2110.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2667.7 ms  ✓ SciMLStructures
   1814.1 ms  ✓ BitTwiddlingConvenienceFunctions
   2495.8 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3802.4 ms  ✓ MaybeInplace
   8008.0 ms  ✓ Jieko
   5308.9 ms  ✓ Setfield
   2310.0 ms  ✓ MKL_jll
   7110.5 ms  ✓ RecipesBase
   1646.0 ms  ✓ FastBroadcast → FastBroadcastStaticExt
   4514.2 ms  ✓ PreallocationTools
   2416.7 ms  ✓ FunctionWrappersWrappers
   2917.6 ms  ✓ CPUSummary
  12410.5 ms  ✓ SparseArrays
   1677.6 ms  ✓ FiniteDiff
   4197.2 ms  ✓ StaticArrayInterface
   1986.7 ms  ✓ PolyesterWeave
   7617.6 ms  ✓ Accessors
   2286.1 ms  ✓ Adapt → AdaptSparseArraysExt
   2672.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   2794.5 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   2874.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
