nice: cannot set niceness: Permission denied
Precompiling packages...
    429.7 ms  ✓ Reexport
    432.1 ms  ✓ CommonSolve
    576.3 ms  ✓ ConstructionBase
    527.6 ms  ✓ StaticArraysCore
    638.5 ms  ✓ Statistics
   1330.4 ms  ✓ IrrationalConstants
    497.4 ms  ✓ IfElse
   1056.0 ms  ✓ SuiteSparse_jll
    757.5 ms  ✓ EnzymeCore
    567.0 ms  ✓ ManualMemory
    477.7 ms  ✓ CommonWorldInvalidations
    443.3 ms  ✓ Future
    946.1 ms  ✓ SciMLPublic
    460.4 ms  ✓ FastPower
    562.6 ms  ✓ InverseFunctions
    472.2 ms  ✓ CompositionsBase
    464.3 ms  ✓ MuladdMacro
    503.2 ms  ✓ EnumX
    803.1 ms  ✓ OpenLibm_jll
    508.8 ms  ✓ ExprTools
   2330.5 ms  ✓ ExproniconLite
   1115.0 ms  ✓ FillArrays
    479.3 ms  ✓ ConcreteStructs
    670.2 ms  ✓ OrderedCollections
    687.4 ms  ✓ ADTypes
    696.7 ms  ✓ Serialization
    727.6 ms  ✓ DocStringExtensions
    567.4 ms  ✓ FastClosures
    540.7 ms  ✓ SIMDTypes
    567.8 ms  ✓ IteratorInterfaceExtensions
   6078.7 ms  ✓ MacroTools
    877.6 ms  ✓ Requires
    798.2 ms  ✓ CpuId
   1290.4 ms  ✓ GenericSchur
    575.5 ms  ✓ LoggingExtras
    620.9 ms  ✓ Compat
   1411.9 ms  ✓ InteractiveUtils
    504.0 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    964.9 ms  ✓ LazyArtifacts
    573.1 ms  ✓ DiffResults
   4234.7 ms  ✓ FunctionWrappers
    508.5 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    472.8 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    563.1 ms  ✓ NaNMath
   1412.2 ms  ✓ ThreadingUtilities
   2443.6 ms  ✓ Preferences
    542.0 ms  ✓ FillArrays → FillArraysStatisticsExt
    455.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    420.4 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1150.7 ms  ✓ DifferentiationInterface
   2122.3 ms  ✓ Jieko
   1808.2 ms  ✓ DataStructures
    459.4 ms  ✓ RuntimeGeneratedFunctions
    652.2 ms  ✓ CommonSubexpressions
    741.8 ms  ✓ LogExpFunctions
    534.3 ms  ✓ Compat → CompatLinearAlgebraExt
    597.6 ms  ✓ Adapt
   4271.9 ms  ✓ TimerOutputs
    534.8 ms  ✓ FunctionWrappersWrappers
   2997.0 ms  ✓ Distributed
    504.1 ms  ✓ PrecompileTools
    588.9 ms  ✓ JLLWrappers
   1582.4 ms  ✓ Setfield
    656.2 ms  ✓ SciMLLogging
    592.7 ms  ✓ TruncatedStacktraces
    452.5 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   4580.2 ms  ✓ SparseArrays
    678.0 ms  ✓ ArrayInterface
   2709.5 ms  ✓ Accessors
    481.5 ms  ✓ EnzymeCore → AdaptExt
    664.7 ms  ✓ GPUArraysCore
   1567.2 ms  ✓ ChainRulesCore
    657.7 ms  ✓ OpenSpecFun_jll
   2011.9 ms  ✓ RecipesBase
   1195.2 ms  ✓ IntelOpenMP_jll
   1174.5 ms  ✓ oneTBB_jll
    605.1 ms  ✓ Statistics → SparseArraysExt
    668.4 ms  ✓ FillArrays → FillArraysSparseArraysExt
    609.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
    653.7 ms  ✓ Adapt → AdaptSparseArraysExt
  10297.7 ms  ✓ Moshi
    452.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7055.7 ms  ✓ Krylov
    627.4 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
    849.0 ms  ✓ MaybeInplace
    553.2 ms  ✓ SciMLStructures
    614.0 ms  ✓ Accessors → LinearAlgebraExt
   1210.3 ms  ✓ PreallocationTools
    549.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    569.7 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
    536.5 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    788.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    683.4 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
    680.5 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   1876.4 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
   1681.9 ms  ✓ MKL_jll
  10095.8 ms  ✓ SparseMatrixColorings
  16101.8 ms  ✓ StaticArrays
    608.2 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    704.3 ms  ✓ FiniteDiff
   3160.5 ms  ✓ SpecialFunctions
    743.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
   1077.1 ms  ✓ SymbolicIndexingInterface
   1718.7 ms  ✓ SciMLOperators
    619.5 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    701.6 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    669.9 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    612.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    603.6 ms  ✓ Adapt → AdaptStaticArraysExt
    686.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    705.9 ms  ✓ Accessors → StaticArraysExt
    613.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    736.1 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   1840.2 ms  ✓ FastGaussQuadrature
   2146.0 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
    794.0 ms  ✓ DiffRules
    594.5 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
    767.4 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   2124.0 ms  ✓ RecursiveArrayTools
    822.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
