nice: cannot set niceness: Permission denied
Precompiling packages...
   1491.9 ms  ✓ UUIDs
   1579.1 ms  ✓ nghttp2_jll
   1677.9 ms  ✓ OpenSSL_jll
   1643.6 ms  ✓ Zlib_jll
   1672.4 ms  ✓ Logging
   1677.9 ms  ✓ MozillaCACerts_jll
   1703.7 ms  ✓ Base64
   1715.9 ms  ✓ CompilerSupportLibraries_jll
   1772.3 ms  ✓ Unicode
   1793.9 ms  ✓ NetworkOptions
    491.8 ms  ✓ LibSSH2_jll
    581.2 ms  ✓ p7zip_jll
    649.7 ms  ✓ Printf
    483.9 ms  ✓ LibCURL_jll
    487.4 ms  ✓ LibGit2_jll
   3116.6 ms  ✓ ArgTools
    753.7 ms  ✓ LibCURL
    628.2 ms  ✓ Tar
   2958.8 ms  ✓ Dates
   2911.9 ms  ✓ LibGit2
    495.1 ms  ✓ TOML
   2982.3 ms  ✓ Downloads
   9197.7 ms  ✓ StyledStrings
   1658.7 ms  ✓ JuliaSyntaxHighlighting
   3709.0 ms  ✓ Markdown
  45927.6 ms  ✓ Pkg
  26 dependencies successfully precompiled in 61 seconds
Precompiling packages...
   2381.7 ms  ✓ IteratorInterfaceExtensions
   2482.9 ms  ✓ Future
   2560.5 ms  ✓ ConcreteStructs
   2566.1 ms  ✓ CommonSolve
   2587.5 ms  ✓ MuladdMacro
   2589.0 ms  ✓ OpenLibm_jll
   2788.1 ms  ✓ ExprTools
   3078.1 ms  ✓ InverseFunctions
   3174.2 ms  ✓ SuiteSparse_jll
   3648.2 ms  ✓ Statistics
   3900.8 ms  ✓ ADTypes
   4197.4 ms  ✓ Serialization
   2407.6 ms  ✓ Reexport
   2495.1 ms  ✓ SIMDTypes
   2902.8 ms  ✓ ManualMemory
   2720.3 ms  ✓ EnumX
   5483.7 ms  ✓ FillArrays
   2809.9 ms  ✓ CompositionsBase
   2530.8 ms  ✓ FastPower
   3606.0 ms  ✓ DocStringExtensions
   2657.7 ms  ✓ IfElse
   4327.8 ms  ✓ Requires
