nice: cannot set niceness: Permission denied
Precompiling packages...
   2005.3 ms  ✓ IteratorInterfaceExtensions
   1987.7 ms  ✓ CommonSolve
   2014.0 ms  ✓ LazyArtifacts
   2094.6 ms  ✓ MuladdMacro
   2098.0 ms  ✓ OpenLibm_jll
   2194.4 ms  ✓ ConcreteStructs
   2220.1 ms  ✓ TestEnv
   2266.5 ms  ✓ CompilerSupportLibraries_jll
   2303.3 ms  ✓ ExprTools
   2474.9 ms  ✓ InverseFunctions
   3306.8 ms  ✓ ADTypes
   3963.2 ms  ✓ FunctionWrappers
   1925.9 ms  ✓ ManualMemory
   2091.0 ms  ✓ SuiteSparse_jll
   1989.1 ms  ✓ EnumX
   4485.0 ms  ✓ FillArrays
   2104.7 ms  ✓ Reexport
   2312.0 ms  ✓ Requires
   2711.0 ms  ✓ Compat
   5072.3 ms  ✓ GenericSchur
   2973.9 ms  ✓ OrderedCollections
   1883.4 ms  ✓ SIMDTypes
   3106.1 ms  ✓ Preferences
   1720.1 ms  ✓ FastPower
   1993.2 ms  ✓ CompositionsBase
   1779.3 ms  ✓ IfElse
   2589.1 ms  ✓ DocStringExtensions
   1812.4 ms  ✓ CommonWorldInvalidations
   1901.4 ms  ✓ FastClosures
   2298.2 ms  ✓ ConstructionBase
   2087.6 ms  ✓ SciMLPublic
   2315.2 ms  ✓ LoggingExtras
   3020.4 ms  ✓ CpuId
   3192.5 ms  ✓ EnzymeCore
   2190.6 ms  ✓ StaticArraysCore
   2018.7 ms  ✓ RuntimeGeneratedFunctions
   8403.1 ms  ✓ ExproniconLite
   2391.7 ms  ✓ NaNMath
   2086.6 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2188.6 ms  ✓ FunctionWrappersWrappers
   2103.8 ms  ✓ Compat → CompatLinearAlgebraExt
   2591.7 ms  ✓ SciMLLogging
   6381.7 ms  ✓ IrrationalConstants
   2495.5 ms  ✓ JLLWrappers
   2589.5 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9101.1 ms  ✓ Distributed
