nice: cannot set niceness: Permission denied
Precompiling packages...
   2025.8 ms  ✓ LazyArtifacts
   2270.4 ms  ✓ ConcreteStructs
   2503.2 ms  ✓ ExprTools
   2424.2 ms  ✓ CommonSolve
   2847.0 ms  ✓ IteratorInterfaceExtensions
   2979.3 ms  ✓ MuladdMacro
   2992.9 ms  ✓ CompilerSupportLibraries_jll
   3139.1 ms  ✓ InverseFunctions
   3304.4 ms  ✓ OpenLibm_jll
   3907.4 ms  ✓ SuiteSparse_jll
   4224.2 ms  ✓ FillArrays
   5137.3 ms  ✓ FunctionWrappers
   4793.9 ms  ✓ ADTypes
   1639.5 ms  ✓ Reexport
   1777.0 ms  ✓ SIMDTypes
   2680.0 ms  ✓ Requires
   3630.7 ms  ✓ ManualMemory
   3412.7 ms  ✓ Preferences
   3660.8 ms  ✓ Compat
   3154.2 ms  ✓ EnumX
   2268.3 ms  ✓ DocStringExtensions
   1665.7 ms  ✓ FastPower
   1804.7 ms  ✓ CompositionsBase
   6683.3 ms  ✓ GenericSchur
   1167.3 ms  ✓ IfElse
   4020.6 ms  ✓ OrderedCollections
   1790.7 ms  ✓ LoggingExtras
   3646.2 ms  ✓ CpuId
   2089.3 ms  ✓ RuntimeGeneratedFunctions
   2783.1 ms  ✓ ConstructionBase
   2318.6 ms  ✓ StaticArraysCore
   2971.4 ms  ✓ CommonWorldInvalidations
   2095.2 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   2976.2 ms  ✓ SciMLPublic
   5386.0 ms  ✓ IrrationalConstants
   9794.2 ms  ✓ Distributed
   4871.3 ms  ✓ EnzymeCore
   1783.3 ms  ✓ FunctionWrappersWrappers
   4272.4 ms  ✓ FastClosures
   2142.6 ms  ✓ Adapt
   2049.7 ms  ✓ PrecompileTools
   4343.5 ms  ✓ NaNMath
   1980.1 ms  ✓ Compat → CompatLinearAlgebraExt
   2404.2 ms  ✓ JLLWrappers
  11832.3 ms  ✓ ExproniconLite
   2186.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
  10387.1 ms  ✓ MacroTools
   2204.4 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
   2449.0 ms  ✓ DiffResults
   1524.0 ms  ✓ GPUArraysCore
   3395.4 ms  ✓ SciMLLogging
   2200.5 ms  ✓ ArrayInterface
   4642.4 ms  ✓ ThreadingUtilities
   2746.8 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1543.3 ms  ✓ EnzymeCore → AdaptExt
   3506.3 ms  ✓ LogExpFunctions
   6302.1 ms  ✓ DifferentiationInterface
   1674.2 ms  ✓ ADTypes → ADTypesConstructionBaseExt
   2965.7 ms  ✓ IntelOpenMP_jll
   2330.8 ms  ✓ CommonSubexpressions
   3044.7 ms  ✓ TruncatedStacktraces
   3557.7 ms  ✓ OpenSpecFun_jll
   1233.8 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   4134.1 ms  ✓ oneTBB_jll
  11051.4 ms  ✓ TimerOutputs
   5311.1 ms  ✓ Static
   8347.2 ms  ✓ DataStructures
   3022.8 ms  ✓ MaybeInplace
   1734.8 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   2318.7 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   7661.8 ms  ✓ ChainRulesCore
   2403.1 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   3266.4 ms  ✓ SciMLStructures
   8085.8 ms  ✓ RecipesBase
