nice: cannot set niceness: Permission denied
Precompiling packages...
    406.8 ms  ✓ CommonSolve
    420.0 ms  ✓ Reexport
    551.8 ms  ✓ ConstructionBase
    495.9 ms  ✓ StaticArraysCore
    608.6 ms  ✓ Statistics
   1369.8 ms  ✓ IrrationalConstants
    877.1 ms  ✓ SuiteSparse_jll
    472.0 ms  ✓ IfElse
    757.8 ms  ✓ EnzymeCore
    504.8 ms  ✓ ManualMemory
    430.6 ms  ✓ CommonWorldInvalidations
    414.6 ms  ✓ Future
    869.0 ms  ✓ SciMLPublic
    448.6 ms  ✓ FastPower
    460.3 ms  ✓ CompositionsBase
    519.5 ms  ✓ InverseFunctions
    450.4 ms  ✓ MuladdMacro
    473.8 ms  ✓ EnumX
    659.9 ms  ✓ OpenLibm_jll
   2196.6 ms  ✓ ExproniconLite
    466.8 ms  ✓ ExprTools
    446.0 ms  ✓ ConcreteStructs
   1101.9 ms  ✓ FillArrays
    636.3 ms  ✓ OrderedCollections
    708.9 ms  ✓ ADTypes
    778.3 ms  ✓ Serialization
    746.6 ms  ✓ DocStringExtensions
    568.3 ms  ✓ FastClosures
    521.7 ms  ✓ SIMDTypes
   5502.3 ms  ✓ MacroTools
    495.1 ms  ✓ IteratorInterfaceExtensions
    745.5 ms  ✓ Requires
    750.7 ms  ✓ CpuId
   1238.6 ms  ✓ GenericSchur
    553.3 ms  ✓ LoggingExtras
    602.7 ms  ✓ Compat
   1359.9 ms  ✓ InteractiveUtils
    540.8 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
    545.8 ms  ✓ DiffResults
   3904.7 ms  ✓ FunctionWrappers
    994.4 ms  ✓ LazyArtifacts
    481.3 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
    469.2 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
    554.4 ms  ✓ NaNMath
   2188.3 ms  ✓ Preferences
   1226.4 ms  ✓ ThreadingUtilities
    518.3 ms  ✓ FillArrays → FillArraysStatisticsExt
    465.8 ms  ✓ PrecompileTools
    410.1 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
   1114.9 ms  ✓ DifferentiationInterface
   1997.6 ms  ✓ Jieko
    454.4 ms  ✓ RuntimeGeneratedFunctions
   1827.6 ms  ✓ DataStructures
    571.0 ms  ✓ CommonSubexpressions
    699.2 ms  ✓ LogExpFunctions
    517.8 ms  ✓ Compat → CompatLinearAlgebraExt
    602.6 ms  ✓ Adapt
   4103.8 ms  ✓ TimerOutputs
   2867.7 ms  ✓ Distributed
    557.2 ms  ✓ JLLWrappers
   1575.1 ms  ✓ Setfield
   1573.9 ms  ✓ ChainRulesCore
    666.2 ms  ✓ SciMLLogging
    404.4 ms  ✓ ADTypes → ADTypesConstructionBaseExt
    571.6 ms  ✓ TruncatedStacktraces
   4503.2 ms  ✓ SparseArrays
   2638.1 ms  ✓ Accessors
    411.4 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
   2052.2 ms  ✓ RecipesBase
    493.4 ms  ✓ FunctionWrappersWrappers
    591.8 ms  ✓ ArrayInterface
    564.2 ms  ✓ GPUArraysCore
    423.9 ms  ✓ EnzymeCore → AdaptExt
    663.0 ms  ✓ OpenSpecFun_jll
   1094.0 ms  ✓ IntelOpenMP_jll
   1171.6 ms  ✓ oneTBB_jll
    484.8 ms  ✓ EnzymeCore → EnzymeCoreChainRulesCoreExt
    423.9 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
    455.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   1179.3 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
    587.4 ms  ✓ Statistics → SparseArraysExt
    642.0 ms  ✓ FillArrays → FillArraysSparseArraysExt
  10729.4 ms  ✓ Moshi
    696.5 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   7761.8 ms  ✓ Krylov
    704.9 ms  ✓ Adapt → AdaptSparseArraysExt
    597.7 ms  ✓ Accessors → LinearAlgebraExt
    720.3 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
    631.7 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
    561.5 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
    948.6 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
  15292.5 ms  ✓ StaticArrays
   1217.5 ms  ✓ MaybeInplace
    583.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
    968.7 ms  ✓ SciMLStructures
    620.6 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   1913.1 ms  ✓ PreallocationTools
   1618.2 ms  ✓ MKL_jll
  10897.4 ms  ✓ SparseMatrixColorings
    817.9 ms  ✓ FiniteDiff
   3188.3 ms  ✓ SpecialFunctions
   2163.1 ms  ✓ SciMLOperators
   1340.4 ms  ✓ SymbolicIndexingInterface
    759.3 ms  ✓ StaticArrays → StaticArraysStatisticsExt
    739.5 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
    746.4 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
    753.1 ms  ✓ FillArrays → FillArraysStaticArraysExt
    736.7 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
    721.9 ms  ✓ Adapt → AdaptStaticArraysExt
    772.7 ms  ✓ Accessors → StaticArraysExt
    690.5 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
    681.9 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
    876.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseMatrixColoringsExt
    743.6 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
    625.9 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
    767.4 ms  ✓ DiffRules
    559.9 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
   1974.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   1720.0 ms  ✓ FastGaussQuadrature
    790.8 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
    880.1 ms  ✓ NLSolversBase
    855.5 ms  ✓ LineSearches
  25981.2 ms  ✓ Static
    461.4 ms  ✓ BitTwiddlingConvenienceFunctions
    999.1 ms  ✓ CPUSummary
    820.3 ms  ✓ PolyesterWeave
   3962.8 ms  ✓ ForwardDiff
   4740.0 ms  ✓ RecursiveArrayTools
    503.9 ms  ✓ FastPower → FastPowerForwardDiffExt
    682.6 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
    656.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceForwardDiffExt
    529.5 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsStatisticsExt
    722.8 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsSparseArraysExt
   1234.6 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
    591.2 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsForwardDiffExt
  12419.8 ms  ✓ StaticArrayInterface
   9551.6 ms  ✓ SciMLBase
    672.8 ms  ✓ CloseOpenIntervals
    788.8 ms  ✓ LayoutPointers
    833.3 ms  ✓ StaticArrayInterface → StaticArrayInterfaceStaticArraysExt
   1186.7 ms  ✓ SciMLBase → SciMLBaseChainRulesCoreExt
   1049.1 ms  ✓ SciMLBase → SciMLBaseDifferentiationInterfaceExt
   1050.1 ms  ✓ StrideArraysCore
   1487.8 ms  ✓ SciMLBase → SciMLBaseForwardDiffExt
    755.3 ms  ✓ Polyester
    729.7 ms  ✓ FastBroadcast
    651.0 ms  ✓ RecursiveArrayTools → RecursiveArrayToolsFastBroadcastExt
   2609.5 ms  ✓ SciMLJacobianOperators
  26303.9 ms  ✓ ExponentialUtilities
   3986.0 ms  ✓ LineSearch
    730.9 ms  ✓ LineSearch → LineSearchLineSearchesExt
   1731.1 ms  ✓ ExponentialUtilities → ExponentialUtilitiesStaticArraysExt
   5439.6 ms  ✓ NonlinearSolveBase
