nice: cannot set niceness: Permission denied
Precompiling packages...
   1428.2 ms  ✓ UUIDs
   1475.0 ms  ✓ nghttp2_jll
   1512.2 ms  ✓ Unicode
   1570.6 ms  ✓ Zlib_jll
   1641.4 ms  ✓ OpenSSL_jll
   1676.7 ms  ✓ MozillaCACerts_jll
   1730.3 ms  ✓ Logging
   1779.2 ms  ✓ CompilerSupportLibraries_jll
   1789.5 ms  ✓ NetworkOptions
   1868.2 ms  ✓ Base64
    539.3 ms  ✓ LibSSH2_jll
    779.4 ms  ✓ Printf
    562.7 ms  ✓ p7zip_jll
    470.7 ms  ✓ LibGit2_jll
    469.2 ms  ✓ LibCURL_jll
   3250.9 ms  ✓ ArgTools
    762.5 ms  ✓ LibCURL
    611.4 ms  ✓ Tar
   2968.6 ms  ✓ Dates
   3052.8 ms  ✓ LibGit2
    434.7 ms  ✓ TOML
   2964.9 ms  ✓ Downloads
   9231.5 ms  ✓ StyledStrings
   1621.0 ms  ✓ JuliaSyntaxHighlighting
   3722.2 ms  ✓ Markdown
  47419.2 ms  ✓ Pkg
  26 dependencies successfully precompiled in 62 seconds
Precompiling packages...
   2586.5 ms  ✓ IteratorInterfaceExtensions
   2683.4 ms  ✓ SimpleUnPack
   2691.4 ms  ✓ MuladdMacro
   2690.7 ms  ✓ ConcreteStructs
   2728.3 ms  ✓ UnPack
   2733.1 ms  ✓ ExprTools
   2821.5 ms  ✓ OpenLibm_jll
   2873.0 ms  ✓ Future
   3149.2 ms  ✓ CommonSolve
   3272.8 ms  ✓ InverseFunctions
   3661.3 ms  ✓ Statistics
   4270.9 ms  ✓ Serialization
   4584.7 ms  ✓ ADTypes
   2402.9 ms  ✓ SIMDTypes
   2449.3 ms  ✓ Reexport
   2789.2 ms  ✓ ManualMemory
   2900.2 ms  ✓ EnumX
   5768.4 ms  ✓ FillArrays
   3200.2 ms  ✓ SuiteSparse_jll
   2507.3 ms  ✓ CompositionsBase
   3718.4 ms  ✓ DocStringExtensions
   2697.0 ms  ✓ FastPower
   4449.7 ms  ✓ Requires
   2501.8 ms  ✓ IfElse
   2699.4 ms  ✓ CommonWorldInvalidations
   2809.9 ms  ✓ FastClosures
   2788.1 ms  ✓ StaticArraysCore
   4096.7 ms  ✓ EnzymeCore
   3114.7 ms  ✓ SciMLPublic
   3001.8 ms  ✓ LoggingExtras
   2601.1 ms  ✓ InverseFunctions → InverseFunctionsDatesExt
   3712.1 ms  ✓ Preferences
   4402.4 ms  ✓ CpuId
  11595.3 ms  ✓ FunctionWrappers
   6881.9 ms  ✓ GenericSchur
  10883.1 ms  ✓ OrderedCollections
   5100.0 ms  ✓ LazyArtifacts
   2700.9 ms  ✓ FillArrays → FillArraysStatisticsExt
   9709.9 ms  ✓ ConstructionBase
   2600.0 ms  ✓ CompositionsBase → CompositionsBaseInverseFunctionsExt
  16430.3 ms  ✓ ExproniconLite
   2901.9 ms  ✓ Adapt
   2654.1 ms  ✓ DiffResults
   2591.5 ms  ✓ ADTypes → ADTypesEnzymeCoreExt
  14393.1 ms  ✓ IrrationalConstants
   9897.6 ms  ✓ NaNMath
  10510.4 ms  ✓ Compat
   2553.9 ms  ✓ PrecompileTools
   3218.6 ms  ✓ JLLWrappers
   2600.7 ms  ✓ FunctionWrappersWrappers
   3501.6 ms  ✓ SciMLLogging
   2500.4 ms  ✓ ConstructionBase → ConstructionBaseLinearAlgebraExt
   9498.8 ms  ✓ RuntimeGeneratedFunctions
   2706.0 ms  ✓ ADTypes → ADTypesConstructionBaseExt
  14613.9 ms  ✓ InteractiveUtils
   2895.4 ms  ✓ EnzymeCore → AdaptExt
  20091.9 ms  ✓ MacroTools
   3386.0 ms  ✓ GPUArraysCore
   3208.9 ms  ✓ Compat → CompatLinearAlgebraExt
  11887.7 ms  ✓ ThreadingUtilities
   3595.8 ms  ✓ LogExpFunctions
  12551.8 ms  ✓ DifferentiationInterface
   3005.3 ms  ✓ TruncatedStacktraces
   9588.8 ms  ✓ DataStructures
   3894.0 ms  ✓ CommonSubexpressions
  17881.4 ms  ✓ Distributed
   5898.9 ms  ✓ OpenSpecFun_jll
   6710.7 ms  ✓ IntelOpenMP_jll
  20715.5 ms  ✓ TimerOutputs
   2400.9 ms  ✓ LogExpFunctions → LogExpFunctionsInverseFunctionsExt
  10994.2 ms  ✓ Jieko
   2485.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceGPUArraysCoreExt
   8798.5 ms  ✓ RecipesBase
  11199.4 ms  ✓ ArrayInterface
   7209.8 ms  ✓ Setfield
   8101.6 ms  ✓ oneTBB_jll
   1701.8 ms  ✓ ArrayInterface → ArrayInterfaceStaticArraysCoreExt
   1807.5 ms  ✓ ArrayInterface → ArrayInterfaceGPUArraysCoreExt
   2315.4 ms  ✓ MaybeInplace
   3601.2 ms  ✓ PreallocationTools
   2206.2 ms  ✓ FiniteDiff
   3660.3 ms  ✓ MKL_jll
   4586.3 ms  ✓ SciMLStructures
   1098.1 ms  ✓ DifferentiationInterface → DifferentiationInterfaceFiniteDiffExt
   8128.5 ms  ✓ ChainRulesCore
  12413.3 ms  ✓ Accessors
  23334.4 ms  ✓ SparseArrays
   1713.0 ms  ✓ ArrayInterface → ArrayInterfaceChainRulesCoreExt
   2038.6 ms  ✓ DifferentiationInterface → DifferentiationInterfaceChainRulesCoreExt
   2171.1 ms  ✓ ADTypes → ADTypesChainRulesCoreExt
   9195.5 ms  ✓ SpecialFunctions
   2398.2 ms  ✓ Accessors → LinearAlgebraExt
   3107.8 ms  ✓ Adapt → AdaptSparseArraysExt
   3100.0 ms  ✓ ArrayInterface → ArrayInterfaceSparseArraysExt
   3292.0 ms  ✓ DifferentiationInterface → DifferentiationInterfaceSparseArraysExt
   3498.1 ms  ✓ Statistics → SparseArraysExt
   3705.9 ms  ✓ FillArrays → FillArraysSparseArraysExt
   3404.4 ms  ✓ MaybeInplace → MaybeInplaceSparseArraysExt
   3203.3 ms  ✓ FiniteDiff → FiniteDiffSparseArraysExt
   5855.0 ms  ✓ LogExpFunctions → LogExpFunctionsChainRulesCoreExt
  19483.2 ms  ✓ Static
   3401.6 ms  ✓ DiffRules
   1707.4 ms  ✓ BitTwiddlingConvenienceFunctions
   6415.2 ms  ✓ SpecialFunctions → SpecialFunctionsChainRulesCoreExt
   7099.7 ms  ✓ ChainRulesCore → ChainRulesCoreSparseArraysExt
   3603.2 ms  ✓ CPUSummary
   1495.2 ms  ✓ PolyesterWeave
   7201.9 ms  ✓ SymbolicIndexingInterface
   8389.6 ms  ✓ SciMLOperators
   2005.7 ms  ✓ SciMLOperators → SciMLOperatorsStaticArraysCoreExt
  29795.5 ms  ✓ StaticArrays
   3601.1 ms  ✓ SciMLOperators → SciMLOperatorsSparseArraysExt
   3298.3 ms  ✓ DifferentiationInterface → DifferentiationInterfaceStaticArraysExt
   3382.1 ms  ✓ Adapt → AdaptStaticArraysExt
   3404.6 ms  ✓ StaticArrays → StaticArraysStatisticsExt
   3434.6 ms  ✓ FiniteDiff → FiniteDiffStaticArraysExt
   3482.1 ms  ✓ ConstructionBase → ConstructionBaseStaticArraysExt
   3771.3 ms  ✓ Accessors → StaticArraysExt
  13884.4 ms  ✓ ForwardDiff
   6218.9 ms  ✓ FastGaussQuadrature
  12040.5 ms  ✓ RecursiveArrayTools
   8593.8 ms  ✓ StaticArrays → StaticArraysChainRulesCoreExt
   4986.8 ms  ✓ FastPower → FastPowerForwardDiffExt
   5205.5 ms  ✓ PreallocationTools → PreallocationToolsForwardDiffExt
  24876.1 ms  ✓ Krylov
   5908.5 ms  ✓ ForwardDiff → ForwardDiffStaticArraysExt
  25913.5 ms  ✓ SparseMatrixColorings
